name transform change_limit value lower_bound upper_bound group scale offset dercom
emm_m00125 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00126 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00127 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00128 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00129 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00130 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00131 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00132 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00133 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00134 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00135 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00136 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00137 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00138 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00139 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00140 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00141 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00142 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00143 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00144 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00145 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00146 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00147 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00148 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00149 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00150 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00151 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00152 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00153 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00154 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00155 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00156 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00157 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00158 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00159 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
emm_m00160 fixed factor 1.0e-08 1.0e-11 1.0e-06 emm_m 1.0 0.0 1
