name value weight group
f_piez_FP007t77796000.0 416.62058 20 f_piez_FP007
f_piez_FP007t77799600.0 416.6165 20 f_piez_FP007
f_piez_FP007t77803200.0 416.6115 20 f_piez_FP007
f_piez_FP007t77806800.0 416.61067 20 f_piez_FP007
f_piez_FP007t77810400.0 416.60717 20 f_piez_FP007
f_piez_FP007t77814000.0 416.60733 20 f_piez_FP007
f_piez_FP007t77817600.0 416.60708 20 f_piez_FP007
f_piez_FP007t77821200.0 416.6015 20 f_piez_FP007
f_piez_FP007t77824800.0 416.59925 20 f_piez_FP007
f_piez_FP007t77828400.0 416.5995 20 f_piez_FP007
f_piez_FP007t77832000.0 416.59542 20 f_piez_FP007
f_piez_FP007t77835600.0 416.59325 20 f_piez_FP007
f_piez_FP007t77839200.0 416.58917 20 f_piez_FP007
f_piez_FP007t77842800.0 416.58542 20 f_piez_FP007
f_piez_FP007t77846400.0 416.5815 20 f_piez_FP007
f_piez_FP007t77850000.0 416.57717 20 f_piez_FP007
f_piez_FP007t77853600.0 416.57842 20 f_piez_FP007
f_piez_FP007t77857200.0 416.57433 20 f_piez_FP007
f_piez_FP007t77860800.0 416.57233 20 f_piez_FP007
f_piez_FP007t77864400.0 416.56825 20 f_piez_FP007
f_piez_FP007t77868000.0 416.5635 20 f_piez_FP007
f_piez_FP007t77871600.0 416.56 20 f_piez_FP007
f_piez_FP007t77875200.0 416.55767 20 f_piez_FP007
f_piez_FP007t77878800.0 416.55333 20 f_piez_FP007
f_piez_FP007t77882400.0 416.55283 20 f_piez_FP007
f_piez_FP007t77886000.0 416.54875 20 f_piez_FP007
f_piez_FP007t77889600.0 416.54467 20 f_piez_FP007
f_piez_FP007t77893200.0 416.53942 20 f_piez_FP007
f_piez_FP007t77896800.0 416.53983 20 f_piez_FP007
f_piez_FP007t77900400.0 416.537 20 f_piez_FP007
f_piez_FP007t77904000.0 416.53267 20 f_piez_FP007
f_piez_FP007t77907600.0 416.52983 20 f_piez_FP007
f_piez_FP007t77911200.0 416.53133 20 f_piez_FP007
f_piez_FP007t77914800.0 416.53133 20 f_piez_FP007
f_piez_FP007t77918400.0 416.53108 20 f_piez_FP007
f_piez_FP007t77922000.0 416.52758 20 f_piez_FP007
f_piez_FP007t77925600.0 416.52608 20 f_piez_FP007
f_piez_FP007t77929200.0 416.52325 20 f_piez_FP007
f_piez_FP007t77932800.0 416.51917 20 f_piez_FP007
f_piez_FP007t77936400.0 416.52017 20 f_piez_FP007
f_piez_FP007t77940000.0 416.51758 20 f_piez_FP007
f_piez_FP007t77943600.0 416.51625 20 f_piez_FP007
f_piez_FP007t77947200.0 416.511 20 f_piez_FP007
f_piez_FP007t77950800.0 416.50867 20 f_piez_FP007
f_piez_FP007t77954400.0 416.51167 20 f_piez_FP007
f_piez_FP007t77958000.0 416.50667 20 f_piez_FP007
f_piez_FP007t77961600.0 416.50133 20 f_piez_FP007
f_piez_FP007t77965200.0 416.49933 20 f_piez_FP007
f_piez_FP007t77968800.0 416.49975 20 f_piez_FP007
f_piez_FP007t77972400.0 416.50017 20 f_piez_FP007
f_piez_FP007t77976000.0 416.49258 20 f_piez_FP007
f_piez_FP007t77979600.0 416.49275 20 f_piez_FP007
f_piez_FP007t77983200.0 416.49158 20 f_piez_FP007
f_piez_FP007t77986800.0 416.49025 20 f_piez_FP007
f_piez_FP007t77990400.0 416.49083 20 f_piez_FP007
f_piez_FP007t77994000.0 416.49058 20 f_piez_FP007
f_piez_FP007t77997600.0 416.48883 20 f_piez_FP007
f_piez_FP007t78001200.0 416.48917 20 f_piez_FP007
f_piez_FP007t78004800.0 416.48675 20 f_piez_FP007
f_piez_FP007t78008400.0 416.48433 20 f_piez_FP007
f_piez_FP007t78012000.0 416.48267 20 f_piez_FP007
f_piez_FP007t78015600.0 416.482 20 f_piez_FP007
f_piez_FP007t78019200.0 416.479 20 f_piez_FP007
f_piez_FP007t78022800.0 416.478 20 f_piez_FP007
f_piez_FP007t78026400.0 416.4745 20 f_piez_FP007
f_piez_FP007t78030000.0 416.47625 20 f_piez_FP007
f_piez_FP007t78033600.0 416.47708 20 f_piez_FP007
f_piez_FP007t78037200.0 416.47308 20 f_piez_FP007
f_piez_FP007t78040800.0 416.47242 20 f_piez_FP007
f_piez_FP007t78044400.0 416.46792 20 f_piez_FP007
f_piez_FP007t78048000.0 416.47092 20 f_piez_FP007
f_piez_FP007t78051600.0 416.46842 20 f_piez_FP007
f_piez_FP007t78055200.0 416.46367 20 f_piez_FP007
f_piez_FP007t78058800.0 416.4645 20 f_piez_FP007
f_piez_FP007t78062400.0 416.4615 20 f_piez_FP007
f_piez_FP007t78066000.0 416.45825 20 f_piez_FP007
f_piez_FP007t78069600.0 416.459 20 f_piez_FP007
f_piez_FP007t78073200.0 416.459 20 f_piez_FP007
f_piez_FP007t78076800.0 416.45575 20 f_piez_FP007
f_piez_FP007t78080400.0 416.45808 20 f_piez_FP007
f_piez_FP007t78084000.0 416.45508 20 f_piez_FP007
f_piez_FP007t78087600.0 416.45533 20 f_piez_FP007
f_piez_FP007t78091200.0 416.45167 20 f_piez_FP007
f_piez_FP007t78094800.0 416.45367 20 f_piez_FP007
f_piez_FP007t78098400.0 416.45125 20 f_piez_FP007
f_piez_FP007t78102000.0 416.4525 20 f_piez_FP007
f_piez_FP007t78105600.0 416.4495 20 f_piez_FP007
f_piez_FP007t78109200.0 416.448 20 f_piez_FP007
f_piez_FP007t78112800.0 416.44567 20 f_piez_FP007
f_piez_FP007t78116400.0 416.4465 20 f_piez_FP007
f_piez_FP007t78120000.0 416.44375 20 f_piez_FP007
f_piez_FP007t78123600.0 416.444 20 f_piez_FP007
f_piez_FP007t78127200.0 416.43925 20 f_piez_FP007
f_piez_FP007t78130800.0 416.44058 20 f_piez_FP007
f_piez_FP007t78134400.0 416.43733 20 f_piez_FP007
f_piez_FP007t78138000.0 416.435 20 f_piez_FP007
f_piez_FP007t78141600.0 416.438 20 f_piez_FP007
f_piez_FP007t78145200.0 416.4345 20 f_piez_FP007
f_piez_FP007t78148800.0 416.43217 20 f_piez_FP007
f_piez_FP007t78152400.0 416.43192 20 f_piez_FP007
f_piez_FP007t78156000.0 416.43492 20 f_piez_FP007
f_piez_FP007t78159600.0 416.43258 20 f_piez_FP007
f_piez_FP007t78163200.0 416.43408 20 f_piez_FP007
f_piez_FP007t78166800.0 416.43233 20 f_piez_FP007
f_piez_FP007t78170400.0 416.43408 20 f_piez_FP007
f_piez_FP007t78174000.0 416.43233 20 f_piez_FP007
f_piez_FP007t78177600.0 416.43492 20 f_piez_FP007
f_piez_FP007t78181200.0 416.431 20 f_piez_FP007
f_piez_FP007t78184800.0 416.42825 20 f_piez_FP007
f_piez_FP007t78188400.0 416.4285 20 f_piez_FP007
f_piez_FP007t78192000.0 416.42675 20 f_piez_FP007
f_piez_FP007t78195600.0 416.42675 20 f_piez_FP007
f_piez_FP007t78199200.0 416.42217 20 f_piez_FP007
f_piez_FP007t78202800.0 416.42392 20 f_piez_FP007
f_piez_FP007t78206400.0 416.42092 20 f_piez_FP007
f_piez_FP007t78210000.0 416.42242 20 f_piez_FP007
f_piez_FP007t78213600.0 416.41917 20 f_piez_FP007
f_piez_FP007t78217200.0 416.42025 20 f_piez_FP007
f_piez_FP007t78220800.0 416.419 20 f_piez_FP007
f_piez_FP007t78224400.0 416.41925 20 f_piez_FP007
f_piez_FP007t78228000.0 416.41775 20 f_piez_FP007
f_piez_FP007t78231600.0 416.4175 20 f_piez_FP007
f_piez_FP007t78235200.0 416.41575 20 f_piez_FP007
f_piez_FP007t78238800.0 416.41342 20 f_piez_FP007
f_piez_FP007t78242400.0 416.41083 20 f_piez_FP007
f_piez_FP007t78246000.0 416.41208 20 f_piez_FP007
f_piez_FP007t78249600.0 416.41183 20 f_piez_FP007
f_piez_FP007t78253200.0 416.4125 20 f_piez_FP007
f_piez_FP007t78256800.0 416.41508 20 f_piez_FP007
f_piez_FP007t78260400.0 416.4125 20 f_piez_FP007
f_piez_FP007t78264000.0 416.40925 20 f_piez_FP007
f_piez_FP007t78267600.0 416.40708 20 f_piez_FP007
f_piez_FP007t78271200.0 416.40858 20 f_piez_FP007
f_piez_FP007t78274800.0 416.40275 20 f_piez_FP007
f_piez_FP007t78278400.0 416.406 20 f_piez_FP007
f_piez_FP007t78282000.0 416.40725 20 f_piez_FP007
f_piez_FP007t78285600.0 416.40292 20 f_piez_FP007
f_piez_FP007t78289200.0 416.40417 20 f_piez_FP007
f_piez_FP007t78292800.0 416.40242 20 f_piez_FP007
f_piez_FP007t78296400.0 416.39942 20 f_piez_FP007
f_piez_FP007t78300000.0 416.39992 20 f_piez_FP007
f_piez_FP007t78303600.0 416.39817 20 f_piez_FP007
f_piez_FP007t78307200.0 416.39517 20 f_piez_FP007
f_piez_FP007t78310800.0 416.39533 20 f_piez_FP007
f_piez_FP007t78314400.0 416.39383 20 f_piez_FP007
f_piez_FP007t78318000.0 416.39125 20 f_piez_FP007
f_piez_FP007t78321600.0 416.39225 20 f_piez_FP007
f_piez_FP007t78325200.0 416.39225 20 f_piez_FP007
f_piez_FP007t78328800.0 416.39142 20 f_piez_FP007
f_piez_FP007t78332400.0 416.39242 20 f_piez_FP007
f_piez_FP007t78336000.0 416.39133 20 f_piez_FP007
f_piez_FP007t78339600.0 416.39208 20 f_piez_FP007
f_piez_FP007t78343200.0 416.39067 20 f_piez_FP007
f_piez_FP007t78346800.0 416.39367 20 f_piez_FP007
f_piez_FP007t78350400.0 416.39192 20 f_piez_FP007
f_piez_FP007t78354000.0 416.39367 20 f_piez_FP007
f_piez_FP007t78357600.0 416.3955 20 f_piez_FP007
f_piez_FP007t78361200.0 416.3935 20 f_piez_FP007
f_piez_FP007t78364800.0 416.38775 20 f_piez_FP007
f_piez_FP007t78368400.0 416.39258 20 f_piez_FP007
f_piez_FP007t78372000.0 416.39025 20 f_piez_FP007
f_piez_FP007t78375600.0 416.38825 20 f_piez_FP007
f_piez_FP007t78379200.0 416.38525 20 f_piez_FP007
f_piez_FP007t78382800.0 416.38633 20 f_piez_FP007
f_piez_FP007t78386400.0 416.38325 20 f_piez_FP007
f_piez_FP007t78390000.0 416.38283 20 f_piez_FP007
f_piez_FP007t78393600.0 416.38125 20 f_piez_FP007
f_piez_FP007t78397200.0 416.37975 20 f_piez_FP007
f_piez_FP007t78400800.0 416.37975 20 f_piez_FP007
f_piez_FP007t78404400.0 416.37808 20 f_piez_FP007
f_piez_FP007t78408000.0 416.3775 20 f_piez_FP007
f_piez_FP007t78411600.0 416.37808 20 f_piez_FP007
f_piez_FP007t78415200.0 416.3775 20 f_piez_FP007
f_piez_FP007t78418800.0 416.37775 20 f_piez_FP007
f_piez_FP007t78422400.0 416.376 20 f_piez_FP007
f_piez_FP007t78426000.0 416.37875 20 f_piez_FP007
f_piez_FP007t78429600.0 416.37658 20 f_piez_FP007
f_piez_FP007t78433200.0 416.37775 20 f_piez_FP007
f_piez_FP007t78436800.0 416.37383 20 f_piez_FP007
f_piez_FP007t78440400.0 416.37758 20 f_piez_FP007
f_piez_FP007t78444000.0 416.37292 20 f_piez_FP007
f_piez_FP007t78447600.0 416.37433 20 f_piez_FP007
f_piez_FP007t78451200.0 416.37408 20 f_piez_FP007
f_piez_FP007t78454800.0 416.37383 20 f_piez_FP007
f_piez_FP007t78458400.0 416.37358 20 f_piez_FP007
f_piez_FP007t78462000.0 416.3725 20 f_piez_FP007
f_piez_FP007t78465600.0 416.37333 20 f_piez_FP007
f_piez_FP007t78469200.0 416.37183 20 f_piez_FP007
f_piez_FP007t78472800.0 416.368 20 f_piez_FP007
f_piez_FP007t78476400.0 416.36883 20 f_piez_FP007
f_piez_FP007t78480000.0 416.36758 20 f_piez_FP007
f_piez_FP007t78483600.0 416.36733 20 f_piez_FP007
f_piez_FP007t78487200.0 416.36742 20 f_piez_FP007
f_piez_FP007t78490800.0 416.36717 20 f_piez_FP007
f_piez_FP007t78494400.0 416.36667 20 f_piez_FP007
f_piez_FP007t78498000.0 416.36733 20 f_piez_FP007
f_piez_FP007t78501600.0 416.36858 20 f_piez_FP007
f_piez_FP007t78505200.0 416.37008 20 f_piez_FP007
f_piez_FP007t78508800.0 416.3695 20 f_piez_FP007
f_piez_FP007t78512400.0 416.369 20 f_piez_FP007
f_piez_FP007t78516000.0 416.36883 20 f_piez_FP007
f_piez_FP007t78519600.0 416.37417 20 f_piez_FP007
f_piez_FP007t78523200.0 416.36858 20 f_piez_FP007
f_piez_FP007t78526800.0 416.36967 20 f_piez_FP007
f_piez_FP007t78530400.0 416.36708 20 f_piez_FP007
f_piez_FP007t78534000.0 416.36742 20 f_piez_FP007
f_piez_FP007t78537600.0 416.36592 20 f_piez_FP007
f_piez_FP007t78541200.0 416.36892 20 f_piez_FP007
f_piez_FP007t78544800.0 416.36742 20 f_piez_FP007
f_piez_FP007t78548400.0 416.36533 20 f_piez_FP007
f_piez_FP007t78552000.0 416.36292 20 f_piez_FP007
f_piez_FP007t78555600.0 416.36383 20 f_piez_FP007
f_piez_FP007t78559200.0 416.36342 20 f_piez_FP007
f_piez_FP007t78562800.0 416.36217 20 f_piez_FP007
f_piez_FP007t78566400.0 416.35792 20 f_piez_FP007
f_piez_FP007t78570000.0 416.362 20 f_piez_FP007
f_piez_FP007t78573600.0 416.362 20 f_piez_FP007
f_piez_FP007t78577200.0 416.35967 20 f_piez_FP007
f_piez_FP007t78580800.0 416.36025 20 f_piez_FP007
f_piez_FP007t78584400.0 416.35975 20 f_piez_FP007
f_piez_FP007t78588000.0 416.35808 20 f_piez_FP007
f_piez_FP007t78591600.0 416.36133 20 f_piez_FP007
f_piez_FP007t78595200.0 416.35983 20 f_piez_FP007
f_piez_FP007t78598800.0 416.36133 20 f_piez_FP007
f_piez_FP007t78602400.0 416.36133 20 f_piez_FP007
f_piez_FP007t78606000.0 416.36308 20 f_piez_FP007
f_piez_FP007t78609600.0 416.36433 20 f_piez_FP007
f_piez_FP007t78613200.0 416.36217 20 f_piez_FP007
f_piez_FP007t78616800.0 416.36342 20 f_piez_FP007
f_piez_FP007t78620400.0 416.36108 20 f_piez_FP007
f_piez_FP007t78624000.0 416.36083 20 f_piez_FP007
f_piez_FP007t78627600.0 416.35975 20 f_piez_FP007
f_piez_FP007t78631200.0 416.36075 20 f_piez_FP007
f_piez_FP007t78634800.0 416.35842 20 f_piez_FP007
f_piez_FP007t78638400.0 416.35817 20 f_piez_FP007
f_piez_FP007t78642000.0 416.35642 20 f_piez_FP007
f_piez_FP007t78645600.0 416.35492 20 f_piez_FP007
f_piez_FP007t78649200.0 416.35517 20 f_piez_FP007
f_piez_FP007t78652800.0 416.35042 20 f_piez_FP007
f_piez_FP007t78656400.0 416.35342 20 f_piez_FP007
f_piez_FP007t78660000.0 416.35258 20 f_piez_FP007
f_piez_FP007t78663600.0 416.35183 20 f_piez_FP007
f_piez_FP007t78667200.0 416.34925 20 f_piez_FP007
f_piez_FP007t78670800.0 416.34967 20 f_piez_FP007
f_piez_FP007t78674400.0 416.35117 20 f_piez_FP007
f_piez_FP007t78678000.0 416.34683 20 f_piez_FP007
f_piez_FP007t78681600.0 416.34875 20 f_piez_FP007
f_piez_FP007t78685200.0 416.35175 20 f_piez_FP007
f_piez_FP007t78688800.0 416.35175 20 f_piez_FP007
f_piez_FP007t78692400.0 416.35325 20 f_piez_FP007
f_piez_FP007t78696000.0 416.35025 20 f_piez_FP007
f_piez_FP007t78699600.0 416.35383 20 f_piez_FP007
f_piez_FP007t78703200.0 416.35 20 f_piez_FP007
f_piez_FP007t78706800.0 416.34975 20 f_piez_FP007
f_piez_FP007t78710400.0 416.35125 20 f_piez_FP007
f_piez_FP007t78714000.0 416.34717 20 f_piez_FP007
f_piez_FP007t78717600.0 416.34842 20 f_piez_FP007
f_piez_FP007t78721200.0 416.34542 20 f_piez_FP007
f_piez_FP007t78724800.0 416.34717 20 f_piez_FP007
f_piez_FP007t78728400.0 416.34542 20 f_piez_FP007
f_piez_FP007t78732000.0 416.34242 20 f_piez_FP007
f_piez_FP007t78735600.0 416.34042 20 f_piez_FP007
f_piez_FP007t78739200.0 416.33467 20 f_piez_FP007
f_piez_FP007t78742800.0 416.33317 20 f_piez_FP007
f_piez_FP007t78746400.0 416.33533 20 f_piez_FP007
f_piez_FP007t78750000.0 416.33358 20 f_piez_FP007
f_piez_FP007t78753600.0 416.33483 20 f_piez_FP007
f_piez_FP007t78757200.0 416.3335 20 f_piez_FP007
f_piez_FP007t78760800.0 416.3335 20 f_piez_FP007
f_piez_FP007t78764400.0 416.33675 20 f_piez_FP007
f_piez_FP007t78768000.0 416.3335 20 f_piez_FP007
f_piez_FP007t78771600.0 416.335 20 f_piez_FP007
f_piez_FP007t78775200.0 416.33525 20 f_piez_FP007
f_piez_FP007t78778800.0 416.33675 20 f_piez_FP007
f_piez_FP007t78782400.0 416.33508 20 f_piez_FP007
f_piez_FP007t78786000.0 416.33333 20 f_piez_FP007
f_piez_FP007t78789600.0 416.33183 20 f_piez_FP007
f_piez_FP007t78793200.0 416.33208 20 f_piez_FP007
f_piez_FP007t78796800.0 416.33033 20 f_piez_FP007
f_piez_FP007t78800400.0 416.32883 20 f_piez_FP007
f_piez_FP007t78804000.0 416.32708 20 f_piez_FP007
f_piez_FP007t78807600.0 416.32858 20 f_piez_FP007
f_piez_FP007t78811200.0 416.32942 20 f_piez_FP007
f_piez_FP007t78814800.0 416.32642 20 f_piez_FP007
f_piez_FP007t78818400.0 416.32342 20 f_piez_FP007
f_piez_FP007t78822000.0 416.32133 20 f_piez_FP007
f_piez_FP007t78825600.0 416.32433 20 f_piez_FP007
f_piez_FP007t78829200.0 416.32217 20 f_piez_FP007
f_piez_FP007t78832800.0 416.31942 20 f_piez_FP007
f_piez_FP007t78836400.0 416.32242 20 f_piez_FP007
f_piez_FP007t78840000.0 416.31833 20 f_piez_FP007
f_piez_FP007t78843600.0 416.31942 20 f_piez_FP007
f_piez_FP007t78847200.0 416.31917 20 f_piez_FP007
f_piez_FP007t78850800.0 416.31792 20 f_piez_FP007
f_piez_FP007t78854400.0 416.319 20 f_piez_FP007
f_piez_FP007t78858000.0 416.32075 20 f_piez_FP007
f_piez_FP007t78861600.0 416.31775 20 f_piez_FP007
f_piez_FP007t78865200.0 416.31733 20 f_piez_FP007
f_piez_FP007t78868800.0 416.31992 20 f_piez_FP007
f_piez_FP007t78872400.0 416.318 20 f_piez_FP007
f_piez_FP007t78876000.0 416.31825 20 f_piez_FP007
f_piez_FP007t78879600.0 416.31825 20 f_piez_FP007
f_piez_FP007t78883200.0 416.31825 20 f_piez_FP007
f_piez_FP007t78886800.0 416.31675 20 f_piez_FP007
f_piez_FP007t78890400.0 416.31525 20 f_piez_FP007
f_piez_FP007t78894000.0 416.312 20 f_piez_FP007
f_piez_FP007t78897600.0 416.31525 20 f_piez_FP007
f_piez_FP007t78901200.0 416.31133 20 f_piez_FP007
f_piez_FP007t78904800.0 416.306 20 f_piez_FP007
f_piez_FP007t78908400.0 416.30725 20 f_piez_FP007
f_piez_FP007t78912000.0 416.306 20 f_piez_FP007
f_piez_FP007t78915600.0 416.3055 20 f_piez_FP007
f_piez_FP007t78919200.0 416.30167 20 f_piez_FP007
f_piez_FP007t78922800.0 416.30167 20 f_piez_FP007
f_piez_FP007t78926400.0 416.30158 20 f_piez_FP007
f_piez_FP007t78930000.0 416.305 20 f_piez_FP007
f_piez_FP007t78933600.0 416.30567 20 f_piez_FP007
f_piez_FP007t78937200.0 416.29958 20 f_piez_FP007
f_piez_FP007t78940800.0 416.30083 20 f_piez_FP007
f_piez_FP007t78944400.0 416.30383 20 f_piez_FP007
f_piez_FP007t78948000.0 416.303 20 f_piez_FP007
f_piez_FP007t78951600.0 416.3055 20 f_piez_FP007
f_piez_FP007t78955200.0 416.304 20 f_piez_FP007
f_piez_FP007t78958800.0 416.303 20 f_piez_FP007
f_piez_FP007t78962400.0 416.3025 20 f_piez_FP007
f_piez_FP007t78966000.0 416.30225 20 f_piez_FP007
f_piez_FP007t78969600.0 416.30275 20 f_piez_FP007
f_piez_FP007t78973200.0 416.29925 20 f_piez_FP007
f_piez_FP007t78976800.0 416.29875 20 f_piez_FP007
f_piez_FP007t78980400.0 416.2975 20 f_piez_FP007
f_piez_FP007t78984000.0 416.2965 20 f_piez_FP007
f_piez_FP007t78987600.0 416.29475 20 f_piez_FP007
f_piez_FP007t78991200.0 416.2935 20 f_piez_FP007
f_piez_FP007t78994800.0 416.29283 20 f_piez_FP007
f_piez_FP007t78998400.0 416.29283 20 f_piez_FP007
f_piez_FP007t79002000.0 416.28983 20 f_piez_FP007
f_piez_FP007t79005600.0 416.29133 20 f_piez_FP007
f_piez_FP007t79009200.0 416.2935 20 f_piez_FP007
f_piez_FP007t79012800.0 416.2915 20 f_piez_FP007
f_piez_FP007t79016400.0 416.29025 20 f_piez_FP007
f_piez_FP007t79020000.0 416.29283 20 f_piez_FP007
f_piez_FP007t79023600.0 416.28967 20 f_piez_FP007
f_piez_FP007t79027200.0 416.28975 20 f_piez_FP007
f_piez_FP007t79030800.0 416.293 20 f_piez_FP007
f_piez_FP007t79034400.0 416.29217 20 f_piez_FP007
f_piez_FP007t79038000.0 416.29617 20 f_piez_FP007
f_piez_FP007t79041600.0 416.29342 20 f_piez_FP007
f_piez_FP007t79045200.0 416.29167 20 f_piez_FP007
f_piez_FP007t79048800.0 416.29042 20 f_piez_FP007
f_piez_FP007t79052400.0 416.29017 20 f_piez_FP007
f_piez_FP007t79056000.0 416.28733 20 f_piez_FP007
f_piez_FP007t79059600.0 416.29058 20 f_piez_FP007
f_piez_FP007t79063200.0 416.289 20 f_piez_FP007
f_piez_FP007t79066800.0 416.28917 20 f_piez_FP007
f_piez_FP007t79070400.0 416.28567 20 f_piez_FP007
f_piez_FP007t79074000.0 416.28592 20 f_piez_FP007
f_piez_FP007t79077600.0 416.28483 20 f_piez_FP007
f_piez_FP007t79081200.0 416.28033 20 f_piez_FP007
f_piez_FP007t79084800.0 416.28183 20 f_piez_FP007
f_piez_FP007t79088400.0 416.28133 20 f_piez_FP007
f_piez_FP007t79092000.0 416.282 20 f_piez_FP007
f_piez_FP007t79095600.0 416.27808 20 f_piez_FP007
f_piez_FP007t79099200.0 416.27958 20 f_piez_FP007
f_piez_FP007t79102800.0 416.27525 20 f_piez_FP007
f_piez_FP007t79106400.0 416.2765 20 f_piez_FP007
f_piez_FP007t79110000.0 416.278 20 f_piez_FP007
f_piez_FP007t79113600.0 416.27783 20 f_piez_FP007
f_piez_FP007t79117200.0 416.27658 20 f_piez_FP007
f_piez_FP007t79120800.0 416.282 20 f_piez_FP007
f_piez_FP007t79124400.0 416.28183 20 f_piez_FP007
f_piez_FP007t79128000.0 416.27967 20 f_piez_FP007
f_piez_FP007t79131600.0 416.278 20 f_piez_FP007
f_piez_FP007t79135200.0 416.27783 20 f_piez_FP007
f_piez_FP007t79138800.0 416.27617 20 f_piez_FP007
f_piez_FP007t79142400.0 416.27575 20 f_piez_FP007
f_piez_FP007t79146000.0 416.27575 20 f_piez_FP007
f_piez_FP007t79149600.0 416.27725 20 f_piez_FP007
f_piez_FP007t79153200.0 416.27775 20 f_piez_FP007
f_piez_FP007t79156800.0 416.2725 20 f_piez_FP007
f_piez_FP007t79160400.0 416.2725 20 f_piez_FP007
f_piez_FP007t79164000.0 416.2745 20 f_piez_FP007
f_piez_FP007t79167600.0 416.26825 20 f_piez_FP007
f_piez_FP007t79171200.0 416.2715 20 f_piez_FP007
f_piez_FP007t79174800.0 416.26692 20 f_piez_FP007
f_piez_FP007t79178400.0 416.26817 20 f_piez_FP007
f_piez_FP007t79182000.0 416.26558 20 f_piez_FP007
f_piez_FP007t79185600.0 416.2675 20 f_piez_FP007
f_piez_FP007t79189200.0 416.26617 20 f_piez_FP007
f_piez_FP007t79192800.0 416.26658 20 f_piez_FP007
f_piez_FP007t79196400.0 416.26525 20 f_piez_FP007
f_piez_FP007t79200000.0 416.26567 20 f_piez_FP007
f_piez_FP007t79203600.0 416.26842 20 f_piez_FP007
f_piez_FP007t79207200.0 416.26733 20 f_piez_FP007
f_piez_FP007t79210800.0 416.27183 20 f_piez_FP007
f_piez_FP007t79214400.0 416.27208 20 f_piez_FP007
f_piez_FP007t79218000.0 416.27158 20 f_piez_FP007
f_piez_FP007t79221600.0 416.2675 20 f_piez_FP007
f_piez_FP007t79225200.0 416.27 20 f_piez_FP007
f_piez_FP007t79228800.0 416.26867 20 f_piez_FP007
f_piez_FP007t79232400.0 416.26692 20 f_piez_FP007
f_piez_FP007t79236000.0 416.26583 20 f_piez_FP007
f_piez_FP007t79239600.0 416.26775 20 f_piez_FP007
f_piez_FP007t79243200.0 416.26625 20 f_piez_FP007
f_piez_FP007t79246800.0 416.26725 20 f_piez_FP007
f_piez_FP007t79250400.0 416.2655 20 f_piez_FP007
f_piez_FP007t79254000.0 416.25867 20 f_piez_FP007
f_piez_FP007t79257600.0 416.26017 20 f_piez_FP007
f_piez_FP007t79261200.0 416.26142 20 f_piez_FP007
f_piez_FP007t79264800.0 416.26192 20 f_piez_FP007
f_piez_FP007t79268400.0 416.26142 20 f_piez_FP007
f_piez_FP007t79272000.0 416.25925 20 f_piez_FP007
f_piez_FP007t79275600.0 416.262 20 f_piez_FP007
f_piez_FP007t79279200.0 416.25967 20 f_piez_FP007
f_piez_FP007t79282800.0 416.26242 20 f_piez_FP007
f_piez_FP007t79286400.0 416.25942 20 f_piez_FP007
f_piez_FP007t79290000.0 416.26267 20 f_piez_FP007
f_piez_FP007t79293600.0 416.26267 20 f_piez_FP007
f_piez_FP007t79297200.0 416.26175 20 f_piez_FP007
f_piez_FP007t79300800.0 416.2605 20 f_piez_FP007
f_piez_FP007t79304400.0 416.25967 20 f_piez_FP007
f_piez_FP007t79308000.0 416.25908 20 f_piez_FP007
f_piez_FP007t79311600.0 416.25967 20 f_piez_FP007
f_piez_FP007t79315200.0 416.26142 20 f_piez_FP007
f_piez_FP007t79318800.0 416.25817 20 f_piez_FP007
f_piez_FP007t79322400.0 416.25867 20 f_piez_FP007
f_piez_FP007t79326000.0 416.25267 20 f_piez_FP007
f_piez_FP007t79329600.0 416.25825 20 f_piez_FP007
f_piez_FP007t79333200.0 416.25525 20 f_piez_FP007
f_piez_FP007t79336800.0 416.25608 20 f_piez_FP007
f_piez_FP007t79340400.0 416.25308 20 f_piez_FP007
f_piez_FP007t79344000.0 416.25358 20 f_piez_FP007
f_piez_FP007t79347600.0 416.25017 20 f_piez_FP007
f_piez_FP007t79351200.0 416.24975 20 f_piez_FP007
f_piez_FP007t79354800.0 416.24975 20 f_piez_FP007
f_piez_FP007t79358400.0 416.24975 20 f_piez_FP007
f_piez_FP007t79362000.0 416.2495 20 f_piez_FP007
f_piez_FP007t79365600.0 416.248 20 f_piez_FP007
f_piez_FP007t79369200.0 416.245 20 f_piez_FP007
f_piez_FP007t79372800.0 416.24825 20 f_piez_FP007
f_piez_FP007t79376400.0 416.24867 20 f_piez_FP007
f_piez_FP007t79380000.0 416.24975 20 f_piez_FP007
f_piez_FP007t79383600.0 416.24717 20 f_piez_FP007
f_piez_FP007t79387200.0 416.24825 20 f_piez_FP007
f_piez_FP007t79390800.0 416.24633 20 f_piez_FP007
f_piez_FP007t79394400.0 416.24958 20 f_piez_FP007
f_piez_FP007t79398000.0 416.24833 20 f_piez_FP007
f_piez_FP007t79401600.0 416.24833 20 f_piez_FP007
f_piez_FP007t79405200.0 416.24767 20 f_piez_FP007
f_piez_FP007t79408800.0 416.24658 20 f_piez_FP007
f_piez_FP007t79412400.0 416.24617 20 f_piez_FP007
f_piez_FP007t79416000.0 416.24442 20 f_piez_FP007
f_piez_FP007t79419600.0 416.24142 20 f_piez_FP007
