name value weight group
f_piez_FP007t71913600.0 416.84142 20 f_piez_FP007
f_piez_FP007t71917200.0 416.83842 20 f_piez_FP007
f_piez_FP007t71920800.0 416.83867 20 f_piez_FP007
f_piez_FP007t71924400.0 416.83433 20 f_piez_FP007
f_piez_FP007t71928000.0 416.83408 20 f_piez_FP007
f_piez_FP007t71931600.0 416.83625 20 f_piez_FP007
f_piez_FP007t71935200.0 416.83317 20 f_piez_FP007
f_piez_FP007t71938800.0 416.83292 20 f_piez_FP007
f_piez_FP007t71942400.0 416.83033 20 f_piez_FP007
f_piez_FP007t71946000.0 416.83008 20 f_piez_FP007
f_piez_FP007t71949600.0 416.83308 20 f_piez_FP007
f_piez_FP007t71953200.0 416.83008 20 f_piez_FP007
f_piez_FP007t71956800.0 416.82883 20 f_piez_FP007
f_piez_FP007t71960400.0 416.82383 20 f_piez_FP007
f_piez_FP007t71964000.0 416.82408 20 f_piez_FP007
f_piez_FP007t71967600.0 416.82033 20 f_piez_FP007
f_piez_FP007t71971200.0 416.82183 20 f_piez_FP007
f_piez_FP007t71974800.0 416.8175 20 f_piez_FP007
f_piez_FP007t71978400.0 416.8205 20 f_piez_FP007
f_piez_FP007t71982000.0 416.81492 20 f_piez_FP007
f_piez_FP007t71985600.0 416.81292 20 f_piez_FP007
f_piez_FP007t71989200.0 416.81442 20 f_piez_FP007
f_piez_FP007t71992800.0 416.80883 20 f_piez_FP007
f_piez_FP007t71996400.0 416.80733 20 f_piez_FP007
f_piez_FP007t72000000.0 416.80583 20 f_piez_FP007
f_piez_FP007t72003600.0 416.80258 20 f_piez_FP007
f_piez_FP007t72007200.0 416.80125 20 f_piez_FP007
f_piez_FP007t72010800.0 416.80017 20 f_piez_FP007
f_piez_FP007t72014400.0 416.79733 20 f_piez_FP007
f_piez_FP007t72018000.0 416.796 20 f_piez_FP007
f_piez_FP007t72021600.0 416.79592 20 f_piez_FP007
f_piez_FP007t72025200.0 416.79433 20 f_piez_FP007
f_piez_FP007t72028800.0 416.7915 20 f_piez_FP007
f_piez_FP007t72032400.0 416.79217 20 f_piez_FP007
f_piez_FP007t72036000.0 416.79083 20 f_piez_FP007
f_piez_FP007t72039600.0 416.79533 20 f_piez_FP007
f_piez_FP007t72043200.0 416.79383 20 f_piez_FP007
f_piez_FP007t72046800.0 416.78625 20 f_piez_FP007
f_piez_FP007t72050400.0 416.78517 20 f_piez_FP007
f_piez_FP007t72054000.0 416.78442 20 f_piez_FP007
f_piez_FP007t72057600.0 416.78133 20 f_piez_FP007
f_piez_FP007t72061200.0 416.77917 20 f_piez_FP007
f_piez_FP007t72064800.0 416.78167 20 f_piez_FP007
f_piez_FP007t72068400.0 416.78058 20 f_piez_FP007
f_piez_FP007t72072000.0 416.776 20 f_piez_FP007
f_piez_FP007t72075600.0 416.7775 20 f_piez_FP007
f_piez_FP007t72079200.0 416.77575 20 f_piez_FP007
f_piez_FP007t72082800.0 416.77192 20 f_piez_FP007
f_piez_FP007t72086400.0 416.77042 20 f_piez_FP007
f_piez_FP007t72090000.0 416.76783 20 f_piez_FP007
f_piez_FP007t72093600.0 416.76525 20 f_piez_FP007
f_piez_FP007t72097200.0 416.7665 20 f_piez_FP007
f_piez_FP007t72100800.0 416.76492 20 f_piez_FP007
f_piez_FP007t72104400.0 416.76508 20 f_piez_FP007
f_piez_FP007t72108000.0 416.7655 20 f_piez_FP007
f_piez_FP007t72111600.0 416.76242 20 f_piez_FP007
f_piez_FP007t72115200.0 416.76283 20 f_piez_FP007
f_piez_FP007t72118800.0 416.76233 20 f_piez_FP007
f_piez_FP007t72122400.0 416.76275 20 f_piez_FP007
f_piez_FP007t72126000.0 416.7645 20 f_piez_FP007
f_piez_FP007t72129600.0 416.76425 20 f_piez_FP007
f_piez_FP007t72133200.0 416.76275 20 f_piez_FP007
f_piez_FP007t72136800.0 416.759 20 f_piez_FP007
f_piez_FP007t72140400.0 416.759 20 f_piez_FP007
f_piez_FP007t72144000.0 416.75667 20 f_piez_FP007
f_piez_FP007t72147600.0 416.75792 20 f_piez_FP007
f_piez_FP007t72151200.0 416.75533 20 f_piez_FP007
f_piez_FP007t72154800.0 416.754 20 f_piez_FP007
f_piez_FP007t72158400.0 416.752 20 f_piez_FP007
f_piez_FP007t72162000.0 416.752 20 f_piez_FP007
f_piez_FP007t72165600.0 416.7535 20 f_piez_FP007
f_piez_FP007t72169200.0 416.749 20 f_piez_FP007
f_piez_FP007t72172800.0 416.74925 20 f_piez_FP007
f_piez_FP007t72176400.0 416.74775 20 f_piez_FP007
f_piez_FP007t72180000.0 416.746 20 f_piez_FP007
f_piez_FP007t72183600.0 416.74542 20 f_piez_FP007
f_piez_FP007t72187200.0 416.74517 20 f_piez_FP007
f_piez_FP007t72190800.0 416.74233 20 f_piez_FP007
f_piez_FP007t72194400.0 416.74525 20 f_piez_FP007
f_piez_FP007t72198000.0 416.74417 20 f_piez_FP007
f_piez_FP007t72201600.0 416.74542 20 f_piez_FP007
f_piez_FP007t72205200.0 416.74433 20 f_piez_FP007
f_piez_FP007t72208800.0 416.74433 20 f_piez_FP007
f_piez_FP007t72212400.0 416.74517 20 f_piez_FP007
f_piez_FP007t72216000.0 416.74367 20 f_piez_FP007
f_piez_FP007t72219600.0 416.74342 20 f_piez_FP007
f_piez_FP007t72223200.0 416.74417 20 f_piez_FP007
f_piez_FP007t72226800.0 416.74042 20 f_piez_FP007
f_piez_FP007t72230400.0 416.73892 20 f_piez_FP007
f_piez_FP007t72234000.0 416.73933 20 f_piez_FP007
f_piez_FP007t72237600.0 416.73908 20 f_piez_FP007
f_piez_FP007t72241200.0 416.73608 20 f_piez_FP007
f_piez_FP007t72244800.0 416.73758 20 f_piez_FP007
f_piez_FP007t72248400.0 416.73758 20 f_piez_FP007
f_piez_FP007t72252000.0 416.73658 20 f_piez_FP007
f_piez_FP007t72255600.0 416.73183 20 f_piez_FP007
f_piez_FP007t72259200.0 416.73117 20 f_piez_FP007
f_piez_FP007t72262800.0 416.72967 20 f_piez_FP007
f_piez_FP007t72266400.0 416.731 20 f_piez_FP007
f_piez_FP007t72270000.0 416.7295 20 f_piez_FP007
f_piez_FP007t72273600.0 416.72775 20 f_piez_FP007
f_piez_FP007t72277200.0 416.72542 20 f_piez_FP007
f_piez_FP007t72280800.0 416.72692 20 f_piez_FP007
f_piez_FP007t72284400.0 416.72342 20 f_piez_FP007
f_piez_FP007t72288000.0 416.72017 20 f_piez_FP007
f_piez_FP007t72291600.0 416.72167 20 f_piez_FP007
f_piez_FP007t72295200.0 416.72192 20 f_piez_FP007
f_piez_FP007t72298800.0 416.71917 20 f_piez_FP007
f_piez_FP007t72302400.0 416.719 20 f_piez_FP007
f_piez_FP007t72306000.0 416.71808 20 f_piez_FP007
f_piez_FP007t72309600.0 416.71383 20 f_piez_FP007
f_piez_FP007t72313200.0 416.71383 20 f_piez_FP007
f_piez_FP007t72316800.0 416.71383 20 f_piez_FP007
f_piez_FP007t72320400.0 416.71258 20 f_piez_FP007
f_piez_FP007t72324000.0 416.71258 20 f_piez_FP007
f_piez_FP007t72327600.0 416.70783 20 f_piez_FP007
f_piez_FP007t72331200.0 416.70908 20 f_piez_FP007
f_piez_FP007t72334800.0 416.70908 20 f_piez_FP007
f_piez_FP007t72338400.0 416.71042 20 f_piez_FP007
f_piez_FP007t72342000.0 416.70617 20 f_piez_FP007
f_piez_FP007t72345600.0 416.7085 20 f_piez_FP007
f_piez_FP007t72349200.0 416.70575 20 f_piez_FP007
f_piez_FP007t72352800.0 416.70858 20 f_piez_FP007
f_piez_FP007t72356400.0 416.70858 20 f_piez_FP007
f_piez_FP007t72360000.0 416.71225 20 f_piez_FP007
f_piez_FP007t72363600.0 416.71075 20 f_piez_FP007
f_piez_FP007t72367200.0 416.712 20 f_piez_FP007
f_piez_FP007t72370800.0 416.71267 20 f_piez_FP007
f_piez_FP007t72374400.0 416.71117 20 f_piez_FP007
f_piez_FP007t72378000.0 416.71567 20 f_piez_FP007
f_piez_FP007t72381600.0 416.71867 20 f_piez_FP007
f_piez_FP007t72385200.0 416.718 20 f_piez_FP007
f_piez_FP007t72388800.0 416.71975 20 f_piez_FP007
f_piez_FP007t72392400.0 416.721 20 f_piez_FP007
f_piez_FP007t72396000.0 416.71842 20 f_piez_FP007
f_piez_FP007t72399600.0 416.71817 20 f_piez_FP007
f_piez_FP007t72403200.0 416.71992 20 f_piez_FP007
f_piez_FP007t72406800.0 416.71883 20 f_piez_FP007
f_piez_FP007t72410400.0 416.71808 20 f_piez_FP007
f_piez_FP007t72414000.0 416.717 20 f_piez_FP007
f_piez_FP007t72417600.0 416.71717 20 f_piez_FP007
f_piez_FP007t72421200.0 416.71692 20 f_piez_FP007
f_piez_FP007t72424800.0 416.71458 20 f_piez_FP007
f_piez_FP007t72428400.0 416.71542 20 f_piez_FP007
f_piez_FP007t72432000.0 416.71417 20 f_piez_FP007
f_piez_FP007t72435600.0 416.71092 20 f_piez_FP007
f_piez_FP007t72439200.0 416.71117 20 f_piez_FP007
f_piez_FP007t72442800.0 416.71033 20 f_piez_FP007
f_piez_FP007t72446400.0 416.70708 20 f_piez_FP007
f_piez_FP007t72450000.0 416.70683 20 f_piez_FP007
f_piez_FP007t72453600.0 416.70575 20 f_piez_FP007
f_piez_FP007t72457200.0 416.70725 20 f_piez_FP007
f_piez_FP007t72460800.0 416.7045 20 f_piez_FP007
f_piez_FP007t72464400.0 416.70708 20 f_piez_FP007
f_piez_FP007t72468000.0 416.70817 20 f_piez_FP007
f_piez_FP007t72471600.0 416.70542 20 f_piez_FP007
f_piez_FP007t72475200.0 416.7035 20 f_piez_FP007
f_piez_FP007t72478800.0 416.70458 20 f_piez_FP007
f_piez_FP007t72482400.0 416.70333 20 f_piez_FP007
f_piez_FP007t72486000.0 416.70267 20 f_piez_FP007
f_piez_FP007t72489600.0 416.69992 20 f_piez_FP007
f_piez_FP007t72493200.0 416.70117 20 f_piez_FP007
f_piez_FP007t72496800.0 416.69642 20 f_piez_FP007
f_piez_FP007t72500400.0 416.69842 20 f_piez_FP007
f_piez_FP007t72504000.0 416.69775 20 f_piez_FP007
f_piez_FP007t72507600.0 416.69433 20 f_piez_FP007
f_piez_FP007t72511200.0 416.69483 20 f_piez_FP007
f_piez_FP007t72514800.0 416.69267 20 f_piez_FP007
f_piez_FP007t72518400.0 416.694 20 f_piez_FP007
f_piez_FP007t72522000.0 416.6915 20 f_piez_FP007
f_piez_FP007t72525600.0 416.68975 20 f_piez_FP007
f_piez_FP007t72529200.0 416.68825 20 f_piez_FP007
f_piez_FP007t72532800.0 416.68825 20 f_piez_FP007
f_piez_FP007t72536400.0 416.688 20 f_piez_FP007
f_piez_FP007t72540000.0 416.68692 20 f_piez_FP007
f_piez_FP007t72543600.0 416.68692 20 f_piez_FP007
f_piez_FP007t72547200.0 416.68542 20 f_piez_FP007
f_piez_FP007t72550800.0 416.68867 20 f_piez_FP007
f_piez_FP007t72554400.0 416.688 20 f_piez_FP007
f_piez_FP007t72558000.0 416.68825 20 f_piez_FP007
f_piez_FP007t72561600.0 416.68783 20 f_piez_FP007
f_piez_FP007t72565200.0 416.68508 20 f_piez_FP007
f_piez_FP007t72568800.0 416.68333 20 f_piez_FP007
f_piez_FP007t72572400.0 416.68358 20 f_piez_FP007
f_piez_FP007t72576000.0 416.68158 20 f_piez_FP007
f_piez_FP007t72579600.0 416.68158 20 f_piez_FP007
f_piez_FP007t72583200.0 416.67658 20 f_piez_FP007
f_piez_FP007t72586800.0 416.67808 20 f_piez_FP007
f_piez_FP007t72590400.0 416.67708 20 f_piez_FP007
f_piez_FP007t72594000.0 416.67492 20 f_piez_FP007
f_piez_FP007t72597600.0 416.67717 20 f_piez_FP007
f_piez_FP007t72601200.0 416.67175 20 f_piez_FP007
f_piez_FP007t72604800.0 416.6705 20 f_piez_FP007
f_piez_FP007t72608400.0 416.67025 20 f_piez_FP007
f_piez_FP007t72612000.0 416.672 20 f_piez_FP007
f_piez_FP007t72615600.0 416.66875 20 f_piez_FP007
f_piez_FP007t72619200.0 416.66617 20 f_piez_FP007
f_piez_FP007t72622800.0 416.66767 20 f_piez_FP007
f_piez_FP007t72626400.0 416.66633 20 f_piez_FP007
f_piez_FP007t72630000.0 416.66608 20 f_piez_FP007
f_piez_FP007t72633600.0 416.66825 20 f_piez_FP007
f_piez_FP007t72637200.0 416.66625 20 f_piez_FP007
f_piez_FP007t72640800.0 416.66775 20 f_piez_FP007
f_piez_FP007t72644400.0 416.668 20 f_piez_FP007
f_piez_FP007t72648000.0 416.66883 20 f_piez_FP007
f_piez_FP007t72651600.0 416.66433 20 f_piez_FP007
f_piez_FP007t72655200.0 416.66475 20 f_piez_FP007
f_piez_FP007t72658800.0 416.66325 20 f_piez_FP007
f_piez_FP007t72662400.0 416.663 20 f_piez_FP007
f_piez_FP007t72666000.0 416.66042 20 f_piez_FP007
f_piez_FP007t72669600.0 416.66083 20 f_piez_FP007
f_piez_FP007t72673200.0 416.658 20 f_piez_FP007
f_piez_FP007t72676800.0 416.65775 20 f_piez_FP007
f_piez_FP007t72680400.0 416.6575 20 f_piez_FP007
f_piez_FP007t72684000.0 416.65775 20 f_piez_FP007
f_piez_FP007t72687600.0 416.65475 20 f_piez_FP007
f_piez_FP007t72691200.0 416.65192 20 f_piez_FP007
f_piez_FP007t72694800.0 416.65167 20 f_piez_FP007
f_piez_FP007t72698400.0 416.64908 20 f_piez_FP007
f_piez_FP007t72702000.0 416.651 20 f_piez_FP007
f_piez_FP007t72705600.0 416.65267 20 f_piez_FP007
f_piez_FP007t72709200.0 416.64808 20 f_piez_FP007
f_piez_FP007t72712800.0 416.64975 20 f_piez_FP007
f_piez_FP007t72716400.0 416.64867 20 f_piez_FP007
f_piez_FP007t72720000.0 416.64992 20 f_piez_FP007
f_piez_FP007t72723600.0 416.65183 20 f_piez_FP007
f_piez_FP007t72727200.0 416.65208 20 f_piez_FP007
f_piez_FP007t72730800.0 416.65183 20 f_piez_FP007
f_piez_FP007t72734400.0 416.65033 20 f_piez_FP007
f_piez_FP007t72738000.0 416.64858 20 f_piez_FP007
f_piez_FP007t72741600.0 416.64658 20 f_piez_FP007
f_piez_FP007t72745200.0 416.647 20 f_piez_FP007
f_piez_FP007t72748800.0 416.64592 20 f_piez_FP007
f_piez_FP007t72752400.0 416.64308 20 f_piez_FP007
f_piez_FP007t72756000.0 416.64433 20 f_piez_FP007
f_piez_FP007t72759600.0 416.643 20 f_piez_FP007
f_piez_FP007t72763200.0 416.644 20 f_piez_FP007
f_piez_FP007t72766800.0 416.64317 20 f_piez_FP007
f_piez_FP007t72770400.0 416.63992 20 f_piez_FP007
f_piez_FP007t72774000.0 416.63867 20 f_piez_FP007
f_piez_FP007t72777600.0 416.63692 20 f_piez_FP007
f_piez_FP007t72781200.0 416.63608 20 f_piez_FP007
f_piez_FP007t72784800.0 416.63758 20 f_piez_FP007
f_piez_FP007t72788400.0 416.63558 20 f_piez_FP007
f_piez_FP007t72792000.0 416.633 20 f_piez_FP007
f_piez_FP007t72795600.0 416.63575 20 f_piez_FP007
f_piez_FP007t72799200.0 416.63492 20 f_piez_FP007
f_piez_FP007t72802800.0 416.63467 20 f_piez_FP007
f_piez_FP007t72806400.0 416.63258 20 f_piez_FP007
f_piez_FP007t72810000.0 416.63533 20 f_piez_FP007
f_piez_FP007t72813600.0 416.63592 20 f_piez_FP007
f_piez_FP007t72817200.0 416.63642 20 f_piez_FP007
f_piez_FP007t72820800.0 416.63575 20 f_piez_FP007
f_piez_FP007t72824400.0 416.63225 20 f_piez_FP007
f_piez_FP007t72828000.0 416.634 20 f_piez_FP007
f_piez_FP007t72831600.0 416.63075 20 f_piez_FP007
f_piez_FP007t72835200.0 416.62992 20 f_piez_FP007
f_piez_FP007t72838800.0 416.62917 20 f_piez_FP007
f_piez_FP007t72842400.0 416.62708 20 f_piez_FP007
f_piez_FP007t72846000.0 416.62383 20 f_piez_FP007
f_piez_FP007t72849600.0 416.62158 20 f_piez_FP007
f_piez_FP007t72853200.0 416.62233 20 f_piez_FP007
f_piez_FP007t72856800.0 416.62317 20 f_piez_FP007
f_piez_FP007t72860400.0 416.61483 20 f_piez_FP007
f_piez_FP007t72864000.0 416.62042 20 f_piez_FP007
f_piez_FP007t72867600.0 416.61808 20 f_piez_FP007
f_piez_FP007t72871200.0 416.61658 20 f_piez_FP007
f_piez_FP007t72874800.0 416.61758 20 f_piez_FP007
f_piez_FP007t72878400.0 416.615 20 f_piez_FP007
f_piez_FP007t72882000.0 416.61667 20 f_piez_FP007
f_piez_FP007t72885600.0 416.61667 20 f_piez_FP007
f_piez_FP007t72889200.0 416.61275 20 f_piez_FP007
f_piez_FP007t72892800.0 416.61375 20 f_piez_FP007
f_piez_FP007t72896400.0 416.61442 20 f_piez_FP007
f_piez_FP007t72900000.0 416.61717 20 f_piez_FP007
f_piez_FP007t72903600.0 416.61517 20 f_piez_FP007
f_piez_FP007t72907200.0 416.61542 20 f_piez_FP007
f_piez_FP007t72910800.0 416.61408 20 f_piez_FP007
f_piez_FP007t72914400.0 416.60975 20 f_piez_FP007
f_piez_FP007t72918000.0 416.61083 20 f_piez_FP007
f_piez_FP007t72921600.0 416.60925 20 f_piez_FP007
f_piez_FP007t72925200.0 416.60667 20 f_piez_FP007
f_piez_FP007t72928800.0 416.60508 20 f_piez_FP007
f_piez_FP007t72932400.0 416.60667 20 f_piez_FP007
f_piez_FP007t72936000.0 416.60558 20 f_piez_FP007
f_piez_FP007t72939600.0 416.60233 20 f_piez_FP007
f_piez_FP007t72943200.0 416.60542 20 f_piez_FP007
f_piez_FP007t72946800.0 416.60125 20 f_piez_FP007
f_piez_FP007t72950400.0 416.60067 20 f_piez_FP007
f_piez_FP007t72954000.0 416.59892 20 f_piez_FP007
f_piez_FP007t72957600.0 416.59892 20 f_piez_FP007
f_piez_FP007t72961200.0 416.59892 20 f_piez_FP007
f_piez_FP007t72964800.0 416.59633 20 f_piez_FP007
f_piez_FP007t72968400.0 416.59783 20 f_piez_FP007
f_piez_FP007t72972000.0 416.59433 20 f_piez_FP007
f_piez_FP007t72975600.0 416.595 20 f_piez_FP007
f_piez_FP007t72979200.0 416.59375 20 f_piez_FP007
f_piez_FP007t72982800.0 416.59325 20 f_piez_FP007
f_piez_FP007t72986400.0 416.59092 20 f_piez_FP007
f_piez_FP007t72990000.0 416.5915 20 f_piez_FP007
f_piez_FP007t72993600.0 416.5885 20 f_piez_FP007
f_piez_FP007t72997200.0 416.58658 20 f_piez_FP007
f_piez_FP007t73000800.0 416.58958 20 f_piez_FP007
f_piez_FP007t73004400.0 416.58525 20 f_piez_FP007
f_piez_FP007t73008000.0 416.58417 20 f_piez_FP007
f_piez_FP007t73011600.0 416.58283 20 f_piez_FP007
f_piez_FP007t73015200.0 416.58408 20 f_piez_FP007
f_piez_FP007t73018800.0 416.5825 20 f_piez_FP007
f_piez_FP007t73022400.0 416.57992 20 f_piez_FP007
f_piez_FP007t73026000.0 416.57817 20 f_piez_FP007
f_piez_FP007t73029600.0 416.57967 20 f_piez_FP007
f_piez_FP007t73033200.0 416.57642 20 f_piez_FP007
f_piez_FP007t73036800.0 416.57433 20 f_piez_FP007
f_piez_FP007t73040400.0 416.57383 20 f_piez_FP007
f_piez_FP007t73044000.0 416.5745 20 f_piez_FP007
f_piez_FP007t73047600.0 416.57317 20 f_piez_FP007
f_piez_FP007t73051200.0 416.57158 20 f_piez_FP007
f_piez_FP007t73054800.0 416.56942 20 f_piez_FP007
f_piez_FP007t73058400.0 416.56908 20 f_piez_FP007
f_piez_FP007t73062000.0 416.571 20 f_piez_FP007
f_piez_FP007t73065600.0 416.56817 20 f_piez_FP007
f_piez_FP007t73069200.0 416.57117 20 f_piez_FP007
f_piez_FP007t73072800.0 416.57075 20 f_piez_FP007
f_piez_FP007t73076400.0 416.57175 20 f_piez_FP007
f_piez_FP007t73080000.0 416.57075 20 f_piez_FP007
f_piez_FP007t73083600.0 416.57175 20 f_piez_FP007
f_piez_FP007t73087200.0 416.5685 20 f_piez_FP007
f_piez_FP007t73090800.0 416.56767 20 f_piez_FP007
f_piez_FP007t73094400.0 416.56867 20 f_piez_FP007
f_piez_FP007t73098000.0 416.56933 20 f_piez_FP007
f_piez_FP007t73101600.0 416.56675 20 f_piez_FP007
f_piez_FP007t73105200.0 416.56542 20 f_piez_FP007
f_piez_FP007t73108800.0 416.56433 20 f_piez_FP007
f_piez_FP007t73112400.0 416.56658 20 f_piez_FP007
f_piez_FP007t73116000.0 416.56383 20 f_piez_FP007
f_piez_FP007t73119600.0 416.56483 20 f_piez_FP007
f_piez_FP007t73123200.0 416.56508 20 f_piez_FP007
f_piez_FP007t73126800.0 416.56708 20 f_piez_FP007
f_piez_FP007t73130400.0 416.56867 20 f_piez_FP007
f_piez_FP007t73134000.0 416.574 20 f_piez_FP007
f_piez_FP007t73137600.0 416.57683 20 f_piez_FP007
f_piez_FP007t73141200.0 416.5845 20 f_piez_FP007
f_piez_FP007t73144800.0 416.59517 20 f_piez_FP007
f_piez_FP007t73148400.0 416.61167 20 f_piez_FP007
f_piez_FP007t73152000.0 416.63575 20 f_piez_FP007
f_piez_FP007t73155600.0 416.668 20 f_piez_FP007
f_piez_FP007t73159200.0 416.70575 20 f_piez_FP007
f_piez_FP007t73162800.0 416.75542 20 f_piez_FP007
f_piez_FP007t73166400.0 416.80308 20 f_piez_FP007
f_piez_FP007t73170000.0 416.84083 20 f_piez_FP007
f_piez_FP007t73173600.0 416.88442 20 f_piez_FP007
f_piez_FP007t73177200.0 416.935 20 f_piez_FP007
f_piez_FP007t73180800.0 416.97858 20 f_piez_FP007
f_piez_FP007t73184400.0 417.01583 20 f_piez_FP007
f_piez_FP007t73188000.0 417.04775 20 f_piez_FP007
f_piez_FP007t73191600.0 417.07267 20 f_piez_FP007
f_piez_FP007t73195200.0 417.09075 20 f_piez_FP007
f_piez_FP007t73198800.0 417.101 20 f_piez_FP007
f_piez_FP007t73202400.0 417.111 20 f_piez_FP007
f_piez_FP007t73206000.0 417.11283 20 f_piez_FP007
f_piez_FP007t73209600.0 417.11442 20 f_piez_FP007
f_piez_FP007t73213200.0 417.1125 20 f_piez_FP007
f_piez_FP007t73216800.0 417.111 20 f_piez_FP007
f_piez_FP007t73220400.0 417.1035 20 f_piez_FP007
f_piez_FP007t73224000.0 417.09825 20 f_piez_FP007
f_piez_FP007t73227600.0 417.09292 20 f_piez_FP007
f_piez_FP007t73231200.0 417.08467 20 f_piez_FP007
f_piez_FP007t73234800.0 417.08058 20 f_piez_FP007
f_piez_FP007t73238400.0 417.07 20 f_piez_FP007
f_piez_FP007t73242000.0 417.06042 20 f_piez_FP007
f_piez_FP007t73245600.0 417.05308 20 f_piez_FP007
f_piez_FP007t73249200.0 417.04375 20 f_piez_FP007
f_piez_FP007t73252800.0 417.03142 20 f_piez_FP007
f_piez_FP007t73256400.0 417.02508 20 f_piez_FP007
f_piez_FP007t73260000.0 417.01542 20 f_piez_FP007
f_piez_FP007t73263600.0 417.00758 20 f_piez_FP007
f_piez_FP007t73267200.0 416.99842 20 f_piez_FP007
f_piez_FP007t73270800.0 416.9915 20 f_piez_FP007
f_piez_FP007t73274400.0 416.98108 20 f_piez_FP007
f_piez_FP007t73278000.0 416.97475 20 f_piez_FP007
f_piez_FP007t73281600.0 416.96758 20 f_piez_FP007
f_piez_FP007t73285200.0 416.96025 20 f_piez_FP007
f_piez_FP007t73288800.0 416.95475 20 f_piez_FP007
f_piez_FP007t73292400.0 416.94333 20 f_piez_FP007
f_piez_FP007t73296000.0 416.9355 20 f_piez_FP007
f_piez_FP007t73299600.0 416.93267 20 f_piez_FP007
f_piez_FP007t73303200.0 416.92833 20 f_piez_FP007
f_piez_FP007t73306800.0 416.91992 20 f_piez_FP007
f_piez_FP007t73310400.0 416.91483 20 f_piez_FP007
f_piez_FP007t73314000.0 416.914 20 f_piez_FP007
f_piez_FP007t73317600.0 416.90967 20 f_piez_FP007
f_piez_FP007t73321200.0 416.90383 20 f_piez_FP007
f_piez_FP007t73324800.0 416.89908 20 f_piez_FP007
f_piez_FP007t73328400.0 416.89808 20 f_piez_FP007
f_piez_FP007t73332000.0 416.89533 20 f_piez_FP007
f_piez_FP007t73335600.0 416.89208 20 f_piez_FP007
f_piez_FP007t73339200.0 416.88933 20 f_piez_FP007
f_piez_FP007t73342800.0 416.88408 20 f_piez_FP007
f_piez_FP007t73346400.0 416.88025 20 f_piez_FP007
f_piez_FP007t73350000.0 416.877 20 f_piez_FP007
f_piez_FP007t73353600.0 416.87175 20 f_piez_FP007
f_piez_FP007t73357200.0 416.87117 20 f_piez_FP007
f_piez_FP007t73360800.0 416.86358 20 f_piez_FP007
f_piez_FP007t73364400.0 416.86183 20 f_piez_FP007
f_piez_FP007t73368000.0 416.8605 20 f_piez_FP007
f_piez_FP007t73371600.0 416.859 20 f_piez_FP007
f_piez_FP007t73375200.0 416.8555 20 f_piez_FP007
f_piez_FP007t73378800.0 416.85117 20 f_piez_FP007
f_piez_FP007t73382400.0 416.84708 20 f_piez_FP007
f_piez_FP007t73386000.0 416.84658 20 f_piez_FP007
f_piez_FP007t73389600.0 416.842 20 f_piez_FP007
f_piez_FP007t73393200.0 416.84092 20 f_piez_FP007
f_piez_FP007t73396800.0 416.83875 20 f_piez_FP007
f_piez_FP007t73400400.0 416.838 20 f_piez_FP007
f_piez_FP007t73404000.0 416.83217 20 f_piez_FP007
f_piez_FP007t73407600.0 416.83367 20 f_piez_FP007
f_piez_FP007t73411200.0 416.83367 20 f_piez_FP007
f_piez_FP007t73414800.0 416.82908 20 f_piez_FP007
f_piez_FP007t73418400.0 416.82775 20 f_piez_FP007
f_piez_FP007t73422000.0 416.831 20 f_piez_FP007
f_piez_FP007t73425600.0 416.82642 20 f_piez_FP007
f_piez_FP007t73429200.0 416.82508 20 f_piez_FP007
f_piez_FP007t73432800.0 416.821 20 f_piez_FP007
f_piez_FP007t73436400.0 416.81917 20 f_piez_FP007
f_piez_FP007t73440000.0 416.81675 20 f_piez_FP007
f_piez_FP007t73443600.0 416.81642 20 f_piez_FP007
f_piez_FP007t73447200.0 416.81525 20 f_piez_FP007
f_piez_FP007t73450800.0 416.81633 20 f_piez_FP007
f_piez_FP007t73454400.0 416.81425 20 f_piez_FP007
f_piez_FP007t73458000.0 416.81442 20 f_piez_FP007
f_piez_FP007t73461600.0 416.81358 20 f_piez_FP007
f_piez_FP007t73465200.0 416.81675 20 f_piez_FP007
f_piez_FP007t73468800.0 416.82742 20 f_piez_FP007
f_piez_FP007t73472400.0 416.8785 20 f_piez_FP007
f_piez_FP007t73476000.0 416.98275 20 f_piez_FP007
f_piez_FP007t73479600.0 417.12358 20 f_piez_FP007
f_piez_FP007t73483200.0 417.28383 20 f_piez_FP007
f_piez_FP007t73486800.0 417.4745 20 f_piez_FP007
f_piez_FP007t73490400.0 417.6105 20 f_piez_FP007
f_piez_FP007t73494000.0 417.75058 20 f_piez_FP007
f_piez_FP007t73497600.0 417.9645 20 f_piez_FP007
f_piez_FP007t73501200.0 418.15417 20 f_piez_FP007
f_piez_FP007t73504800.0 418.27075 20 f_piez_FP007
f_piez_FP007t73508400.0 418.36033 20 f_piez_FP007
f_piez_FP007t73512000.0 418.434 20 f_piez_FP007
f_piez_FP007t73515600.0 418.60017 20 f_piez_FP007
f_piez_FP007t73519200.0 418.682 20 f_piez_FP007
f_piez_FP007t73522800.0 418.73142 20 f_piez_FP007
f_piez_FP007t73526400.0 418.79258 20 f_piez_FP007
f_piez_FP007t73530000.0 418.85608 20 f_piez_FP007
f_piez_FP007t73533600.0 418.95225 20 f_piez_FP007
f_piez_FP007t73537200.0 419.06125 20 f_piez_FP007
