       parameter            eig1            eig2            eig3            eig4            eig5 identifiability     sqrt(ident)
 hkr17c09        1.5927435E-09   2.1212219E-07   8.1356691E-07   4.0478410E-06   5.7616883E-05   6.2692005E-05   7.9178283E-03
 hkr17c10        1.9210118E-08   2.0752671E-06   9.7241979E-06   3.5481945E-05   3.0397959E-04   3.5128021E-04   1.8742471E-02
 hkr17c11        2.0621016E-07   3.6300054E-06   3.4953083E-06   1.8688557E-04   1.4247278E-03   1.6189448E-03   4.0236114E-02
 hkr17c12        5.3053559E-07   2.1777070E-06   5.9957190E-06   3.7708334E-04   3.3205531E-03   3.7063404E-03   6.0879721E-02
 hkr17c13        6.5710317E-07   8.6242661E-07   2.9658850E-07   4.5850956E-04   3.5381658E-03   3.9984914E-03   6.3233626E-02
 hkr17c14        2.9223979E-07   2.1232232E-06   7.1408167E-06   8.1734176E-05   1.0427100E-03   1.1340005E-03   3.3674923E-02
 hkr17c15        9.7352091E-08   3.1893738E-06   4.2563024E-06   5.6575093E-06   3.6016197E-05   4.9216735E-05   7.0154640E-03
 hkr17c16        8.7941815E-08   2.9540602E-06   3.7828024E-06   5.1222804E-06   3.3703100E-05   4.5650185E-05   6.7564920E-03
 hkr17c17        7.2604470E-08   2.4793912E-06   3.0652048E-06   4.2516384E-06   2.8400335E-05   3.8269174E-05   6.1862083E-03
 hkr17c18        2.6412126E-09   9.7927455E-08   9.7960928E-08   1.5943146E-07   1.0771098E-06   1.4350708E-06   1.1979444E-03
 hkr17c19        1.9477816E-10   1.0304371E-08   3.5763293E-09   1.3460811E-08   1.0526712E-07   1.3280341E-07   3.6442203E-04
 hkr18c00        1.0949554E-06   2.8722266E-04   1.3844215E-04   1.7879008E-03   1.2857833E-04   2.3432389E-03   4.8407013E-02
 hkr18c01        1.8316993E-06   4.2311239E-04   2.2056177E-04   2.7305222E-03   1.9729125E-04   3.5733194E-03   5.9777248E-02
 hkr18c02        2.7404319E-06   6.9414385E-04   3.3279221E-04   4.3218620E-03   2.7926387E-04   5.6308024E-03   7.5038673E-02
 hkr18c03        2.0539241E-06   4.8977864E-04   2.7665636E-04   3.2457012E-03   1.9539627E-04   4.2095864E-03   6.4881326E-02
 hkr18c08        7.4990988E-11   4.7501873E-09   1.2616078E-08   1.6794355E-07   2.2742374E-06   2.4596222E-06   1.5683183E-03
 hkr18c09        7.9908037E-09   3.7595798E-09   4.3329981E-07   7.3032772E-06   2.5252945E-05   3.3001272E-05   5.7446734E-03
 hkr18c10        7.3276186E-08   2.8822923E-07   4.5827068E-07   3.5561393E-05   2.0820178E-04   2.4458295E-04   1.5639148E-02
 hkr18c11        3.1484401E-07   4.2236889E-07   2.0949256E-06   1.9770872E-04   1.0897550E-03   1.2902958E-03   3.5920688E-02
 hkr18c12        7.2145237E-07   3.7486959E-08   2.0404951E-06   4.7397032E-04   3.0543451E-03   3.5311149E-03   5.9423185E-02
 hkr18c13        3.3880493E-07   1.6459451E-07   1.5071967E-06   2.7052282E-04   1.9490364E-03   2.2215698E-03   4.7133531E-02
 hkr18c14        8.6179178E-08   4.1989309E-07   5.9569500E-06   1.4281465E-05   2.2814841E-04   2.4889289E-04   1.5776340E-02
 hkr18c15        7.2880062E-08   2.3412028E-06   3.2440152E-06   4.2135022E-06   2.6189299E-05   3.6060899E-05   6.0050728E-03
 hkr18c16        4.6675728E-08   1.5288905E-06   2.0253211E-06   2.7201341E-06   1.7132550E-05   2.3453571E-05   4.8428887E-03
 hkr18c17        2.3307636E-08   7.9798636E-07   9.7539122E-07   1.3668883E-06   9.0339661E-06   1.2197540E-05   3.4924976E-03
 hkr18c18        3.8279534E-09   1.4254317E-07   1.4226715E-07   2.3122369E-07   1.5927176E-06   2.1125796E-06   1.4534716E-03
 hkr18c19        4.0576193E-10   2.2561840E-08   9.2091273E-09   2.6189422E-08   2.6226771E-07   3.2063386E-07   5.6624540E-04
 hkr19c00        1.4449721E-06   3.4292036E-04   1.6147847E-04   2.2345005E-03   1.6369737E-04   2.9040417E-03   5.3889161E-02
 hkr19c01        2.2530255E-06   5.4042957E-04   2.6111087E-04   3.5213978E-03   2.0975217E-04   4.5349435E-03   6.7341989E-02
 hkr19c02        3.8365019E-06   9.3602462E-04   4.1990034E-04   6.0551377E-03   3.4607762E-04   7.7609768E-03   8.8096406E-02
 hkr19c03        2.7404319E-06   6.9414385E-04   3.3279221E-04   4.3218620E-03   2.7926387E-04   5.6308024E-03   7.5038673E-02
 hkr19c08        3.2290571E-08   1.3782815E-06   1.5140236E-05   1.3496177E-05   2.6034537E-06   3.2650438E-05   5.7140562E-03
 hkr19c09        1.0956996E-07   5.0487186E-06   1.7767496E-05   1.8211164E-05   4.8623490E-06   4.5999297E-05   6.7822782E-03
 hkr19c10        2.3332579E-07   6.0207551E-06   3.4380661E-05   7.7418366E-05   1.1615688E-04   2.3420999E-04   1.5303921E-02
 hkr19c11        9.1011608E-07   9.4108865E-06   8.2354301E-05   4.1175611E-04   1.3590744E-03   1.8635058E-03   4.3168343E-02
 hkr19c12        3.6597348E-06   3.2069663E-05   2.9473822E-04   1.8472292E-03   8.2472946E-03   1.0424991E-02   0.1021028    
 hkr19c13        4.3323275E-07   4.7212764E-06   3.9821420E-05   2.6210744E-04   1.3252060E-03   1.6322894E-03   4.0401601E-02
 hkr19c14        2.5860636E-07   8.4645444E-06   1.7429389E-05   1.6569480E-04   5.5093159E-04   7.4277893E-04   2.7253971E-02
 hkr19c15        5.6962830E-08   1.7784220E-06   2.6040544E-06   3.2673167E-06   1.9642787E-05   2.7349543E-05   5.2296791E-03
 hkr19c16        3.0177879E-08   9.7230787E-07   1.3243610E-06   1.7535604E-06   1.0766702E-05   1.4847109E-05   3.8531947E-03
 hkr19c17        9.8894812E-09   3.4374048E-07   4.0392304E-07   5.8327008E-07   3.8512492E-06   5.1920723E-06   2.2786119E-03
 hkr19c18        1.3009435E-09   5.9103227E-08   4.0012244E-08   8.0416651E-08   6.8718672E-07   8.6801979E-07   9.3167579E-04
 hkr19c19        8.8305496E-15   1.3303993E-09   1.2108832E-09   6.4906190E-11   2.9849725E-08   3.2455922E-08   1.8015527E-04
 hkr20c00        1.5176885E-06   3.3847871E-04   1.4547021E-04   2.1851244E-03   1.4204213E-04   2.8126331E-03   5.3034264E-02
 hkr20c01        2.5780473E-06   6.3185151E-04   2.7524580E-04   3.9338402E-03   2.4211948E-04   5.0856350E-03   7.1313638E-02
 hkr20c02        4.9016102E-06   1.1961146E-03   6.1191237E-04   7.8930373E-03   4.9998536E-04   1.0205951E-02   0.1010245    
 hkr20c03        4.2201630E-06   1.0210890E-03   5.5966835E-04   6.7572888E-03   4.1884910E-04   8.7611154E-03   9.3600830E-02
 hkr20c08        4.7392702E-07   2.8557543E-05   1.1707770E-04   4.6906911E-05   1.3855796E-04   3.3157404E-04   1.8209175E-02
 hkr20c09        4.9330053E-07   2.5909356E-05   1.0516973E-04   5.8237643E-05   7.5771080E-05   2.6558111E-04   1.6296659E-02
 hkr20c10        6.5894403E-07   2.0569258E-05   1.0502496E-04   8.6957041E-05   3.9613248E-06   2.1717153E-04   1.4736741E-02
 hkr20c11        1.5516618E-06   3.4961439E-05   2.1986395E-04   5.2980775E-04   1.1787638E-03   1.9649486E-03   4.4327741E-02
 hkr20c12        3.1472928E-06   6.2523666E-05   5.0973828E-04   1.3776911E-03   5.6066912E-03   7.5597916E-03   8.6947062E-02
 hkr20c13        2.2091236E-06   4.6226933E-05   3.7011987E-04   1.0422987E-03   4.5391117E-03   5.9999664E-03   7.7459450E-02
 hkr20c14        2.9628423E-07   1.9735709E-06   3.3134039E-05   5.5531654E-05   5.4037668E-04   6.3131222E-04   2.5125927E-02
 hkr20c15        5.4371294E-08   1.6166822E-06   2.5710653E-06   3.0966895E-06   1.7468643E-05   2.4807451E-05   4.9807079E-03
 hkr20c16        2.0205386E-08   6.3184875E-07   9.0828353E-07   1.1662251E-06   6.8730696E-06   9.5996323E-06   3.0983273E-03
 hkr20c17        3.8451702E-09   1.4052802E-07   1.4620277E-07   2.3083533E-07   1.5601758E-06   2.0815871E-06   1.4427706E-03
 hkr20c18        2.7189786E-11   4.5485797E-09   1.1868781E-14   2.3657248E-09   7.7498886E-08   8.4440393E-08   2.9058629E-04
 hkr20c19        1.1771507E-10   5.1911848E-10   1.1958928E-08   5.2858893E-09   6.5030363E-10   1.8531955E-08   1.3613212E-04
 hkr21c00        1.5176885E-06   3.3847871E-04   1.4547021E-04   2.1851244E-03   1.4204213E-04   2.8126331E-03   5.3034264E-02
 hkr21c01        2.8402364E-06   6.8781837E-04   3.0962902E-04   4.2530850E-03   2.5074424E-04   5.5041169E-03   7.4189736E-02
 hkr21c02        5.7371976E-06   1.3680952E-03   7.2956038E-04   9.1246021E-03   5.0146192E-04   1.1729457E-02   0.1083026    
 hkr21c03        7.3176714E-06   1.7548363E-03   1.0763037E-03   1.1984430E-02   6.9776468E-04   1.5520652E-02   0.1245819    
 hkr21c06        2.2062162E-07   7.0948136E-06   5.0279134E-05   9.7842169E-06   1.5308774E-04   2.2046653E-04   1.4848115E-02
 hkr21c07        1.9540629E-06   8.1923629E-05   3.9995577E-04   6.7332307E-05   1.3732222E-03   1.9243880E-03   4.3867847E-02
 hkr21c08        5.0330728E-06   1.9305953E-04   9.6155366E-04   2.5155913E-04   3.1139407E-03   4.5251461E-03   6.7269206E-02
 hkr21c09        1.4760690E-06   7.3991710E-05   2.5828169E-04   4.1472775E-05   1.4549771E-03   1.8301994E-03   4.2780830E-02
 hkr21c10        9.3546097E-07   3.5890104E-05   1.2043608E-04   2.8524154E-05   1.1133307E-03   1.2991165E-03   3.6043258E-02
 hkr21c11        2.3196592E-06   5.6962096E-05   3.8277543E-04   7.1245866E-04   1.3879836E-03   2.5424995E-03   5.0423204E-02
 hkr21c12        4.5370581E-06   1.1838527E-04   8.3191938E-04   2.2355537E-03   1.0579593E-02   1.3769988E-02   0.1173456    
 hkr21c13        4.2667972E-06   1.0830032E-04   7.4841965E-04   2.0580467E-03   9.7347537E-03   1.2653787E-02   0.1124891    
 hkr21c14        1.1781684E-06   1.3376165E-05   2.0811467E-04   3.6227045E-04   2.4027532E-03   2.9876926E-03   5.4659790E-02
 hkr21c15        6.7574651E-08   1.9242626E-06   3.3010437E-06   3.8188675E-06   2.0447562E-05   2.9559311E-05   5.4368475E-03
 hkr21c16        2.0768965E-08   6.1824294E-07   9.9461346E-07   1.1786253E-06   6.8332652E-06   9.6455158E-06   3.1057231E-03
 hkr21c17        9.0342596E-11   6.9493705E-09   7.7982526E-10   7.1227775E-09   9.9164879E-08   1.1410719E-07   3.3779756E-04
 hkr21c18        7.3938619E-10   1.1589608E-08   5.2426295E-08   3.7341297E-08   9.2093997E-08   1.9419058E-07   4.4067061E-04
 hkr21c19        7.3184735E-10   1.2173431E-08   5.0080335E-08   3.7497597E-08   1.0012739E-07   2.0061060E-07   4.4789575E-04
 hkr22c00        1.1696627E-06   2.8571875E-04   8.5135301E-05   1.6973791E-03   1.3007029E-04   2.1994731E-03   4.6898541E-02
 hkr22c01        2.2257221E-06   5.4750554E-04   2.1829749E-04   3.2218436E-03   2.1569276E-04   4.2055651E-03   6.4850328E-02
 hkr22c02        4.7702183E-06   1.2044515E-03   6.4430569E-04   7.9866316E-03   5.3994129E-04   1.0380100E-02   0.1018828    
 hkr22c03        9.8540344E-06   2.3770536E-03   1.6963216E-03   1.7959899E-02   9.9838757E-04   2.3041516E-02   0.1517943    
 hkr22c04        2.1318853E-06   4.2903617E-04   4.0442778E-04   3.9674512E-03   1.4112043E-04   4.9441675E-03   7.0314774E-02
 hkr22c06        2.6524437E-06   5.5872284E-05   4.6067560E-04   8.3828229E-05   1.7288542E-03   2.3318827E-03   4.8289572E-02
 hkr22c07        2.5897834E-06   7.5595971E-05   4.4079423E-04   9.5677076E-05   2.1450505E-03   2.7597076E-03   5.2532919E-02
 hkr22c08        4.6047925E-06   1.7308085E-04   7.9531996E-04   1.5018813E-04   4.8567474E-03   5.9799411E-03   7.7330079E-02
 hkr22c09        1.8271804E-06   7.1382371E-05   2.2047171E-04   2.0446287E-07   6.6499660E-03   6.9438517E-03   8.3329777E-02
 hkr22c10        1.8298579E-07   2.2732684E-05   3.5238420E-06   5.9694926E-04   2.2967968E-02   2.3591357E-02   0.1535948    
 hkr22c11        3.6314738E-06   1.0197705E-04   6.2661991E-04   1.0748049E-03   2.0467933E-03   3.8538267E-03   6.2079197E-02
 hkr22c12        1.1632693E-05   2.7066891E-04   2.7418931E-03   7.6194746E-03   4.8394062E-02   5.9037731E-02   0.2429768    
 hkr22c13        7.6489329E-06   2.0791721E-04   1.5287963E-03   3.9387517E-03   2.0009825E-02   2.5692939E-02   0.1602902    
 hkr22c14        2.1985780E-06   4.2299295E-05   4.1972899E-04   7.7777893E-04   4.2655175E-03   5.5075233E-03   7.4212689E-02
 hkr22c15        1.0283812E-07   2.8136563E-06   5.2343908E-06   5.7478097E-06   3.0001657E-05   4.3900352E-05   6.6257341E-03
 hkr22c16        3.9198781E-08   1.0943329E-06   1.9737343E-06   2.1945207E-06   1.1783015E-05   1.7084802E-05   4.1333765E-03
 hkr22c17        6.8594556E-09   1.6235138E-07   4.0896956E-07   3.5933097E-07   1.6542353E-06   2.5917467E-06   1.6098903E-03
 hkr22c18        4.9691731E-09   1.1514744E-07   2.8897883E-07   2.6571262E-07   1.1462671E-06   1.8210752E-06   1.3494722E-03
 hkr22c19        9.6504716E-10   1.7321050E-08   5.8301768E-08   5.2996088E-08   1.4353934E-07   2.7312329E-07   5.2261199E-04
 hkr23c00        8.1892469E-07   1.6832094E-04   3.4829209E-05   9.6146224E-04   5.6646572E-05   1.2220779E-03   3.4958231E-02
 hkr23c01        1.4976824E-06   3.8330245E-04   1.1583518E-04   2.0998743E-03   1.5669463E-04   2.7572043E-03   5.2509087E-02
 hkr23c02        2.7383748E-06   7.5144200E-04   3.9202267E-04   4.8759021E-03   3.6377039E-04   6.3858755E-03   7.9911673E-02
 hkr23c03        3.6557231E-06   9.8918856E-04   9.3895795E-04   8.3532656E-03   4.8988565E-04   1.0774954E-02   0.1038025    
 hkr23c04        1.2728491E-05   1.3472893E-03   1.5949381E-03   1.7312555E-02   7.1510732E-05   2.0339021E-02   0.1426149    
 hkr23c05        2.2720398E-05   1.2405539E-04   8.6299100E-05   4.2826003E-03   3.7373335E-03   8.2530087E-03   9.0846071E-02
 hkr23c06        3.4443207E-05   2.1551438E-04   3.7503967E-03   4.5719382E-05   1.6489544E-02   2.0535618E-02   0.1433025    
 hkr23c07        1.1924958E-05   2.1788330E-04   1.8642965E-03   3.0709498E-04   7.4378208E-03   9.8390205E-03   9.9191837E-02
 hkr23c08        8.5800100E-06   2.4386158E-04   1.3451566E-03   3.1286924E-04   6.7535964E-03   8.6640638E-03   9.3080953E-02
 hkr23c09        4.5837947E-06   1.5934672E-04   7.1436487E-04   1.5666155E-04   4.6214362E-03   5.6563931E-03   7.5208996E-02
 hkr23c10        2.8093150E-06   1.1668175E-04   3.5527545E-04   7.5459094E-05   3.3374057E-03   3.8876313E-03   6.2350872E-02
 hkr23c11        4.8659694E-06   1.6896286E-04   8.2404428E-04   1.1586327E-03   1.1017743E-03   3.2582800E-03   5.7081346E-02
 hkr23c12        8.3612264E-06   2.6094081E-04   1.6426305E-03   3.3817505E-03   1.1839590E-02   1.7133273E-02   0.1308941    
 hkr23c13        9.0681333E-06   3.1649171E-04   1.6923660E-03   3.6593598E-03   1.3119955E-02   1.8797241E-02   0.1371030    
 hkr23c14        2.9199230E-06   7.6962738E-05   5.0589945E-04   7.7456648E-04   3.4048788E-03   4.7652274E-03   6.9030627E-02
 hkr23c15        1.7460443E-07   4.7041006E-06   9.0244495E-06   9.7059640E-06   4.9887859E-05   7.3496977E-05   8.5730378E-03
 hkr23c16        2.1639624E-07   5.8901903E-06   1.1349528E-05   1.1897803E-05   6.3152895E-05   9.2506812E-05   9.6180462E-03
 hkr23c17        2.6434245E-08   7.4784113E-07   1.3572736E-06   1.4587142E-06   8.1649859E-06   1.1755249E-05   3.4285929E-03
 hkr23c18        1.2718247E-08   3.0909576E-07   7.0478144E-07   6.9369409E-07   3.1283359E-06   4.8486254E-06   2.2019594E-03
 hkr23c19        1.3612880E-11   5.1319476E-11   1.3634101E-09   8.8336092E-10   5.1060181E-09   7.4177215E-09   8.6126195E-05
 hkr24c00        6.3542170E-07   1.1486922E-04   1.9937208E-06   5.1183642E-04   2.3918513E-05   6.5325330E-04   2.5558820E-02
 hkr24c01        1.1513464E-06   2.5565068E-04   3.9512270E-05   1.1924860E-03   8.5505525E-05   1.5743058E-03   3.9677523E-02
 hkr24c02        1.2751284E-06   4.6164911E-04   2.3904931E-04   2.6505726E-03   2.9945007E-04   3.6519962E-03   6.0431748E-02
 hkr24c03        6.3102730E-07   6.5906315E-04   1.0470950E-03   5.3619794E-03   1.0174611E-03   8.0862296E-03   8.9923465E-02
 hkr24c04        1.4023036E-07   8.6457363E-04   2.9637824E-03   1.0411245E-02   2.5000251E-03   1.6739766E-02   0.1293822    
 hkr24c05        3.5566738E-06   1.4595094E-04   1.9577174E-04   3.0244022E-03   8.2041107E-05   3.4517226E-03   5.8751363E-02
 hkr24c06        2.5963199E-05   1.8091733E-04   4.2747033E-03   6.0605070E-04   1.3676778E-02   1.8764413E-02   0.1369833    
 hkr24c07        1.8894849E-05   2.8386338E-04   3.6429460E-03   9.3917948E-04   9.7470387E-03   1.4631922E-02   0.1209625    
 hkr24c08        1.2278655E-05   2.7019390E-04   2.3641241E-03   9.0239847E-04   5.4433386E-03   8.9923337E-03   9.4827916E-02
 hkr24c09        8.4411284E-06   2.3773682E-04   1.4809182E-03   7.2041323E-04   2.3800981E-03   4.8276075E-03   6.9480987E-02
 hkr24c10        5.9631282E-06   2.3077876E-04   1.0169639E-03   6.8942841E-04   6.7521277E-04   2.6183470E-03   5.1169786E-02
 hkr24c11        6.8785656E-06   2.7943070E-04   1.1997917E-03   1.4348478E-03   4.5513135E-04   3.3760800E-03   5.8104045E-02
 hkr24c12        9.0626485E-06   3.7219652E-04   1.5969301E-03   2.5837045E-03   4.1521316E-03   8.7140253E-03   9.3348944E-02
 hkr24c13        1.0572279E-05   4.5211120E-04   1.8614229E-03   3.2552024E-03   6.2936968E-03   1.1873006E-02   0.1089633    
 hkr24c14        3.3684700E-06   1.1402825E-04   5.2326702E-04   8.2107453E-04   1.9605129E-03   3.4222512E-03   5.8500010E-02
 hkr24c15        1.3067275E-07   3.4344064E-06   6.7456625E-06   7.3094742E-06   3.5825221E-05   5.3445437E-05   7.3106386E-03
 hkr24c16        1.1126842E-07   2.9938600E-06   5.8107272E-06   6.1494677E-06   3.1821696E-05   4.6887019E-05   6.8474097E-03
 hkr24c17        9.5977952E-08   2.6436734E-06   5.0476674E-06   5.2540982E-06   2.8581904E-05   4.1623321E-05   6.4516138E-03
 hkr24c18        3.1775858E-09   9.9653055E-08   1.6551133E-07   1.6960864E-07   1.1614727E-06   1.5994233E-06   1.2646831E-03
 hkr24c19        1.2771754E-09   4.6176907E-08   6.7177141E-08   6.5302237E-08   5.8251882E-07   7.6245228E-07   8.7318514E-04
 hkr25c00        4.8042733E-07   6.9011399E-05   2.1474553E-06   2.0616328E-04   7.4387870E-06   2.8524135E-04   1.6889090E-02
 hkr25c01        8.0808974E-07   1.5824444E-04   6.3830873E-07   4.5585626E-04   1.7149346E-05   6.3269644E-04   2.5153458E-02
 hkr25c02        7.6536985E-07   3.2589867E-04   1.1078631E-04   1.5914956E-03   2.0408241E-04   2.2330284E-03   4.7254930E-02
 hkr25c03        1.5116373E-08   5.4538315E-04   1.3006009E-03   4.5506501E-03   1.6082156E-03   8.0048648E-03   8.9469910E-02
 hkr25c04        4.6152077E-06   9.0612857E-04   7.3770453E-03   1.1243960E-02   9.9018673E-03   2.9433616E-02   0.1715623    
 hkr25c05        5.2244024E-06   3.2180364E-05   2.1920444E-04   3.0094817E-04   1.8210391E-03   2.3785964E-03   4.8770857E-02
 hkr25c06        4.5794740E-05   3.0512899E-04   1.3055818E-02   4.6054921E-03   3.0948920E-02   4.8961154E-02   0.2212717    
 hkr25c07        2.3309870E-05   2.8335014E-04   5.3719854E-03   1.8536051E-03   1.1130582E-02   1.8662833E-02   0.1366120    
 hkr25c08        2.2115897E-05   5.6977726E-04   4.5136221E-03   2.4052976E-03   6.4914732E-03   1.4002286E-02   0.1183313    
 hkr25c09        1.3543029E-05   4.9821457E-04   2.6894911E-03   1.7597500E-03   2.6560201E-03   7.6170187E-03   8.7275533E-02
 hkr25c10        6.8682191E-06   2.8748488E-04   1.2903878E-03   1.1405317E-03   2.3150981E-04   2.9567824E-03   5.4376304E-02
 hkr25c11        7.8611210E-06   3.6241124E-04   1.3692499E-03   1.5734839E-03   1.3123762E-04   3.4442438E-03   5.8687680E-02
 hkr25c12        9.2328260E-06   4.8541325E-04   1.4711954E-03   2.0994806E-03   1.2817227E-03   5.3470448E-03   7.3123490E-02
 hkr25c13        1.0652861E-05   5.8501825E-04   1.7073556E-03   2.6423511E-03   2.4357850E-03   7.3811628E-03   8.5913694E-02
 hkr25c14        3.3559157E-06   1.2586599E-04   4.9025775E-04   6.0593589E-04   7.9761884E-04   2.0230344E-03   4.4978154E-02
 hkr25c15        8.5724413E-08   2.1725043E-06   4.3617099E-06   4.8743774E-06   2.2016448E-05   3.3510764E-05   5.7888482E-03
 hkr25c16        5.7574416E-08   1.5234810E-06   2.9794032E-06   3.2111092E-06   1.5974555E-05   2.3746123E-05   4.8729994E-03
 hkr25c17        3.0644100E-08   8.5691038E-07   1.6183457E-06   1.6675523E-06   9.3637033E-06   1.3537156E-05   3.6792874E-03
 hkr25c18        6.2910682E-09   1.9466666E-07   3.3425536E-07   3.3289354E-07   2.2634587E-06   3.1315653E-06   1.7696229E-03
 hkr25c19        1.8046138E-09   6.3943616E-08   9.9902420E-08   8.9842721E-08   8.0831654E-07   1.0638099E-06   1.0314116E-03
 hkr26c00        4.1856322E-07   3.6758051E-05   2.1360795E-05   5.2490280E-05   5.5022686E-07   1.1157792E-04   1.0563045E-02
 hkr26c01        7.2246566E-07   9.0739437E-05   1.8429881E-05   1.5572334E-04   9.7108073E-07   2.6658620E-04   1.6327468E-02
 hkr26c02        8.0956725E-07   1.2378234E-04   3.0042961E-06   4.1080059E-04   4.3670699E-06   5.4276387E-04   2.3297293E-02
 hkr26c03        4.2554515E-07   1.5477970E-04   4.6364001E-05   6.7496246E-04   2.7022267E-05   9.0355397E-04   3.0059175E-02
 hkr26c04        6.7014179E-07   1.6894392E-04   2.8256582E-05   8.3307147E-04   3.3537559E-06   1.0342959E-03   3.2160471E-02
 hkr26c05        8.3334343E-06   1.2484680E-05   1.7018369E-03   7.2892461E-05   5.2984503E-03   7.0939978E-03   8.4225874E-02
 hkr26c06        8.1392864E-06   4.5587335E-06   1.7309048E-03   7.2725434E-05   6.6448780E-03   8.4612063E-03   9.1984816E-02
 hkr26c07        9.6248030E-06   4.3974211E-05   1.9204672E-03   4.3884948E-04   4.7249688E-03   7.1378845E-03   8.4486002E-02
 hkr26c08        2.1107784E-05   6.7588405E-04   4.7149414E-03   3.3392210E-03   3.4175400E-03   1.2168694E-02   0.1103118    
 hkr26c09        1.6006755E-05   7.0859914E-04   3.3024993E-03   2.6953580E-03   1.9309193E-03   8.6533824E-03   9.3023559E-02
 hkr26c10        1.0478057E-05   5.1180416E-04   1.9838574E-03   1.8356669E-03   3.0507093E-04   4.6468774E-03   6.8168009E-02
 hkr26c11        8.9863202E-06   4.9130338E-04   1.5175536E-03   1.6896997E-03   6.2730277E-06   3.7138161E-03   6.0941087E-02
 hkr26c12        9.9375070E-06   6.0575653E-04   1.5126021E-03   1.9778795E-03   3.5895742E-04   4.4651330E-03   6.6821651E-02
 hkr26c13        1.1168591E-05   7.3271781E-04   1.5248704E-03   2.0675300E-03   7.8547549E-04   5.1217623E-03   7.1566489E-02
 hkr26c14        3.2945501E-06   1.9029080E-04   3.8540091E-04   4.5581330E-04   2.5592222E-04   1.2907218E-03   3.5926617E-02
 hkr26c15        5.5216746E-08   1.3253741E-06   2.7537437E-06   3.2125223E-06   1.2846725E-05   2.0193582E-05   4.4937269E-03
 hkr26c16        3.0123363E-08   7.7398019E-07   1.5400717E-06   1.7030067E-06   7.9289856E-06   1.1976168E-05   3.4606600E-03
 hkr26c17        1.0894811E-08   3.0829427E-07   5.7609518E-07   5.9077021E-07   3.3949017E-06   4.8809561E-06   2.2092886E-03
 hkr26c18        3.4601153E-09   1.1406940E-07   1.8982094E-07   1.7662905E-07   1.3854070E-06   1.8693865E-06   1.3672551E-03
 hkr26c19        1.4584957E-09   5.6145788E-08   8.2966549E-08   6.9685399E-08   7.4398547E-07   9.5424170E-07   9.7685296E-04
 hkr27c00        2.8017241E-07   1.3962857E-05   3.3637319E-05   3.4379458E-06   5.7464527E-06   5.7064747E-05   7.5541212E-03
 hkr27c01        5.4948313E-07   4.5058486E-05   6.5485645E-05   2.1691559E-05   1.9005040E-05   1.5179021E-04   1.2320317E-02
 hkr27c02        8.2238960E-07   6.4066333E-05   6.8842668E-05   5.5483466E-05   1.6427549E-05   2.0564241E-04   1.4340237E-02
 hkr27c03        7.6124069E-07   6.8623171E-05   3.3727384E-05   1.3946413E-04   3.7545317E-05   2.8012124E-04   1.6736823E-02
 hkr27c04        1.4004811E-06   8.3959338E-05   1.3115579E-04   7.7744273E-05   3.1127499E-04   6.0553487E-04   2.4607618E-02
 hkr27c05        2.6833483E-06   8.4506799E-05   4.8702326E-04   1.0379446E-05   1.7092128E-03   2.2938056E-03   4.7893691E-02
 hkr27c06        2.6066939E-14   3.9772000E-04   7.5919662E-05   1.3788731E-03   1.1866001E-03   3.0391129E-03   5.5128150E-02
 hkr27c07        1.1933085E-05   1.6071253E-04   2.8045841E-03   1.4835326E-03   2.2526397E-03   6.7134021E-03   8.1935353E-02
 hkr27c08        4.1969467E-05   1.9321312E-03   1.1553579E-02   1.1424914E-02   3.0879260E-03   2.8040520E-02   0.1674530    
 hkr27c09        2.0151327E-05   9.1774124E-04   4.5388021E-03   4.2100582E-03   1.2552170E-03   1.0941970E-02   0.1046039    
 hkr27c10        1.2353735E-05   6.8146851E-04   2.3486272E-03   2.2798661E-03   3.1944151E-04   5.6417571E-03   7.5111631E-02
 hkr27c11        1.0202796E-05   6.0805520E-04   1.5979980E-03   1.6916158E-03   5.4167132E-06   3.9132885E-03   6.2556283E-02
 hkr27c12        9.9768900E-06   7.6198889E-04   1.2866356E-03   1.6382469E-03   4.1720592E-05   3.7385688E-03   6.1143837E-02
 hkr27c13        1.1329569E-05   9.2149563E-04   1.2669787E-03   1.7051923E-03   2.1957087E-04   4.1245670E-03   6.4222792E-02
 hkr27c14        3.2649839E-06   2.4934857E-04   3.4989912E-04   3.5973303E-04   1.0328428E-04   1.0655300E-03   3.2642457E-02
 hkr27c15        4.4875489E-08   9.7906361E-07   2.1726614E-06   2.7056616E-06   8.7407562E-06   1.4643018E-05   3.8266197E-03
 hkr27c16        1.5543561E-08   3.8746964E-07   7.8738076E-07   8.8921974E-07   3.8768808E-06   5.9564945E-06   2.4405931E-03
 hkr27c17        4.1306429E-09   1.3397936E-07   2.2615235E-07   2.1201501E-07   1.6121112E-06   2.1883886E-06   1.4793203E-03
 hkr27c18        1.1491942E-09   4.8854835E-08   6.7602522E-08   5.2085322E-08   6.8232157E-07   8.5201344E-07   9.2304574E-04
 hkr27c19        4.8343858E-10   2.2320935E-08   3.0140318E-08   2.0460751E-08   3.2674696E-07   4.0015241E-07   6.3257601E-04
 hkr28c00        2.2069169E-07   1.0235604E-05   4.0832823E-05   1.2996011E-06   5.1014633E-06   5.7690183E-05   7.5954054E-03
