       parameter            eig1            eig2            eig3            eig4            eig5 identifiability     sqrt(ident)
 hkr28c01        4.7114445E-07   2.4350586E-05   1.0681665E-04   3.5672988E-07   1.9559151E-05   1.5155426E-04   1.2310737E-02
 hkr28c02        7.3221416E-07   3.2073095E-05   1.2697714E-04   1.0401316E-07   4.5923780E-05   2.0581024E-04   1.4346088E-02
 hkr28c03        8.8843202E-07   3.7654731E-05   1.5796564E-04   1.1773062E-06   9.3133209E-05   2.9081932E-04   1.7053426E-02
 hkr28c04        1.4634746E-06   4.3128273E-05   2.4010149E-04   1.3288562E-06   3.0816418E-04   5.9418627E-04   2.4375936E-02
 hkr28c05        1.7706206E-06   2.2449034E-05   4.1498097E-04   1.7995161E-05   5.6254232E-04   1.0197381E-03   3.1933339E-02
 hkr28c06        2.5400493E-06   8.4156140E-07   5.8940655E-04   1.0441039E-04   7.5155591E-04   1.4487545E-03   3.8062507E-02
 hkr28c07        1.3555560E-05   3.4102762E-04   3.6456535E-03   2.7753129E-03   1.4837189E-03   8.2592684E-03   9.0880517E-02
 hkr28c08        1.8186697E-05   6.2842907E-04   4.6680061E-03   4.0979720E-03   1.2890873E-03   1.0701681E-02   0.1034489    
 hkr28c09        1.4588499E-05   6.5613481E-04   3.2584626E-03   2.9156947E-03   6.6008083E-04   7.5049615E-03   8.6631181E-02
 hkr28c10        1.1307310E-05   6.1911190E-04   2.0844735E-03   2.0049029E-03   2.4844965E-04   4.9682452E-03   7.0485780E-02
 hkr28c11        9.4417730E-06   6.7617043E-04   1.3159517E-03   1.5081058E-03   2.4701771E-05   3.5343714E-03   5.9450580E-02
 hkr28c12        9.4881564E-06   8.8098015E-04   9.5653113E-04   1.2638346E-03   1.5690677E-06   3.1124031E-03   5.5788916E-02
 hkr28c13        1.0143986E-05   1.0937571E-03   8.3597131E-04   1.2229673E-03   1.4139777E-05   3.1769795E-03   5.6364701E-02
 hkr28c14        2.9481208E-06   2.9522079E-04   2.4029849E-04   2.7623099E-04   2.6664749E-05   8.4136314E-04   2.9006260E-02
 hkr28c15        4.3334716E-08   8.3928313E-07   2.0287975E-06   2.7201912E-06   6.6929335E-06   1.2324540E-05   3.5106324E-03
 hkr28c16        6.6311766E-09   1.8465138E-07   3.4538184E-07   3.6419077E-07   2.0043842E-06   2.9052394E-06   1.7044763E-03
 hkr28c17        4.4805364E-10   2.9102277E-08   3.2791232E-08   1.4530999E-08   4.9493107E-07   5.7180363E-07   7.5617699E-04
 hkr28c18        8.3097228E-11   1.0331248E-08   8.0114647E-09   1.2793202E-09   2.1350207E-07   2.3320720E-07   4.8291531E-04
 hkr28c19        1.2304513E-10   8.6158020E-09   8.8113895E-09   3.9293492E-09   1.4923176E-07   1.7071134E-07   4.1317229E-04
 hkr29c00        9.5833760E-08   3.4477754E-06   4.5743106E-05   2.7873577E-06   1.1589111E-05   6.3663183E-05   7.9789212E-03
 hkr29c01        3.7275942E-07   9.8960460E-06   7.8143835E-05   4.7294053E-06   3.0255443E-05   1.2339749E-04   1.1108442E-02
 hkr29c02        6.4144430E-07   1.8983387E-05   1.6219000E-04   7.3488078E-06   5.1583142E-05   2.4074678E-04   1.5516017E-02
 hkr29c03        7.0689911E-07   1.9619630E-05   1.8911411E-04   1.0306498E-05   9.1194162E-05   3.1094130E-04   1.7633528E-02
 hkr29c04        1.1429275E-06   1.4964123E-05   3.1581451E-04   3.1048218E-05   1.5288796E-04   5.1585773E-04   2.2712502E-02
 hkr29c05        9.9577833E-07   4.4724495E-06   2.1378401E-04   1.6138540E-05   1.8521052E-04   4.2060130E-04   2.0508566E-02
 hkr29c06        2.4197228E-06   1.2300636E-07   6.6563780E-04   1.8751619E-04   4.2021348E-04   1.2759102E-03   3.5719885E-02
 hkr29c07        6.6939491E-06   8.3100591E-05   1.9659302E-03   1.2040570E-03   7.3313022E-04   3.9929120E-03   6.3189493E-02
 hkr29c08        9.9741580E-06   2.1702661E-04   2.8119142E-03   2.1414383E-03   6.0037262E-04   5.7807259E-03   7.6031085E-02
 hkr29c09        9.4800211E-06   3.3726735E-04   2.2047892E-03   1.8745592E-03   4.0570779E-04   4.8318036E-03   6.9511176E-02
 hkr29c10        8.4400362E-06   4.5342516E-04   1.5159421E-03   1.4730845E-03   1.8595313E-04   3.6368449E-03   6.0306259E-02
 hkr29c11        8.0496084E-06   6.1895356E-04   9.9306245E-04   1.0837689E-03   6.0216259E-05   2.7640508E-03   5.2574241E-02
 hkr29c12        8.2692915E-06   8.9838495E-04   6.3411499E-04   8.4159856E-04   8.1129768E-06   2.3904808E-03   4.8892543E-02
 hkr29c13        8.8110298E-06   1.2226648E-03   4.3144171E-04   7.1016078E-04   5.0044261E-07   2.3735787E-03   4.8719388E-02
 hkr29c14        2.7395252E-06   3.4771462E-04   1.1937499E-04   1.2362148E-04   4.0493487E-06   5.9749995E-04   2.4443812E-02
 hkr29c15        8.3724776E-08   1.4043108E-06   3.7546827E-06   5.5073532E-06   9.5659398E-06   2.0316011E-05   4.5073286E-03
 hkr29c16        2.0794037E-12   6.1818439E-09   8.4541252E-10   3.9269039E-09   2.1602392E-07   2.2698016E-07   4.7642435E-04
 hkr29c17        1.7952260E-09   7.9912790E-09   6.0961961E-08   1.5470566E-07   5.6847905E-10   2.2602260E-07   4.7541834E-04
 hkr29c18        1.0732705E-10   1.7484028E-10   2.1439193E-09   1.3480287E-08   4.1499223E-08   5.7405597E-08   2.3959465E-04
 hkr29c19        3.1868710E-11   4.1642570E-09   2.9158560E-09   5.0653087E-10   8.6229719E-08   9.3848232E-08   3.0634659E-04
 hkr30c00        2.7625503E-08   1.0946294E-06   9.9314069E-06   1.6548891E-08   4.9686900E-06   1.6038901E-05   4.0048596E-03
 hkr30c01        1.9027110E-07   2.9027802E-06   7.4229651E-05   4.0351124E-06   2.5486499E-05   1.0684431E-04   1.0336552E-02
 hkr30c02        3.6199157E-07   7.4641887E-06   1.2194693E-04   2.0494713E-05   2.3864043E-05   1.7413187E-04   1.3195904E-02
 hkr30c03        8.6078196E-07   1.4389742E-05   2.9594998E-04   7.0405857E-05   8.2138204E-05   4.6374456E-04   2.1534729E-02
 hkr30c04        1.1488508E-06   1.6077968E-05   4.6639560E-04   1.4531051E-04   1.6749917E-04   7.9643209E-04   2.8221128E-02
 hkr30c05        1.3058698E-06   1.0017521E-05   5.0295040E-04   1.6873057E-04   1.9530778E-04   8.7831213E-04   2.9636331E-02
 hkr30c06        2.5588109E-06   2.7706040E-06   1.0322394E-03   4.4968028E-04   3.5932102E-04   1.8465701E-03   4.2971736E-02
 hkr30c07        4.4511143E-06   5.9186822E-06   1.7218902E-03   1.0143081E-03   4.3350174E-04   3.1800698E-03   5.6392107E-02
 hkr30c08        5.5805551E-06   7.8595090E-05   1.7124699E-03   1.2533041E-03   3.8852373E-04   3.4384733E-03   5.8638497E-02
 hkr30c09        6.8014100E-06   2.0236155E-04   1.6227942E-03   1.3643035E-03   2.4805496E-04   3.4443156E-03   5.8688292E-02
 hkr30c10        7.1633860E-06   3.4901002E-04   1.2733378E-03   1.1822843E-03   1.3080820E-04   2.9426037E-03   5.4245772E-02
 hkr30c11        6.6114882E-06   5.4818459E-04   7.4939795E-04   8.6857849E-04   6.3389286E-05   2.2361618E-03   4.7288073E-02
 hkr30c12        6.5434516E-06   8.9679169E-04   3.1173123E-04   5.0750767E-04   2.0635728E-05   1.7432098E-03   4.1751764E-02
 hkr30c13        7.1225227E-06   1.3094735E-03   1.4470239E-04   3.7826015E-04   4.5130471E-06   1.8440716E-03   4.2942655E-02
 hkr30c14        2.5411833E-06   3.6826455E-04   4.5007455E-05   3.8224871E-05   3.9376894E-06   4.5797574E-04   2.1400368E-02
 hkr30c15        3.0820794E-07   4.5617203E-06   1.3408035E-05   2.0989526E-05   2.6584641E-05   6.5852129E-05   8.1149325E-03
 hkr30c16        3.5840673E-08   5.9331774E-07   1.6051552E-06   2.3642031E-06   3.9833493E-06   8.5818660E-06   2.9294822E-03
 hkr30c17        2.0553539E-08   2.3067730E-07   8.3789425E-07   1.4996389E-06   8.6184274E-07   3.4506067E-06   1.8575809E-03
 hkr30c18        1.3263485E-10   7.2616545E-13   3.3800870E-09   1.4526297E-08   2.1778566E-08   3.9818310E-08   1.9954526E-04
 hkr30c19        5.8095501E-11   3.1035651E-09   3.4059926E-09   2.4426503E-09   4.7476662E-08   5.6486965E-08   2.3766987E-04
 hkr31c00        1.2206004E-08   1.2575660E-07   4.5346720E-06   2.1835923E-07   2.6180129E-06   7.5090068E-06   2.7402567E-03
 hkr31c01        1.6940226E-07   3.0955665E-06   8.3599994E-05   1.8782323E-05   1.5086305E-05   1.2073359E-04   1.0987884E-02
 hkr31c02        5.0530152E-07   8.8349986E-06   2.1329294E-04   5.8958171E-05   5.1013366E-05   3.3260478E-04   1.8237455E-02
 hkr31c03        1.1275231E-06   1.4569516E-05   4.5054375E-04   1.4593039E-04   1.3112559E-04   7.4329676E-04   2.7263469E-02
 hkr31c04        1.0579634E-06   1.4468510E-05   4.7812096E-04   1.9587275E-04   1.3911635E-04   8.2863654E-04   2.8786048E-02
 hkr31c05        1.4858351E-06   3.5883911E-05   8.3796152E-04   3.4878912E-04   2.0445450E-04   1.4285749E-03   3.7796493E-02
 hkr31c06        2.1625058E-06   3.8752607E-05   1.2350180E-03   5.4253141E-04   2.5925655E-04   2.0777211E-03   4.5582026E-02
 hkr31c07        2.6544911E-06   1.3498382E-05   1.4300769E-03   7.9474259E-04   2.5230530E-04   2.4932777E-03   4.9932732E-02
 hkr31c08        3.6332174E-06   3.4705918E-06   1.4408710E-03   8.9756709E-04   2.8687789E-04   2.6324198E-03   5.1307112E-02
 hkr31c09        5.3787591E-06   1.0402860E-04   1.3968554E-03   1.0683407E-03   2.0762720E-04   2.7822307E-03   5.2746855E-02
 hkr31c10        6.1581157E-06   2.2434974E-04   1.2253565E-03   1.0365839E-03   1.3372478E-04   2.6261731E-03   5.1246200E-02
 hkr31c11        5.3772656E-06   3.0847572E-04   7.9163518E-04   7.8547317E-04   6.6404384E-05   1.9573657E-03   4.4242126E-02
 hkr31c12        4.7095274E-06   7.6849361E-04   1.6971881E-04   2.7758649E-04   2.2193854E-05   1.2427023E-03   3.5251983E-02
 hkr31c13        5.0875519E-06   1.4305574E-03   7.8821189E-06   1.3620265E-04   5.0392161E-06   1.5847689E-03   3.9809156E-02
 hkr31c14        1.6986070E-06   4.0780162E-04   1.7354434E-07   6.4576719E-06   2.5351251E-06   4.1866656E-04   2.0461343E-02
 hkr31c15        1.2334010E-07   1.8573607E-06   5.3843229E-06   8.3635119E-06   1.1071536E-05   2.6800072E-05   5.1768786E-03
 hkr31c16        8.1615293E-08   1.2358408E-06   3.5647853E-06   5.5280745E-06   7.4173368E-06   1.7827653E-05   4.2222805E-03
 hkr31c17        2.7921315E-09   5.7431179E-08   1.3131631E-07   1.7292490E-07   4.8351256E-07   8.4797707E-07   9.2085671E-04
 hkr31c18        6.1424660E-10   1.4253626E-08   2.9069590E-08   3.7038736E-08   1.3247034E-07   2.1344654E-07   4.6200274E-04
 hkr31c19        3.7930076E-10   7.8181018E-09   1.8444155E-08   2.3065173E-08   6.6744339E-08   1.1645107E-07   3.4124928E-04
 hkr32c01        6.8942711E-08   2.1205100E-06   4.1988234E-05   8.5941023E-06   8.3975637E-06   6.1169353E-05   7.8210839E-03
 hkr32c02        6.1838532E-07   8.2905712E-06   2.7817398E-04   9.7114593E-05   4.6188362E-05   4.3038589E-04   2.0745744E-02
 hkr32c03        1.0663034E-06   9.5115297E-06   4.4406205E-04   1.8630954E-04   1.1903930E-04   7.5998871E-04   2.7567893E-02
 hkr32c04        1.1727918E-06   1.6991152E-05   5.7754006E-04   2.6610146E-04   1.1399658E-04   9.7580205E-04   3.1237830E-02
 hkr32c05        1.2532281E-06   6.4722245E-05   8.5409339E-04   3.4878638E-04   1.5806690E-04   1.4269221E-03   3.7774623E-02
 hkr32c06        1.3131417E-06   1.2777255E-04   1.2126716E-03   5.4223890E-04   1.5963157E-04   2.0436278E-03   4.5206501E-02
 hkr32c07        1.2524325E-06   1.7515566E-04   1.4812762E-03   7.5524715E-04   1.8576712E-04   2.5986985E-03   5.0977432E-02
 hkr32c08        2.2657068E-06   5.2550570E-05   1.6700373E-03   9.8040098E-04   2.4019614E-04   2.9454507E-03   5.4272007E-02
 hkr32c09        5.1655947E-06   1.0015478E-04   1.3087034E-03   9.1067855E-04   3.0390113E-04   2.6286034E-03   5.1269908E-02
 hkr32c10        6.6494977E-06   2.4851926E-04   1.3038541E-03   1.0608325E-03   2.1619243E-04   2.8360478E-03   5.3254556E-02
 hkr32c11        4.1568884E-06   7.1358909E-07   2.0830878E-03   1.4533896E-03   1.4895213E-04   3.6902999E-03   6.0747839E-02
 hkr32c12        2.4258423E-06   4.5618911E-04   8.4499596E-05   1.4400306E-04   1.2531374E-05   6.9964898E-04   2.6450879E-02
 hkr32c13        3.2519169E-06   1.3520170E-03   2.9430922E-05   1.0807964E-05   3.9386168E-07   1.3959016E-03   3.7361767E-02
 hkr32c14        1.1334385E-06   4.4766575E-04   2.0590510E-05   5.5584731E-08   3.6662847E-06   4.7311157E-04   2.1751128E-02
 hkr32c15        5.0382384E-08   7.6814189E-07   2.2015073E-06   3.4082908E-06   4.6486988E-06   1.1077021E-05   3.3282159E-03
 hkr32c16        2.9920119E-08   4.6977362E-07   1.3163803E-06   2.0080638E-06   2.9510571E-06   6.7751950E-06   2.6029205E-03
 hkr32c17        5.9948965E-09   1.0419714E-07   2.6909705E-07   3.9183711E-07   7.3671793E-07   1.5078441E-06   1.2279430E-03
 hkr32c18        1.3423140E-09   2.3134085E-08   6.1477439E-08   8.6968105E-08   1.6355764E-07   3.3647959E-07   5.8006860E-04
 hkr32c19        3.3557850E-10   5.7835212E-09   1.5369360E-08   2.1742026E-08   4.0889411E-08   8.4119896E-08   2.9003430E-04
 hkr33c02        2.1283422E-07   1.7584221E-06   1.0131941E-04   2.9267244E-05   1.7185494E-05   1.4974341E-04   1.2236969E-02
 hkr33c03        1.2333726E-06   4.3931591E-06   4.8163147E-04   2.2633548E-04   9.4873176E-05   8.0846666E-04   2.8433548E-02
 hkr33c04        1.6164309E-06   1.2170078E-05   7.3088388E-04   3.3032448E-04   1.2375937E-04   1.1987542E-03   3.4623030E-02
 hkr33c05        1.0819672E-06   7.4991503E-05   8.6999642E-04   4.0779732E-04   1.4433195E-04   1.4981992E-03   3.8706578E-02
 hkr33c06        5.8645175E-07   3.2575214E-04   1.2455690E-03   5.3843382E-04   1.2752369E-04   2.2378651E-03   4.7306079E-02
 hkr33c07        1.3390862E-07   9.6976583E-04   2.0943812E-03   8.7718494E-04   1.0275715E-04   4.0442230E-03   6.3594206E-02
 hkr33c08        7.0152956E-07   7.3173060E-04   2.5077311E-03   1.1858982E-03   1.8570296E-04   4.6117645E-03   6.7909973E-02
 hkr33c09        7.0662536E-06   6.0643246E-04   7.1345052E-04   6.6593563E-04   3.0343687E-04   2.2963217E-03   4.7919951E-02
 hkr33c10        1.2017060E-05   1.7247555E-03   5.5717974E-04   7.3388913E-04   2.9842148E-04   3.3262629E-03   5.7673763E-02
 hkr33c11        2.9546198E-06   5.4108350E-04   1.1096498E-04   1.6607800E-04   4.9381953E-05   8.7046305E-04   2.9503611E-02
 hkr33c12        5.0372821E-08   2.7781908E-06   1.6529502E-05   1.8294949E-05   3.5526310E-06   4.1205646E-05   6.4191624E-03
 hkr33c13        1.8171684E-06   1.1659523E-03   1.7177272E-04   1.3192842E-05   3.6358016E-07   1.3530987E-03   3.6784489E-02
 hkr33c14        7.8231644E-07   5.0451765E-04   9.5722765E-05   1.7856068E-05   1.4019584E-06   6.2028076E-04   2.4905436E-02
 hkr33c15        2.2609645E-08   3.5216053E-07   9.9067917E-07   1.5223910E-06   2.1878388E-06   5.0756791E-06   2.2529268E-03
 hkr33c16        1.3465542E-08   2.1722436E-07   5.9452475E-07   8.9830479E-07   1.4089400E-06   3.1324594E-06   1.7698755E-03
 hkr33c17        4.4450263E-09   6.9451755E-08   1.9730166E-07   2.9725217E-07   4.3566727E-07   1.0041179E-06   1.0020568E-03
 hkr33c18        1.2588843E-09   1.9524016E-08   5.5748123E-08   8.4380434E-08   1.2130220E-07   2.8221365E-07   5.3123785E-04
 hkr33c19        1.6567471E-10   2.2809389E-09   7.0732955E-09   1.1507603E-08   1.2002300E-08   3.3029812E-08   1.8174106E-04
 hkr34c03        3.8927676E-07   1.4245705E-08   1.6111057E-04   7.0446749E-05   2.3605951E-05   2.5556679E-04   1.5986456E-02
 hkr34c04        2.7504932E-06   8.5473136E-06   8.4087443E-04   4.7518130E-04   1.8854251E-04   1.5158960E-03   3.8934510E-02
 hkr34c05        1.1074274E-06   7.0134857E-06   5.9002252E-04   2.9649011E-04   9.5743342E-05   9.9037688E-04   3.1470254E-02
 hkr34c06        3.0293344E-07   2.5459364E-04   9.4195397E-04   4.4117610E-04   6.6375544E-05   1.7044022E-03   4.1284406E-02
 hkr34c07        3.6615303E-07   3.2424063E-03   3.2583289E-03   1.2038506E-03   7.2494099E-05   7.7774459E-03   8.8189829E-02
 hkr34c08        2.2728577E-06   2.3426688E-05   7.3679585E-04   4.8940627E-04   1.9210273E-04   1.4440044E-03   3.8000058E-02
 hkr34c09        1.2955901E-05   4.6633510E-03   1.8745934E-05   5.1315346E-05   3.1142673E-04   5.0577949E-03   7.1118175E-02
 hkr34c10        4.3791426E-06   5.2628863E-04   3.9156018E-04   3.6263972E-04   2.1769213E-04   1.5025598E-03   3.8762866E-02
 hkr34c11        2.8399565E-06   3.5733784E-03   1.4476204E-03   3.5889245E-04   2.0446753E-06   5.3847759E-03   7.3381032E-02
 hkr34c12        2.0679242E-06   2.2167055E-03   8.2216041E-04   1.9803627E-04   1.4595056E-05   3.2535652E-03   5.7040031E-02
 hkr34c13        2.7386044E-06   2.7318557E-03   8.8178175E-04   1.7534610E-04   1.5518505E-05   3.8072406E-03   6.1702841E-02
 hkr34c14        7.9917957E-07   7.7272401E-04   2.7147351E-04   7.0136931E-05   1.0844260E-05   1.1259779E-03   3.3555594E-02
 hkr34c15        1.0406614E-08   1.6479021E-07   4.5578078E-07   6.9905565E-07   1.0430431E-06   2.3730763E-06   1.5404793E-03
 hkr34c16        6.3270092E-09   9.6905314E-08   2.7908969E-07   4.2573259E-07   5.9229335E-07   1.4003480E-06   1.1833630E-03
 hkr34c17        2.7712558E-09   4.1374517E-08   1.2127638E-07   1.8793476E-07   2.4438983E-07   5.9774674E-07   7.7314083E-04
 hkr34c18        2.3379380E-09   3.5151579E-08   1.0253655E-07   1.5821031E-07   2.0961715E-07   5.0785353E-07   7.1263843E-04
 hkr34c19        1.6567471E-10   2.2809389E-09   7.0732955E-09   1.1507603E-08   1.2002300E-08   3.3029812E-08   1.8174106E-04
 hkr35c04        9.9648883E-07   3.4694928E-05   1.8623534E-04   9.4180589E-05   3.8673592E-05   3.5478094E-04   1.8835629E-02
 hkr35c05        1.3852665E-06   6.1517923E-05   2.5589784E-04   1.5775197E-04   4.8413427E-05   5.2496643E-04   2.2912146E-02
 hkr35c06        1.0897256E-06   5.3083830E-06   4.0370105E-04   2.1795896E-04   5.4111110E-05   6.8216923E-04   2.6118369E-02
 hkr35c07        1.0769618E-06   6.8410085E-07   5.8835059E-04   3.0823877E-04   7.2414979E-05   9.7076540E-04   3.1157108E-02
 hkr35c08        3.5035187E-06   7.1576894E-04   7.8966117E-05   1.1757350E-04   1.2172941E-04   1.0375415E-03   3.2210891E-02
 hkr35c09        2.7279077E-06   1.2966506E-04   5.6410123E-04   3.7697642E-04   2.0176494E-04   1.2752356E-03   3.5710440E-02
 hkr35c10        2.8589804E-07   1.9629806E-03   5.1126887E-03   2.2655376E-03   4.8385498E-04   9.8253478E-03   9.9122892E-02
 hkr35c11        2.1052373E-06   1.6571398E-03   3.9351924E-04   7.1131056E-05   5.3800716E-07   2.1244334E-03   4.6091576E-02
 hkr35c12        5.4175877E-06   1.1357707E-02   7.4061423E-03   2.2869929E-03   2.7685577E-04   2.1333116E-02   0.1460586    
 hkr35c13        3.3664065E-06   5.1178269E-03   2.6388107E-03   7.2086715E-04   1.0797324E-04   8.5888445E-03   9.2676019E-02
 hkr35c14        8.3216758E-07   1.0617386E-03   4.9030067E-04   1.4609276E-04   8.5811145E-06   1.7075453E-03   4.1322455E-02
 hkr35c15        4.2921087E-09   6.3084582E-08   1.8692693E-07   2.9245158E-07   3.6471092E-07   9.1146612E-07   9.5470735E-04
 hkr35c16        3.2413902E-09   4.8104330E-08   1.4158805E-07   2.2021646E-07   2.8182968E-07   6.9497991E-07   8.3365455E-04
 hkr35c17        1.5817523E-09   2.4226329E-08   6.9772422E-08   1.0643315E-07   1.4807334E-07   3.5008699E-07   5.9168149E-04
 hkr35c18        9.7283297E-10   1.5328580E-08   4.3295667E-08   6.4884964E-08   9.7198233E-08   2.2168028E-07   4.7082935E-04
 hkr36c04        3.3233153E-07   3.6204120E-05   2.3816038E-05   1.4645043E-05   7.0659692E-06   8.2063502E-05   9.0588908E-03
 hkr36c05        3.6983099E-06   6.2709740E-04   9.0449311E-05   1.3000501E-04   8.4991123E-05   9.3624115E-04   3.0598058E-02
 hkr36c06        1.9808638E-06   2.7505949E-04   9.9532433E-05   8.8288106E-05   3.8390215E-05   5.0325110E-04   2.2433259E-02
 hkr36c07        1.7379731E-06   2.6678810E-04   8.3318063E-05   8.8208283E-05   5.5360136E-05   4.9541256E-04   2.2257865E-02
 hkr36c08        1.5855484E-06   3.2471268E-04   3.7193019E-05   6.5709081E-05   2.9682374E-05   4.5888271E-04   2.1421548E-02
 hkr36c09        1.5219183E-06   2.1702488E-04   9.4565179E-05   1.0315826E-04   4.4837495E-05   4.6110773E-04   2.1473419E-02
 hkr36c10        1.2748123E-06   1.7616177E-04   8.1356323E-05   8.2944094E-05   4.7192225E-05   3.8892923E-04   1.9721289E-02
 hkr36c11        2.0075077E-06   2.0636907E-03   7.3914356E-04   1.7936617E-04   1.3689622E-05   2.9978976E-03   5.4753060E-02
 hkr36c12        2.3783173E-06   3.7823543E-03   1.9533521E-03   5.0037310E-04   6.3084252E-05   6.3015420E-03   7.9382253E-02
 hkr36c13        2.1188177E-06   3.2200668E-03   1.5994989E-03   3.9841172E-04   5.1304511E-05   5.2714007E-03   7.2604413E-02
 hkr36c14        4.6328070E-07   6.8132477E-04   3.1500051E-04   7.2843527E-05   6.2521346E-06   1.0758842E-03   3.2800674E-02
 hkr36c15        2.7712558E-09   4.1374517E-08   1.2127638E-07   1.8793476E-07   2.4438983E-07   5.9774674E-07   7.7314083E-04
 hkr36c16        1.9414369E-09   2.9435516E-08   8.5368565E-08   1.3104311E-07   1.7751166E-07   4.2530028E-07   6.5215051E-04
 hkr36c17        1.2588843E-09   1.9524016E-08   5.5748123E-08   8.4380434E-08   1.2130220E-07   2.8221365E-07   5.3123785E-04
 hkr36c18        1.6567471E-10   2.2809389E-09   7.0732955E-09   1.1507603E-08   1.2002300E-08   3.3029812E-08   1.8174106E-04
 hkr37c05        2.6410506E-06   6.8332821E-04   6.8493113E-06   2.8873264E-05   2.8318950E-05   7.5001078E-04   2.7386325E-02
 hkr37c06        1.5823482E-06   4.1022617E-04   3.9767344E-06   1.8427065E-05   1.7024933E-05   4.5123725E-04   2.1242346E-02
 hkr37c07        1.1999539E-06   3.4306659E-04   1.5074864E-06   1.9041618E-05   7.8031776E-06   3.7261883E-04   1.9303337E-02
 hkr37c08        9.9039743E-07   3.0464737E-04   4.9526912E-08   6.1623485E-06   7.4613400E-06   3.1931098E-04   1.7869275E-02
 hkr37c09        1.1040584E-06   3.5575941E-04   5.2295067E-07   5.4238014E-06   8.8486106E-06   3.7165883E-04   1.9278455E-02
 hkr37c10        1.2393152E-06   6.6117226E-04   7.0385198E-05   5.6333897E-06   1.6658062E-07   7.3859675E-04   2.7177136E-02
 hkr37c11        1.3718746E-06   1.6032270E-03   6.0104801E-04   1.3557835E-04   7.4337020E-06   2.3486589E-03   4.8462964E-02
 hkr37c12        1.2474740E-06   1.7306697E-03   7.8828546E-04   2.1024516E-04   6.2535917E-06   2.7367014E-03   5.2313492E-02
 hkr37c13        9.2424493E-07   1.3498530E-03   6.5755390E-04   1.8538710E-04   9.3479895E-06   2.2030662E-03   4.6936832E-02
 hkr37c14        1.4567644E-07   2.5238552E-04   1.3955655E-04   3.9124042E-05   2.1329286E-06   4.3334472E-04   2.0816934E-02
 hkr37c15        1.5817523E-09   2.4226329E-08   6.9772422E-08   1.0643315E-07   1.4807334E-07   3.5008699E-07   5.9168149E-04
 hkr37c16        1.2588843E-09   1.9524016E-08   5.5748123E-08   8.4380434E-08   1.2130220E-07   2.8221365E-07   5.3123785E-04
 hkr37c17        1.6567471E-10   2.2809389E-09   7.0732955E-09   1.1507603E-08   1.2002300E-08   3.3029812E-08   1.8174106E-04
 hkr38c05        8.1740429E-07   2.7638477E-04   1.8949919E-06   2.1974910E-06   2.7705445E-06   2.8406520E-04   1.6854234E-02
 hkr38c06        1.0514320E-06   3.8933199E-04   5.3675604E-06   2.0847481E-06   6.1131058E-06   4.0394883E-04   2.0098478E-02
 hkr38c07        9.7375631E-07   3.9609681E-04   1.3701241E-05   6.3794751E-08   2.2248115E-06   4.1306042E-04   2.0323888E-02
 hkr38c08        7.7682331E-07   3.9753809E-04   2.2993759E-05   8.2574123E-10   4.9808629E-06   4.2629036E-04   2.0646800E-02
 hkr38c09        5.5955956E-07   2.8172434E-04   1.6671051E-05   1.4414671E-07   8.3034846E-06   3.0740258E-04   1.7532900E-02
 hkr38c10        1.1504512E-06   9.4220776E-04   2.0786177E-04   3.0319810E-05   1.5582369E-07   1.1816956E-03   3.4375800E-02
 hkr38c11        1.2767353E-06   1.4746858E-03   5.4540066E-04   1.2163670E-04   6.9697272E-06   2.1499696E-03   4.6367765E-02
 hkr38c12        5.8644438E-07   7.7887230E-04   3.5716076E-04   1.0236414E-04   6.0149637E-06   1.2449986E-03   3.5284538E-02
 hkr38c13        2.4083250E-07   3.6939525E-04   1.6818545E-04   3.5214623E-05   4.5324725E-06   5.7756863E-04   2.4032657E-02
 hkr38c14        3.5504007E-08   4.6223118E-05   2.0292857E-05   5.2827895E-06   1.7860447E-08   7.1852129E-05   8.4765635E-03
 hkr38c15        4.6020752E-10   6.3359413E-09   1.9648043E-08   3.1965564E-08   3.3339723E-08   9.1749478E-08   3.0290176E-04
 hkr38c16        7.3633203E-11   1.0137506E-09   3.1436869E-09   5.1144902E-09   5.3343556E-09   1.4679917E-08   1.2116071E-04
 hkr39c05        7.5384203E-08   3.9871759E-05   1.1843315E-06   4.7841968E-07   3.6536421E-06   4.5263537E-05   6.7278181E-03
 hkr39c06        2.2571738E-07   1.0598408E-04   6.6939919E-06   4.0443072E-07   8.2799955E-07   1.1413622E-04   1.0683455E-02
 hkr39c07        1.5371674E-07   9.7510565E-05   8.2355503E-06   4.1321887E-08   9.8459239E-07   1.0692575E-04   1.0340491E-02
 hkr39c08        1.1767459E-07   9.6491518E-05   1.6606119E-05   9.9909036E-07   1.9851728E-06   1.1619958E-04   1.0779591E-02
 hkr39c09        3.2660041E-08   3.5903667E-05   1.1015064E-05   1.8795867E-06   1.9728048E-07   4.9028258E-05   7.0020182E-03
 hkr39c10        1.8882880E-07   2.1729368E-04   7.0240254E-05   1.0189410E-05   9.8691172E-07   2.9889908E-04   1.7288698E-02
 hkr39c11        2.3893376E-07   3.4153733E-04   1.4471117E-04   2.8565989E-05   3.3324377E-06   5.1838586E-04   2.2768089E-02
 hkr39c12        4.7888914E-08   8.5084491E-05   4.4760996E-05   1.1529707E-05   1.7140374E-07   1.4159449E-04   1.1899348E-02
