,percent_reduce,post,prior
hkr23c07,0.0009120688051680928,79630.79561455778,79631.52190882819
hkr23c06,0.0008628836260629866,79626.74964789912,79627.4367400126
hkr23c05,0.0008279887019618714,79628.7437606473,79629.40308310826
hkr23c04,0.0008488109857955469,79631.93839128049,79632.61432165913
hkr23c03,0.0009294296086481874,79633.29431604448,79634.0344583393
hkr23c02,0.0009499950056309052,79633.0069803415,79633.76349711751
hkr23c01,0.0009439165775170029,79632.97447029523,79633.72614623762
hkr23c00,0.0009352502044112669,79633.10654278398,79633.85131854122
hkr23c09,0.0009221805872467509,79631.82427402781,79632.55863002462
hkr23c08,0.0009166104050936146,79630.97205705555,79631.70196952156
hkr07c16,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr26c19,0.0009284859721625158,79633.29399651726,79634.03338734632
hkr26c18,0.0009284859721625158,79633.29399651726,79634.03338734632
hkr19c02,0.0009567255967443208,79632.96426999594,79633.72614623762
hkr19c03,0.0009469982099906266,79633.06626276547,79633.82039361914
hkr19c00,0.0009383085301926466,79633.15029345984,79633.89750511305
hkr19c01,0.0009459335861871275,79633.04515541784,79633.79843826323
hkr26c13,0.0009188958962131345,79627.17199540876,79627.90369294804
hkr26c12,0.0009201402221481185,79628.67038094181,79629.40308310823
hkr26c11,0.0009212093715992187,79629.78763594646,79630.5211997704
hkr26c10,0.0009217894925911811,79630.32842207681,79631.06245284334
hkr26c17,0.0009284859721625158,79633.29399651726,79634.03338734632
hkr26c16,0.0009284859643580484,79633.29466588786,79634.03405671693
hkr26c15,0.0009284859643580484,79633.29466588786,79634.03405671693
hkr19c09,0.0009284863577033663,79633.26092960927,79634.00032043834
hkr33c08,0.0009262755310183507,79632.97553284842,79633.71316044786
hkr11c12,0.0009287289018666178,79633.28644005425,79634.02602426965
hkr26c14,0.0009250399453649111,79631.527476705,79632.26410695739
hkr24c08,0.0009145319534266622,79630.93823584415,79631.66649287927
hkr24c09,0.0009214628918223403,79631.46820817377,79632.20198936504
rcond09,0.000928607137183317,79633.28653701913,79634.02602426842
rcond08,0.0009285013905024956,79633.29505522201,79634.03445833927
hkr24c02,0.0009457589329730176,79632.96001749199,79633.71316044786
hkr24c03,0.0009338246351525603,79633.26832546518,79634.01196748689
hkr24c00,0.000934569200770166,79633.07616046035,79633.82039361914
hkr24c01,0.0009412032253906955,79632.9636453711,79633.71316044786
hkr24c06,0.0008963323825086463,79630.14587636795,79630.85963354932
rcond32,0.0009284863093156808,79633.26507970275,79634.00447053181
rcond03,0.0009284859830887737,79633.29305939811,79634.03245022718
hkr24c05,0.000891565237353308,79631.7631090133,79632.47308446097
hkr17c18,0.0009284859830887704,79633.2930593984,79634.03245022747
hkr14c09,0.000928501390484222,79633.29505522204,79634.03445833929
hkr14c08,0.0009284862968135625,79633.29520111463,79634.03459221341
hkr22c06,0.0009251950652344388,79632.58441346242,79633.32117702023
hkr14c01,0.000931095936122445,79633.2704984377,79634.0119674869
hkr14c00,0.000930890977688194,79633.27066165433,79634.0119674869
hkr14c03,0.0009321989954815828,79633.26212314637,79634.0044705361
hkr22c07,0.0009249702723684778,79632.48351844575,79633.22010205862
hkr02c02,0.0009271557225290981,79633.28287341658,79634.02120480126
hkr02c03,0.0009265823090068301,79633.28333004883,79634.02120480126
hkr02c00,0.0009284108770382986,79633.29191435246,79634.03124536037
hkr02c01,0.0009281895982725135,79633.29209056566,79634.03124536037
hkr02c06,0.0009215417433357304,79633.25240323026,79633.98626365556
hkr02c07,0.0009207901589107928,79633.2422919158,79633.97555372585
hkr02c04,0.0009252514204273176,79633.27515266002,79634.01196748689
hkr02c05,0.0009218109912380169,79633.25218881742,79633.98626365556
hkr02c08,0.0009198968133006899,79633.24300332242,79633.97555372585
hkr02c09,0.000920882389573583,79633.24770725731,79633.98104256485
hkr07c17,0.0009284859643397751,79633.29466588788,79634.03405671693
hkr24c15,0.0009284859580962014,79633.29520138436,79634.03459221341
hkr29c16,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr29c17,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr29c14,0.0009257931260308355,79628.8629404505,79629.60014581494
hkr14c02,0.0009319616250206351,79633.26231217397,79634.0044705361
hkr29c12,0.0009163286530490418,79623.40043049464,79624.13004921302
hkr29c13,0.0009137752177895808,79618.7281575343,79619.45570038902
hkr29c10,0.0009211201845677788,79629.70042184342,79630.43391384326
hkr29c11,0.0009189402806187411,79627.22912379105,79627.960857198
hkr29c18,0.0009284859596570948,79633.29506751023,79634.03445833929
hkr29c19,0.0009284859596570948,79633.29506751023,79634.03445833929
hkr03c09,0.0009187295264562894,79633.23215206491,79633.96377280318
hkr03c08,0.0009154524311687358,79633.2079871666,79633.93699797889
hkr34c09,0.0009232010254668396,79629.10530635937,79629.84044986298
hkr34c08,0.0009290312132994593,79633.25139236327,79633.99121699807
hkr03c01,0.0009281895982725133,79633.29209056568,79634.03124536038
hkr03c00,0.0009283364373531141,79633.2919736318,79634.03124536038
hkr03c03,0.0009244722422309119,79633.25970840483,79633.99590259233
hkr03c02,0.0009268843445480688,79633.27719911904,79634.01531433992
hkr03c05,0.0009204916626808795,79633.24252962021,79633.97555372585
hkr03c04,0.0009234969564271455,79633.26048506389,79633.99590259233
hkr03c07,0.0009191649395829417,79633.23782960828,79633.96979713865
hkr03c06,0.000919055784056297,79633.23189225304,79633.96377280317
hkr38c08,0.0009286218147414939,79621.64480596624,79622.3841967953
hkr33c15,0.0009284859830887703,79633.29305939842,79634.03245022749
hkr33c14,0.000928578136461386,79625.39006838761,79626.12945921668
hkr33c17,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr33c16,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr33c11,0.0009196223946058517,79621.33388953184,79622.06611188286
hkr33c10,0.0008889171622505419,79594.86555391124,79595.57309262085
hkr33c13,0.000928676115414585,79616.98919951914,79617.7285903482
hkr33c12,0.0009289102453502432,79633.26862442325,79634.00835288562
hkr33c19,0.0009284859581144747,79633.29520138435,79634.03459221341
hkr33c18,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr30c13,0.000917968423669589,79616.33706201549,79617.06792155886
hkr25c12,0.0009212985752668026,79629.873779053,79630.60741470459
hkr25c13,0.0009204963399119532,79629.05993522042,79629.79292454977
hkr25c10,0.0009249208910888156,79631.40226649196,79632.13880077975
hkr25c11,0.000922325612658578,79630.78744690586,79631.52190882817
hkr25c16,0.0009284859596570947,79633.29506751025,79634.0344583393
hkr25c17,0.0009284859643397751,79633.29466588788,79634.03405671693
hkr25c14,0.0009254869089083555,79631.95886082368,79632.69585099899
hkr25c15,0.0009284859596570947,79633.29506751025,79634.0344583393
hkr25c18,0.0009284859721442424,79633.29399651727,79634.03338734632
hkr25c19,0.0009284859721442424,79633.29399651727,79634.03338734632
hkr37c06,0.0009287161783047656,79613.55465893386,79614.29404976295
hkr37c07,0.0009286398814950178,79620.0957485073,79620.83513933638
hkr37c05,0.0009289180208482062,79596.25544496173,79596.99483579081
hkr13c00,0.0009291927209452841,79633.29129173863,79634.03124536035
hkr30c14,0.000925518130154252,79627.88896646326,79628.62594383316
hkr13c02,0.0009296217954522293,79633.28947744766,79634.02977274502
hkr13c03,0.0009307029456999495,79633.27723728975,79634.01839344471
hkr13c08,0.0009284712063560589,79633.29507925888,79634.03445833929
hkr13c09,0.0009283967767294524,79633.29406754716,79634.03338734631
hkr20c15,0.0009284859830522237,79633.29305939842,79634.03245022746
hkr26c04,0.000927954685896386,79633.29441960195,79634.03338734634
hkr20c17,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr20c16,0.0009284859596388214,79633.29506751025,79634.03445833929
hkr20c11,0.0009270426293527504,79632.98790764889,79633.7261462376
hkr20c10,0.0009278852082483732,79633.08148317893,79633.82039361913
hkr20c13,0.0009277506777420863,79632.97435813429,79633.71316044785
hkr20c12,0.0009268026555663095,79632.87671651224,79633.61476296859
hkr20c19,0.0009284859643397751,79633.29466588788,79634.03405671693
hkr26c06,0.0009176929454625677,79632.60979921908,79633.3405887679
hkr30c15,0.0009284859830704967,79633.29305939843,79634.03245022749
hkr26c07,0.000915531529991876,79631.74402406177,79632.47308446097
hkr15c03,0.0009352755752123251,79633.22500006956,79633.96979713865
sy,0.0009284859581144747,79633.29520138435,79634.03459221341
hkr23c15,0.0009284859721442423,79633.29399651728,79634.03338734634
hkr23c16,0.0009284859830704967,79633.29305939843,79634.03245022749
hkr18c19,0.0009284859643215015,79633.2946658879,79634.03405671693
hkr23c17,0.0009284859580962012,79633.29520138438,79634.03459221343
hkr37c09,0.0009285045034598044,79631.70464294765,79632.44403377672
hkr05c09,0.0009180791754603993,79633.23266996517,79633.96377280317
hkr05c08,0.0009148470927493981,79633.21556448496,79633.94409330733
hkr05c07,0.0009111882697117767,79633.19638912128,79633.92200407729
hkr05c06,0.0009080007768007678,79633.17442870511,79633.89750511305
hkr05c05,0.0009086577161160257,79633.18233955176,79633.90593918272
hkr05c04,0.0009105752913725676,79633.18897875871,79633.91410550411
hkr05c03,0.0009157545109162389,79633.20038359934,79633.92963490219
hkr05c02,0.000923971448243014,79633.25542165613,79633.99121699807
hkr05c01,0.0009277739650219576,79633.28720050889,79634.02602426964
hkr05c00,0.0009283062730581683,79633.29052505118,79634.02977274505
hkr37c10,0.0009292449586813474,79632.95991476803,79633.69990690982
hkr29c15,0.0009284859721259691,79633.29399651727,79634.03338734631
hkr05c15,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr33c06,0.0009342733340803361,79631.13135713214,79631.87533650883
hkr33c07,0.0009299854287156833,79633.14821973299,79633.88880329518
hkr33c04,0.0009398949978816608,79624.98586451692,79625.73426281028
hkr33c05,0.0009376293991267897,79627.93300544562,79628.67962735594
hkr11c19,0.0009284859643580484,79633.29466588786,79634.03405671693
hkr11c18,0.0009284859596753682,79633.29506751022,79634.03445833929
hkr35c05,0.0009337413694687004,79618.17730459904,79618.92073939991
hkr11c15,0.0009284859643397751,79633.29466588788,79634.03405671693
hkr11c14,0.0009285315876118036,79633.29396019183,79634.03338734632
hkr11c17,0.0009284859643580484,79633.29466588786,79634.03405671693
hkr11c16,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr11c11,0.0009280085916542395,79633.28701366627,79634.02602426965
hkr11c10,0.0009280417716771508,79633.29073568429,79634.02977274505
hkr11c13,0.0009286382789392987,79633.29173326318,79634.03124536038
