,percent_reduce,post,prior
hkr33c09,0.0009162217865534849,79627.67895943274,79628.40853226
hkr32c09,0.0009206264929668714,79631.0040675461,79631.73717841538
hkr32c08,0.0009252388713613802,79632.90741384432,79633.64421527529
hkr32c05,0.0009345024711438369,79630.95780929882,79631.70196952154
hkr32c04,0.0009358335812213192,79629.81923154877,79630.56444111172
hkr32c07,0.000929350019867638,79633.24618518841,79633.98626365558
hkr32c06,0.0009324897366254925,79632.25530148487,79632.99787101698
hkr32c01,0.0009291078000758151,79633.06966587924,79633.80954981527
hkr32c03,0.0009356038217926424,79630.03160300457,79630.77663159405
hkr32c02,0.0009337696095527515,79631.48960044255,79632.23318203542
hkr23c18,0.0009284859596570947,79633.29506751025,79634.0344583393
hkr23c19,0.0009284859643580482,79633.29466588788,79634.03405671695
hkr26c08,0.0009145319534449359,79630.93823584415,79631.66649287929
hkr26c09,0.0009162759500842948,79629.74805576484,79630.47769068085
ss,0.0009284859581144747,79633.29520138435,79634.03459221341
hkr23c10,0.0009256360758212092,79632.08926809827,79632.82637826742
hkr23c11,0.0009257256189799121,79632.16429947942,79632.90148164958
hkr23c12,0.0009253676398603554,79631.84971552865,79632.58660971592
hkr23c13,0.0009251590569130098,79631.64840293989,79632.38512916314
hkr23c14,0.0009275419292233563,79632.76461169313,79633.50324582544
hkr26c01,0.0009362771030159264,79632.85404403316,79633.59963519285
hkr26c02,0.0009376164657944902,79632.95324822718,79633.69990690982
hkr26c03,0.0009321611795341809,79633.23872550786,79633.98104256486
hkr28c19,0.0009284859596388214,79633.29506751025,79634.03445833929
hkr28c18,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr28c15,0.0009284859721442424,79633.29399651727,79634.03338734632
hkr28c14,0.0009238223495398608,79630.04098468243,79630.77663159407
hkr28c17,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr28c16,0.0009284859721442424,79633.29399651727,79634.03338734632
hkr28c11,0.0009192066737936042,79627.5662713525,79628.29821998396
hkr28c10,0.000918123176241921,79629.2967718918,79630.02787363295
hkr28c13,0.0009155347339372258,79622.04680443222,79622.7757786006
hkr28c12,0.0009174777736197088,79625.20251564251,79625.93306588042
hkr00c04,0.000925798618034532,79633.2711023368,79634.00835288562
hkr00c05,0.0009231678552538121,79633.25110829253,79633.98626365558
hkr00c06,0.0009232548919180445,79633.26067782953,79633.99590259233
hkr00c07,0.0009223071135800738,79633.24657269285,79633.98104256483
hkr00c00,0.000928410877056572,79633.29191435245,79634.03124536037
hkr00c01,0.000928262677788884,79633.2920323695,79634.03124536037
hkr00c02,0.000927683475504379,79633.28499673038,79634.02374840957
hkr00c03,0.0009274637256171312,79633.28945565822,79634.02803238147
hkr00c08,0.0009207286704315526,79633.23658434731,79633.96979713863
hkr00c09,0.0009219913017800246,79633.24133539798,79633.97555372585
hkr34c07,0.0009321661312514392,79631.332237973,79632.07454120148
hkr34c06,0.0009341026685355321,79628.75832865357,79629.50214995809
hkr34c05,0.0009366762272182373,79623.74501629364,79624.49083997039
hkr12c09,0.0009284890065707265,79633.29519895674,79634.03459221341
hkr12c08,0.00092848731298392,79633.29520030541,79634.03459221341
rcond15,0.0009284859721807912,79633.29399651708,79634.03338734616
hkr34c04,0.0009472246583477541,79611.21321334704,79611.96731753247
hkr12c03,0.0009287850862721645,79633.29442768502,79634.03405671693
hkr12c02,0.0009287138664329194,79633.29448440025,79634.03405671693
hkr12c01,0.0009287138664329194,79633.29448440025,79634.03405671693
hkr12c00,0.0009286792742460443,79633.2945119474,79634.03405671693
hkr36c08,0.0009303207486843621,79631.36597085246,79632.10680486468
hkr21c16,0.0009284859580962014,79633.29520138436,79634.03459221341
hkr03c18,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr03c19,0.0009284859643580484,79633.29466588786,79634.03405671693
hkr34c18,0.0009284859596570947,79633.29506751025,79634.0344583393
hkr34c19,0.0009284859580962014,79633.29520138436,79634.03459221341
hkr03c12,0.0009237122534123691,79633.25562806331,79633.99121699807
hkr03c13,0.0009234597290964461,79633.24565481924,79633.98104256485
hkr03c10,0.0009216899411423005,79633.24157538345,79633.97555372586
hkr03c11,0.0009234537655285138,79633.25583390753,79633.99121699807
hkr03c16,0.0009284859581144745,79633.29520138436,79634.03459221343
hkr03c17,0.0009284859721442424,79633.29399651727,79634.03338734632
hkr03c14,0.0009273007922792302,79633.28275789172,79634.02120480128
hkr03c15,0.0009284859596936414,79633.29506751023,79634.03445833932
hkr08c08,0.0009083614248174883,79633.19864024874,79633.92200407729
hkr08c09,0.000922532907051023,79633.26125277493,79633.99590259233
hkr01c07,0.0009226825385324749,79633.25644806637,79633.99121699807
hkr08c07,0.0009157877234968879,79633.2405190195,79633.96979713863
hkr08c00,0.0009284863576668196,79633.26092960927,79634.00032043831
hkr08c01,0.0009292733229181552,79633.20407630887,79633.94409330732
hkr08c02,0.0009314905282059828,79633.14702116372,79633.88880329517
hkr01c06,0.0009220207444873943,79633.24680073996,79633.98104256483
hkr16c14,0.0009284860845651335,79633.28435758052,79634.0237484096
hkr16c15,0.0009284859581144745,79633.29520138436,79634.03459221343
hkr16c16,0.0009284859581144745,79633.29520138436,79634.03459221343
hkr16c17,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr16c10,0.0009284410352260967,79633.29403230235,79634.03338734632
hkr16c11,0.0009283807318645421,79633.2887254092,79634.02803238147
hkr16c12,0.0009282753258429887,79633.2691300351,79634.00835288562
hkr16c13,0.0009282302004695193,79633.25671579254,79633.99590259235
hkr16c18,0.0009284859830887704,79633.2930593984,79634.03245022747
hkr16c19,0.0009284859830887704,79633.2930593984,79634.03245022747
hkr35c18,0.0009284859580962014,79633.29520138436,79634.03459221341
hkr01c09,0.0009220207444873943,79633.24680073996,79633.98104256483
hkr09c17,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr30c07,0.0009273452916607485,79633.2477816334,79633.98626365558
hkr30c06,0.0009291557397378,79633.27846939204,79634.01839344473
hkr30c05,0.0009300308468491852,79633.13921408202,79633.87983372902
hkr30c04,0.0009329118706437329,79632.57826831407,79633.32117702032
hkr30c03,0.0009320334502506112,79632.47789380976,79633.22010205862
hkr30c02,0.000931304278327793,79632.77834971208,79633.51998009064
hkr30c01,0.0009299099635411987,79632.99834220712,79633.73886427916
hkr30c00,0.0009288039457475722,79633.23591021875,79633.97555372585
hkr20c14,0.0009287130428121223,79633.26489915006,79634.00447053609
hkr30c09,0.0009212835808634347,79631.3731673396,79632.10680486468
hkr30c08,0.0009241579807724356,79632.60465089549,79633.3405887679
hkr20c02,0.0009655944791291429,79632.83069755122,79633.59963519283
hkr20c03,0.0009570981748213078,79632.93773422146,79633.69990690981
hkr20c00,0.0009378097188637556,79633.15069068274,79633.89750511305
hkr20c01,0.0009470194957506811,79633.03291147422,79633.78705896287
hkr20c08,0.0009278702474904015,79633.07065138951,79633.80954981527
hkr20c09,0.000927915139550284,79633.10234351264,79633.84127798206
hkr21c09,0.000926443126298529,79632.67779997119,79633.41555827587
hkr21c08,0.0009235340763116726,79631.67928285836,79632.41471534404
hkr21c07,0.0009263233981902474,79632.60292650125,79633.34058876788
hkr21c06,0.0009281100087590076,79633.21183021864,79633.95092088751
hkr21c01,0.0009503510125802716,79632.95636064849,79633.71316044786
hkr21c00,0.0009392518394769129,79633.10335612785,79633.8513185412
hkr21c03,0.0009686942880503956,79632.85821657458,79633.6296229961
hkr21c02,0.0009704043348823143,79632.77987792937,79633.55264537626
hkr17c13,0.0009282001330804409,79633.24710088909,79633.98626365556
hkr17c12,0.000928275325861262,79633.26913003509,79634.00835288562
hkr17c11,0.0009283355383952226,79633.28193388178,79634.02120480128
hkr17c10,0.0009284259545167874,79633.29310720158,79634.03245022747
hkr17c17,0.0009284859830887704,79633.2930593984,79634.03245022747
hkr17c16,0.0009284859643580484,79633.29466588786,79634.03405671693
hkr17c15,0.0009284859643580484,79633.29466588786,79634.03405671693
hkr17c14,0.0009284861142038448,79633.2818139722,79634.02120480126
rcond30,0.0009284863093156808,79633.26507970275,79634.00447053181
rcond31,0.0009284863093156808,79633.26507970275,79634.00447053181
hkr17c19,0.0009284859721625158,79633.29399651726,79634.03338734632
rcond33,0.0009284865824723581,79633.24165172815,79633.98104255722
rcond34,0.0009284869336740364,79633.21153004654,79633.9509208756
rcond35,0.0009284873629391664,79633.17471465789,79633.91410548697
rcond36,0.0009284883322398002,79633.09157881665,79633.83096964571
rcond37,0.0009284913916170972,79632.82918550128,79633.56857633035
hkr14c18,0.0009284859643032281,79633.2946658879,79634.03405671692
hkr14c19,0.0009284859596388214,79633.29506751025,79634.03445833929
hkr14c12,0.0009283355383769493,79633.28193388178,79634.02120480126
hkr14c13,0.0009282753258247152,79633.2691300351,79634.0083528856
hkr14c10,0.0009284561192029257,79633.29468965477,79634.03405671693
hkr14c11,0.0009284108770748453,79633.29191435245,79634.03124536038
hkr14c16,0.0009284859721076955,79633.29399651728,79634.03338734631
hkr14c17,0.0009284859830339501,79633.29305939843,79634.03245022746
hkr14c14,0.0009283656640958773,79633.28672931508,79634.02602426962
hkr14c15,0.0009284859830339501,79633.29305939843,79634.03245022746
hkr09c09,0.0009259183163477325,79633.28104748238,79634.01839344473
hkr09c08,0.000926029089653005,79633.28631418441,79634.02374840959
hkr09c03,0.0009438717489161431,79633.15429724201,79633.90593918273
hkr09c02,0.0009327517988760633,79633.18684799102,79633.9296349022
hkr09c01,0.0009296997668553926,79633.24068562876,79633.98104256485
hkr09c00,0.0009287281852100791,79633.26073703234,79634.00032043832
hkr11c08,0.0009284310115912248,79633.2951112676,79634.03445833929
hkr11c09,0.0009284189682666391,79633.29512085818,79634.03445833929
hkr11c02,0.0009281721758237018,79633.28889149077,79634.02803238145
hkr11c03,0.0009281269311729931,79633.28691942772,79634.02602426962
hkr11c00,0.0009282174247076957,79633.29059580469,79634.02977274504
hkr11c01,0.0009281721758237018,79633.28889149077,79634.02803238145
hkr30c18,0.0009284859596753679,79633.29506751025,79634.03445833932
hkr30c19,0.0009284859596753679,79633.29506751025,79634.03445833932
hkr04c19,0.0009284859580962014,79633.29520138436,79634.03459221341
hkr04c18,0.0009284859721442424,79633.29399651727,79634.03338734632
hkr04c17,0.0009284859581144745,79633.29520138436,79634.03459221343
hkr04c16,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr30c12,0.0009199720564339684,79622.2750052853,79623.00751470492
hkr04c14,0.0009270595549717142,79633.27705959194,79634.01531433992
hkr04c13,0.0009242313505869271,79633.25521468552,79633.99121699807
hkr04c12,0.0009242273656134784,79633.25990340985,79633.99590259232
hkr04c11,0.0009225961766789199,79633.24085371205,79633.97555372585
hkr04c10,0.0009200388933780025,79633.23110936412,79633.96377280317
hkr30c10,0.000918658860156456,79629.70238180674,79630.43391384327
hkr25c02,0.000943006913194539,79632.94895561447,79633.69990690982
hkr30c11,0.0009188958962496839,79627.17199540876,79627.90369294806
hkr04c15,0.0009284859830887704,79633.2930593984,79634.03245022747
hkr02c11,0.0009239904934334122,79633.25045319294,79633.98626365556
hkr02c10,0.0009225941959788111,79633.24634407772,79633.98104256485
hkr02c13,0.0009249437159748375,79633.26375075658,79634.00032043832
hkr02c12,0.0009240403287789,79633.2451924646,79633.98104256485
hkr02c15,0.0009284859971185388,79633.29185453133,79634.03124536038
hkr02c14,0.0009274465491856963,79633.28264181962,79634.02120480126
hkr02c17,0.0009284859643397751,79633.29466588788,79634.03405671693
hkr02c16,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr28c06,0.0009268030482453414,79633.1915852149,79633.92963490219
hkr28c07,0.000923227276039404,79632.64341194622,79633.37860901837
wf5_2,0.0009285804242777828,79633.29512615713,79634.03459221341
hkr28c05,0.0009286792742460446,79633.29451194739,79634.03405671692
hkr28c02,0.0009338539607201848,79632.82491516246,79633.56857639668
hkr28c03,0.0009333719637926797,79633.008035464,79633.75131457248
hkr28c00,0.0009304398009915863,79633.04611451304,79633.78705896287
hkr28c01,0.0009328815959198743,79632.84135261737,79633.58423966891
hkr37c11,0.0009272744698401571,79632.4178261753,79633.15624410268
hkr30c16,0.0009284859830704967,79633.29305939843,79634.03245022749
hkr25c08,0.000906946397597928,79629.88520777925,79630.60741470459
hkr31c13,0.0009175350648924771,79614.87752314396,79615.60802426471
hkr30c17,0.0009284859830704967,79633.29305939843,79634.03245022749
hkr29c05,0.000927584324755238,79633.24237023952,79633.98104256485
hkr29c04,0.0009311393558902338,79633.12909410494,79633.87059641468
hkr29c07,0.0009253590713188089,79632.93569917584,79633.67259658904
hkr29c06,0.0009265019792794773,79633.15099373924,79633.88880329518
hkr29c01,0.0009308490990270957,79632.93132726515,79633.67259658904
hkr29c00,0.0009296066020563065,79633.11103700186,79633.85131854119
hkr29c03,0.0009322752259047931,79632.9575016541,79633.69990690981
hkr29c02,0.000932304713349011,79632.76081892126,79633.50324582543
hkr29c09,0.0009209848294006407,79631.2094109534,79631.94280906602
hkr29c08,0.0009236181481163162,79632.42073781967,79633.15624410266
hkr12c10,0.0009283079350859959,79633.29320118521,79634.03245022747
rch_2,0.002717351796320661,79631.87065534394,79634.03459221341
rch_1,0.016626328753297146,4446.36880743259,4447.108198261648
hkr12c13,0.000928486057993392,79633.28663344058,79634.02602426964
hkr12c14,0.0009284859721442424,79633.29399651727,79634.03338734632
hkr12c15,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr12c16,0.0009284859596388214,79633.29506751025,79634.03445833929
hkr12c17,0.0009284859721442424,79633.29399651727,79634.03338734632
hkr12c18,0.0009284859580962014,79633.29520138436,79634.03459221341
hkr18c09,0.0009284860345982593,79633.28864155241,79634.02803238148
hkr27c19,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr36c15,0.0009284859830704969,79633.29305939842,79634.03245022747
rcond38,0.0009285796602299961,79625.2594061013,79625.99879693038
hkr12c12,0.0009283355383952226,79633.28193388178,79634.02120480128
hkr18c01,0.000941955171642038,79633.12048105222,79633.87059641468
hkr37c08,0.0009285465387985534,79628.0996806056,79628.83907143469
hkr24c04,0.0009057911279269136,79633.00483101133,79633.7261462376
hkr05c10,0.0009220809467084362,79633.25197384112,79633.98626365556
hkr05c11,0.000923971448243014,79633.25542165613,79633.99121699807
rcond39,0.0009284859581144747,79633.29520138435,79634.03459221341
hkr05c13,0.0009247532800439244,79633.25479905226,79633.99121699807
hkr05c14,0.0009275521087747988,79633.285101343,79634.02374840959
hkr18c03,0.0009434663439435148,79633.10977267427,79633.86109135205
hkr05c16,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr05c17,0.0009284859721442427,79633.29399651726,79634.03338734631
hkr05c18,0.0009284859971185389,79633.29185453132,79634.03124536037
hkr05c19,0.0009284859830887704,79633.2930593984,79634.03245022747
hkr18c02,0.0009514141158200691,79633.00585025064,79633.76349711751
hkr39c13,0.0009290131540366421,79588.10451907772,79588.84390990679
hkr39c12,0.0009290407437512336,79585.74097146398,79586.48036229306
hkr39c11,0.0009290690383520088,79583.31718049562,79584.05657132469
hkr39c10,0.0009286849350541853,79616.23307848145,79616.97246931052
hkr22c17,0.0009284859721625158,79633.29399651726,79634.03338734632
hkr22c16,0.0009284859643397752,79633.29466588786,79634.03405671692
hkr22c15,0.0009284859596753682,79633.29506751022,79634.03445833929
hkr22c14,0.0009278104367094438,79633.02464674863,79633.7634971175
hkr22c13,0.0009259048020757535,79632.30713302855,79633.04445921123
hkr22c12,0.0009259944420472571,79632.37493519661,79633.11233339085
hkr22c11,0.0009263233982085208,79632.60292650125,79633.3405887679
hkr22c10,0.0009262336398138241,79632.5439600381,79633.28155028031
hkr22c19,0.0009284859596936414,79633.29506751023,79634.03445833932
hkr22c18,0.0009284859581327481,79633.29520138435,79634.03459221343
hkr07c05,0.0008541993774739757,79632.88834694964,79633.56857639668
hkr07c04,0.0008310687946401636,79632.78962777542,79633.4514365404
hkr07c07,0.0008414424906263191,79632.83317569234,79633.50324582543
hkr07c06,0.000848695138735755,79632.84413427777,79633.51998009064
hkr07c01,0.0009263914549120082,79633.24332016926,79633.98104256485
wf1_2,0.0009284862665161207,79633.29520113875,79634.03459221341
hkr07c03,0.000727755956785619,79632.29718193322,79632.87671493707
hkr07c02,0.0009137152993298329,79633.12369185821,79633.85131854116
hkr07c09,0.000919755400867907,79633.24860472328,79633.98104256485
hkr07c08,0.0009016270173643263,79633.15259592241,79633.87059641468
hkr28c08,0.0009206049907566007,79631.8255287156,79632.55863002462
hkr28c09,0.0009198507153828854,79630.5260897296,79631.2585784313
hkr02c19,0.0009284859830522234,79633.29305939843,79634.03245022747
hkr02c18,0.0009284859596570947,79633.29506751025,79634.0344583393
hkr28c04,0.0009317716002194825,79633.19499156979,79633.93699797888
hkr38c09,0.0009285343108492216,79629.14831659867,79629.88770742773
hkr13c01,0.0009294256646206025,79633.28963363454,79634.02977274502
hkr38c07,0.0009286696319937078,79617.54504487161,79618.28443570068
hkr38c06,0.0009286860515727281,79616.13735848443,79616.8767493135
hkr38c05,0.0009238362124979125,79619.67586554862,79620.41142774193
hkr34c14,0.0009286559705344884,79618.71630955998,79619.45570038905
hkr34c15,0.0009284859830887703,79633.29305939842,79634.03245022749
hkr34c16,0.0009284859596570947,79633.29506751025,79634.0344583393
hkr34c17,0.0009284859596570947,79633.29506751025,79634.0344583393
hkr35c08,0.0009294129546847644,79632.79632220353,79633.53644660754
hkr35c09,0.0009269194862517723,79631.82050032126,79632.5586300246
hkr36c13,0.0009152326598250401,79504.73422603212,79505.46188598564
hkr35c04,0.0009326959030114892,79623.46009118434,79624.20274286113
hkr34c10,0.0009156376410373269,79607.7398600109,79608.46878511655
hkr35c06,0.0009374563771348633,79621.87352179491,79622.61994912327
hkr35c07,0.0009351538301741252,79626.92771723833,79627.67235846627
hkr34c11,0.000929170514600805,79574.62567090907,79575.3650617381
hkr34c12,0.0009287587637543102,79609.90417939049,79610.64357021953
hkr06c08,0.0009057673185520293,79633.17620729496,79633.89750511305
hkr06c09,0.0009143078170944185,79633.20889866786,79633.93699797889
hkr06c06,0.0008823698928144314,79633.03620014292,79633.73886427918
hkr06c07,0.0008917713047410018,79633.09939835283,79633.80954981527
hkr06c04,0.0008871946440026477,79633.06890532406,79633.77541191434
hkr06c05,0.0008820320468810285,79633.02375125287,79633.7261462376
hkr06c02,0.0009178457244549666,79633.18318902828,79633.91410550411
hkr06c03,0.0008929248712766773,79633.07598907228,79633.78705896287
hkr06c00,0.0009281269312278134,79633.28691942769,79634.02602426964
hkr06c01,0.0009267078875060871,79633.25792807117,79633.99590259233
hkr21c18,0.0009284859721625158,79633.29399651726,79634.03338734632
hkr21c19,0.0009284859830887704,79633.2930593984,79634.03245022747
rcond06,0.000928485983052227,79633.29305939813,79634.03245022717
hkr21c17,0.0009284859596570948,79633.29506751023,79634.03445833929
hkr21c14,0.0009284876579122652,79633.14941246613,79633.88880329518
hkr21c15,0.0009284859721442424,79633.29399651727,79634.03338734632
hkr21c12,0.0009265030119375881,79632.71363021435,79633.45143654042
hkr21c13,0.0009275121597631675,79632.73036394238,79633.46897405035
hkr21c10,0.0009268026555480359,79632.87671651226,79633.61476296859
hkr21c11,0.0009266527888109851,79632.79852022123,79633.53644660754
hkr17c00,0.0009347531815875687,79633.2130997683,79633.95748071947
hkr17c01,0.0009376389833499992,79633.19031914162,79633.93699797889
hkr17c02,0.0009430554613852896,79633.11960484891,79633.87059641468
hkr17c03,0.000941194965868478,79633.13929314265,79633.8888032952
hkr27c11,0.0009202737352093546,79628.81847191461,79629.55128176052
wf2_2,0.0009289315443117836,79633.29484654608,79634.03459221341
wf2_1,0.0009321995705686985,79316.05632525346,79316.79571608252
hkr17c08,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr17c09,0.0009284859580962014,79633.29520138436,79634.03459221341
rcond27,0.0009284860845468782,79633.28435757897,79634.02374840804
rcond26,0.0009284860845468782,79633.28435757897,79634.02374840804
rcond25,0.0009284860845468782,79633.28435757897,79634.02374840804
rcond24,0.0009284860845468782,79633.28435757897,79634.02374840804
rcond23,0.0009284860845468782,79633.28435757897,79634.02374840804
rcond22,0.0009284860845468782,79633.28435757897,79634.02374840804
rcond21,0.0009284859830705004,79633.29305939811,79634.03245022717
rcond20,0.0009284859830705004,79633.29305939811,79634.03245022717
rcond29,0.0009284862640497327,79633.26896205281,79634.00835288188
rcond28,0.0009284860845468782,79633.28435757897,79634.02374840804
hkr31c07,0.0009279482662661174,79633.28478586685,79634.02374840959
hkr31c17,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr31c16,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr31c15,0.0009284859830704969,79633.29305939842,79634.03245022747
hkr31c14,0.0009252874549406804,79626.9938083071,79627.73059370894
rcond00,0.0009284859580779278,79633.29520138438,79634.03459221341
hkr31c12,0.0009202054465122278,79622.88099589666,79623.6136967266
hkr31c11,0.0009206299524474769,79629.20160021451,79629.93469724445
hkr31c10,0.0009194333389029918,79630.24997457273,79630.98212837051
hkr31c19,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr31c18,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr25c01,0.0009395683580936535,79632.86655072188,79633.6147629686
hkr26c00,0.0009325807065253738,79633.02084800325,79633.7634971175
hkr10c01,0.0009289707220938754,79633.26054389053,79634.00032043834
hkr10c00,0.0009284860580116654,79633.28663344058,79634.02602426965
hkr10c03,0.0009304056691997926,79633.25029782919,79633.99121699808
hkr10c02,0.0009292593150227489,79633.2558962675,79633.99590259235
hkr10c09,0.0009279162500010191,79633.29351309985,79634.03245022749
hkr10c08,0.0009279701694901918,79633.29347016159,79634.03245022749
hkr24c18,0.0009284859643580482,79633.29466588788,79634.03405671695
hkr20c18,0.0009284859596753681,79633.29506751023,79634.0344583393
hkr24c16,0.0009284859580962014,79633.29520138436,79634.03459221341
hkr35c12,0.0009202872074904161,79588.42204906105,79589.15449786844
hkr26c05,0.0009230580578991238,79633.15373626778,79633.8888032952
