name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
KR06C05,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C06,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C07,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C08,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C09,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C10,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C11,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C12,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C13,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C14,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C15,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C16,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C17,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C18,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C19,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C20,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C21,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C22,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C23,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C24,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C25,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C26,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C27,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C28,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C29,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C30,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C31,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR06C32,2.30103,0.5,1.30103,3.30103,2.30103,0.499999,1.30103,3.30103
KR06C33,2.30103,0.5,1.30103,3.30103,2.30103,0.499995,1.30104,3.30102
KR06C34,2.30103,0.5,1.30103,3.30103,2.30103,0.499971,1.30109,3.30097
KR06C35,2.30103,0.5,1.30103,3.30103,2.30103,0.499966,1.3011,3.30096
KR06C36,2.30103,0.5,1.30103,3.30103,2.30103,0.499884,1.30126,3.3008
KR06C37,2.30103,0.5,1.30103,3.30103,2.30103,0.499866,1.3013,3.30076
KR06C38,2.30103,0.5,1.30103,3.30103,2.30103,0.499899,1.30123,3.30083
KR06C39,2.30103,0.5,1.30103,3.30103,2.30103,0.499874,1.30128,3.30078
KR06C40,2.30103,0.5,1.30103,3.30103,2.30103,0.499879,1.30127,3.30079
KR06C41,2.30103,0.5,1.30103,3.30103,2.30103,0.499847,1.30134,3.30072
KR06C42,2.30103,0.5,1.30103,3.30103,2.30103,0.499834,1.30136,3.3007
KR06C43,2.30103,0.5,1.30103,3.30103,2.30103,0.499865,1.3013,3.30076
KR06C44,2.30103,0.5,1.30103,3.30103,2.30103,0.499839,1.30135,3.30071
KR06C45,2.30103,0.5,1.30103,3.30103,2.30103,0.499847,1.30134,3.30072
KR06C46,2.30103,0.5,1.30103,3.30103,2.30103,0.499816,1.3014,3.30066
KR06C47,2.30103,0.5,1.30103,3.30103,2.30103,0.499805,1.30142,3.30064
KR06C48,2.30103,0.5,1.30103,3.30103,2.30103,0.49984,1.30135,3.30071
KR06C49,2.30103,0.5,1.30103,3.30103,2.30103,0.499825,1.30138,3.30068
KR06C50,2.30103,0.5,1.30103,3.30103,2.30103,0.499851,1.30133,3.30073
KR06C51,2.30103,0.5,1.30103,3.30103,2.30103,0.499819,1.30139,3.30067
KR06C52,2.30103,0.5,1.30103,3.30103,2.30103,0.499845,1.30134,3.30072
KR06C53,2.30103,0.5,1.30103,3.30103,2.30103,0.499862,1.30131,3.30075
KR06C54,2.30103,0.5,1.30103,3.30103,2.30103,0.499664,1.3017,3.30036
KR06C55,2.30103,0.5,1.30103,3.30103,2.30103,0.499334,1.30236,3.2997
KR06C56,2.30103,0.5,1.30103,3.30103,2.30103,0.498673,1.30368,3.29838
KR06C57,2.30103,0.5,1.30103,3.30103,2.30103,0.498659,1.30371,3.29835
KR06C58,2.30103,0.5,1.30103,3.30103,2.30103,0.499074,1.30288,3.29918
KR06C59,2.30103,0.5,1.30103,3.30103,2.30103,0.499587,1.30186,3.3002
KR06C60,2.30103,0.5,1.30103,3.30103,2.30103,0.49992,1.30119,3.30087
KR07C01,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C02,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C03,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C04,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C05,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C06,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C07,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C08,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C09,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C10,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C11,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C12,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C13,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C14,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C15,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C16,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C17,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C18,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C19,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C20,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C21,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C22,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C23,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C24,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C25,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C26,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C27,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C28,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C29,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C30,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR07C31,2.30103,0.5,1.30103,3.30103,2.30103,0.499999,1.30103,3.30103
KR07C32,2.30103,0.5,1.30103,3.30103,2.30103,0.499998,1.30103,3.30103
KR07C33,2.30103,0.5,1.30103,3.30103,2.30103,0.499996,1.30104,3.30102
KR07C34,2.30103,0.5,1.30103,3.30103,2.30103,0.499984,1.30106,3.301
KR07C35,2.30103,0.5,1.30103,3.30103,2.30103,0.499983,1.30106,3.301
KR07C36,2.30103,0.5,1.30103,3.30103,2.30103,0.499924,1.30118,3.30088
KR07C37,2.30103,0.5,1.30103,3.30103,2.30103,0.499888,1.30125,3.30081
KR07C38,2.30103,0.5,1.30103,3.30103,2.30103,0.499899,1.30123,3.30083
KR07C39,2.30103,0.5,1.30103,3.30103,2.30103,0.499889,1.30125,3.30081
KR07C40,2.30103,0.5,1.30103,3.30103,2.30103,0.499903,1.30122,3.30084
KR07C41,2.30103,0.5,1.30103,3.30103,2.30103,0.49988,1.30127,3.30079
KR07C42,2.30103,0.5,1.30103,3.30103,2.30103,0.499852,1.30133,3.30073
KR07C43,2.30103,0.5,1.30103,3.30103,2.30103,0.499863,1.3013,3.30076
KR07C44,2.30103,0.5,1.30103,3.30103,2.30103,0.499851,1.30133,3.30073
KR07C45,2.30103,0.5,1.30103,3.30103,2.30103,0.499864,1.3013,3.30076
KR07C46,2.30103,0.5,1.30103,3.30103,2.30103,0.499845,1.30134,3.30072
KR07C47,2.30103,0.5,1.30103,3.30103,2.30103,0.499813,1.3014,3.30066
KR07C48,2.30103,0.5,1.30103,3.30103,2.30103,0.499823,1.30138,3.30068
KR07C49,2.30103,0.5,1.30103,3.30103,2.30103,0.499814,1.3014,3.30066
KR07C50,2.30103,0.5,1.30103,3.30103,2.30103,0.49983,1.30137,3.30069
KR07C51,2.30103,0.5,1.30103,3.30103,2.30103,0.499847,1.30134,3.30072
KR07C52,2.30103,0.5,1.30103,3.30103,2.30103,0.499858,1.30131,3.30075
KR07C53,2.30103,0.5,1.30103,3.30103,2.30103,0.499851,1.30133,3.30073
KR07C54,2.30103,0.5,1.30103,3.30103,2.30103,0.499536,1.30196,3.3001
KR07C55,2.30103,0.5,1.30103,3.30103,2.30103,0.498896,1.30324,3.29882
KR07C56,2.30103,0.5,1.30103,3.30103,2.30103,0.498394,1.30424,3.29782
KR07C57,2.30103,0.5,1.30103,3.30103,2.30103,0.498772,1.30349,3.29857
KR07C58,2.30103,0.5,1.30103,3.30103,2.30103,0.499574,1.30188,3.30018
KR07C59,2.30103,0.5,1.30103,3.30103,2.30103,0.4999,1.30123,3.30083
KR07C60,2.30103,0.5,1.30103,3.30103,2.30103,0.499964,1.3011,3.30096
KR08C01,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C02,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C03,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C04,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C05,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C06,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C07,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C08,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C09,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C10,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C11,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C12,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C13,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C14,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C15,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C16,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C17,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C18,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C19,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C20,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C21,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C22,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C23,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C24,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C25,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C26,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C27,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C28,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR08C29,2.30103,0.5,1.30103,3.30103,2.30103,0.499999,1.30103,3.30103
KR08C30,2.30103,0.5,1.30103,3.30103,2.30103,0.499999,1.30103,3.30103
KR08C31,2.30103,0.5,1.30103,3.30103,2.30103,0.499998,1.30103,3.30103
KR08C32,2.30103,0.5,1.30103,3.30103,2.30103,0.499996,1.30104,3.30102
KR08C33,2.30103,0.5,1.30103,3.30103,2.30103,0.499995,1.30104,3.30102
KR08C34,2.30103,0.5,1.30103,3.30103,2.30103,0.499994,1.30104,3.30102
KR08C35,2.30103,0.5,1.30103,3.30103,2.30103,0.499988,1.30105,3.30101
KR08C36,2.30103,0.5,1.30103,3.30103,2.30103,0.499953,1.30112,3.30094
KR08C37,2.30103,0.5,1.30103,3.30103,2.30103,0.499912,1.30121,3.30085
KR08C38,2.30103,0.5,1.30103,3.30103,2.30103,0.499898,1.30123,3.30083
KR08C39,2.30103,0.5,1.30103,3.30103,2.30103,0.499901,1.30123,3.30083
KR08C40,2.30103,0.5,1.30103,3.30103,2.30103,0.499913,1.3012,3.30086
KR08C41,2.30103,0.5,1.30103,3.30103,2.30103,0.499899,1.30123,3.30083
KR08C42,2.30103,0.5,1.30103,3.30103,2.30103,0.499869,1.30129,3.30077
KR08C43,2.30103,0.5,1.30103,3.30103,2.30103,0.499858,1.30131,3.30075
KR08C44,2.30103,0.5,1.30103,3.30103,2.30103,0.499861,1.30131,3.30075
KR08C45,2.30103,0.5,1.30103,3.30103,2.30103,0.499872,1.30129,3.30077
KR08C46,2.30103,0.5,1.30103,3.30103,2.30103,0.499853,1.30132,3.30074
KR08C47,2.30103,0.5,1.30103,3.30103,2.30103,0.499817,1.3014,3.30066
KR08C48,2.30103,0.5,1.30103,3.30103,2.30103,0.499798,1.30143,3.30063
KR08C49,2.30103,0.5,1.30103,3.30103,2.30103,0.499788,1.30145,3.30061
KR08C50,2.30103,0.5,1.30103,3.30103,2.30103,0.499781,1.30147,3.30059
KR08C51,2.30103,0.5,1.30103,3.30103,2.30103,0.499756,1.30152,3.30054
KR08C52,2.30103,0.5,1.30103,3.30103,2.30103,0.499776,1.30148,3.30058
KR08C53,2.30103,0.5,1.30103,3.30103,2.30103,0.499844,1.30134,3.30072
KR08C54,2.30103,0.5,1.30103,3.30103,2.30103,0.499561,1.30191,3.30015
KR08C55,2.30103,0.5,1.30103,3.30103,2.30103,0.49847,1.30409,3.29797
KR08C56,2.30103,0.5,1.30103,3.30103,2.30103,0.49858,1.30387,3.29819
KR08C57,2.30103,0.5,1.30103,3.30103,2.30103,0.499622,1.30179,3.30027
KR08C58,2.30103,0.5,1.30103,3.30103,2.30103,0.499914,1.3012,3.30086
KR08C59,2.30103,0.5,1.30103,3.30103,2.30103,0.499917,1.3012,3.30086
KR08C60,2.30103,0.5,1.30103,3.30103,2.30103,0.49993,1.30117,3.30089
KR09C01,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C02,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C03,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C04,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C05,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C06,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C07,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C08,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C09,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C10,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C11,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C12,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C13,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C14,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C15,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C16,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C17,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C18,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C19,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C20,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C21,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C22,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C23,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C24,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C25,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C26,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C27,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR09C28,2.30103,0.5,1.30103,3.30103,2.30103,0.499999,1.30103,3.30103
KR09C29,2.30103,0.5,1.30103,3.30103,2.30103,0.499999,1.30103,3.30103
KR09C30,2.30103,0.5,1.30103,3.30103,2.30103,0.499998,1.30103,3.30103
KR09C31,2.30103,0.5,1.30103,3.30103,2.30103,0.499996,1.30104,3.30102
KR09C32,2.30103,0.5,1.30103,3.30103,2.30103,0.499992,1.30105,3.30101
KR09C33,2.30103,0.5,1.30103,3.30103,2.30103,0.499985,1.30106,3.301
KR09C34,2.30103,0.5,1.30103,3.30103,2.30103,0.499975,1.30108,3.30098
KR09C35,2.30103,0.5,1.30103,3.30103,2.30103,0.499984,1.30106,3.301
KR09C36,2.30103,0.5,1.30103,3.30103,2.30103,0.49993,1.30117,3.30089
KR09C37,2.30103,0.5,1.30103,3.30103,2.30103,0.499868,1.30129,3.30077
KR09C38,2.30103,0.5,1.30103,3.30103,2.30103,0.499864,1.3013,3.30076
KR09C39,2.30103,0.5,1.30103,3.30103,2.30103,0.499865,1.3013,3.30076
KR09C40,2.30103,0.5,1.30103,3.30103,2.30103,0.499897,1.30124,3.30082
KR09C41,2.30103,0.5,1.30103,3.30103,2.30103,0.499876,1.30128,3.30078
KR09C42,2.30103,0.5,1.30103,3.30103,2.30103,0.499826,1.30138,3.30068
KR09C43,2.30103,0.5,1.30103,3.30103,2.30103,0.499823,1.30138,3.30068
KR09C44,2.30103,0.5,1.30103,3.30103,2.30103,0.499821,1.30139,3.30067
KR09C45,2.30103,0.5,1.30103,3.30103,2.30103,0.499849,1.30133,3.30073
KR09C46,2.30103,0.5,1.30103,3.30103,2.30103,0.499817,1.3014,3.30066
KR09C47,2.30103,0.5,1.30103,3.30103,2.30103,0.49975,1.30153,3.30053
KR09C48,2.30103,0.5,1.30103,3.30103,2.30103,0.499722,1.30159,3.30047
KR09C49,2.30103,0.5,1.30103,3.30103,2.30103,0.499685,1.30166,3.3004
KR09C50,2.30103,0.5,1.30103,3.30103,2.30103,0.499651,1.30173,3.30033
KR09C51,2.30103,0.5,1.30103,3.30103,2.30103,0.499543,1.30194,3.30012
KR09C52,2.30103,0.5,1.30103,3.30103,2.30103,0.499504,1.30202,3.30004
KR09C53,2.30103,0.5,1.30103,3.30103,2.30103,0.499711,1.30161,3.30045
KR09C54,2.30103,0.5,1.30103,3.30103,2.30103,0.499838,1.30135,3.30071
KR09C55,2.30103,0.5,1.30103,3.30103,2.30103,0.499502,1.30203,3.30003
KR09C56,2.30103,0.5,1.30103,3.30103,2.30103,0.499742,1.30155,3.30051
KR09C57,2.30103,0.5,1.30103,3.30103,2.30103,0.499889,1.30125,3.30081
KR09C58,2.30103,0.5,1.30103,3.30103,2.30103,0.499748,1.30153,3.30053
KR09C59,2.30103,0.5,1.30103,3.30103,2.30103,0.499515,1.302,3.30006
KR09C60,2.30103,0.5,1.30103,3.30103,2.30103,0.499688,1.30165,3.30041
KR10C01,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C02,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C03,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C04,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C05,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C06,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C07,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C08,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C09,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C10,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C11,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C12,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C13,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C14,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C15,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C16,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C17,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C18,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C19,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C20,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C21,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C22,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C23,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C24,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C25,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C26,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C27,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C28,2.30103,0.5,1.30103,3.30103,2.30103,0.499999,1.30103,3.30103
KR10C29,2.30103,0.5,1.30103,3.30103,2.30103,0.499998,1.30103,3.30103
KR10C30,2.30103,0.5,1.30103,3.30103,2.30103,0.499997,1.30104,3.30102
KR10C31,2.30103,0.5,1.30103,3.30103,2.30103,0.499994,1.30104,3.30102
KR10C32,2.30103,0.5,1.30103,3.30103,2.30103,0.499986,1.30106,3.301
KR10C33,2.30103,0.5,1.30103,3.30103,2.30103,0.499963,1.3011,3.30096
KR10C34,2.30103,0.5,1.30103,3.30103,2.30103,0.499896,1.30124,3.30082
KR10C35,2.30103,0.5,1.30103,3.30103,2.30103,0.49992,1.30119,3.30087
KR10C36,2.30103,0.5,1.30103,3.30103,2.30103,0.499803,1.30142,3.30064
KR10C37,2.30103,0.5,1.30103,3.30103,2.30103,0.499731,1.30157,3.30049
KR10C38,2.30103,0.5,1.30103,3.30103,2.30103,0.499794,1.30144,3.30062
KR10C39,2.30103,0.5,1.30103,3.30103,2.30103,0.49975,1.30153,3.30053
KR10C40,2.30103,0.5,1.30103,3.30103,2.30103,0.499805,1.30142,3.30064
KR10C41,2.30103,0.5,1.30103,3.30103,2.30103,0.499762,1.30151,3.30055
KR10C42,2.30103,0.5,1.30103,3.30103,2.30103,0.499697,1.30164,3.30042
KR10C43,2.30103,0.5,1.30103,3.30103,2.30103,0.499754,1.30152,3.30054
KR10C44,2.30103,0.5,1.30103,3.30103,2.30103,0.499701,1.30163,3.30043
KR10C45,2.30103,0.5,1.30103,3.30103,2.30103,0.499741,1.30155,3.30051
KR10C46,2.30103,0.5,1.30103,3.30103,2.30103,0.499666,1.3017,3.30036
KR10C47,2.30103,0.5,1.30103,3.30103,2.30103,0.499557,1.30192,3.30014
KR10C48,2.30103,0.5,1.30103,3.30103,2.30103,0.499568,1.30189,3.30017
KR10C49,2.30103,0.5,1.30103,3.30103,2.30103,0.499488,1.30205,3.30001
KR10C50,2.30103,0.5,1.30103,3.30103,2.30103,0.499466,1.3021,3.29996
KR10C51,2.30103,0.5,1.30103,3.30103,2.30103,0.499272,1.30249,3.29957
KR10C52,2.30103,0.5,1.30103,3.30103,2.30103,0.499138,1.30275,3.29931
KR10C53,2.30103,0.5,1.30103,3.30103,2.30103,0.499366,1.3023,3.29976
KR10C54,2.30103,0.5,1.30103,3.30103,2.30103,0.499828,1.30137,3.30069
KR10C55,2.30103,0.5,1.30103,3.30103,2.30103,0.499137,1.30276,3.2993
KR10C56,2.30103,0.5,1.30103,3.30103,2.30103,0.496245,1.30854,3.29352
KR10C57,2.30103,0.5,1.30103,3.30103,2.30103,0.49619,1.30865,3.29341
KR10C58,2.30103,0.5,1.30103,3.30103,2.30103,0.497408,1.30621,3.29585
KR10C59,2.30103,0.5,1.30103,3.30103,2.30103,0.498348,1.30433,3.29773
KR10C60,2.30103,0.5,1.30103,3.30103,2.30103,0.499302,1.30243,3.29963
