       parameter            eig1            eig2            eig3            eig4            eig5 identifiability     sqrt(ident)
 kr10c05          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 kr10c06          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 kr10c07          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 kr10c08          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 kr10c09          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 kr10c10          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 kr10c11          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 kr10c12          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 kr10c13         5.2294929E-32   9.3294446E-30   9.1192631E-29   1.4193587E-28   5.8779961E-27   6.1205063E-27   7.8233665E-14
 kr10c14         1.6958860E-12   5.5336633E-10   8.5016886E-10   9.6737956E-09   7.0476180E-10   1.1783789E-08   1.0855316E-04
 kr10c15         1.6958860E-12   5.5336633E-10   8.5016886E-10   9.6737956E-09   7.0476180E-10   1.1783789E-08   1.0855316E-04
 kr10c16         1.2390252E-19   3.2356431E-14   5.6794350E-12   8.2679749E-11   1.4062219E-10   2.2901373E-10   1.5133200E-05
 kr10c17         1.2390252E-19   3.2356431E-14   5.6794350E-12   8.2679749E-11   1.4062219E-10   2.2901373E-10   1.5133200E-05
 kr10c18         2.5899725E-14   9.8636646E-12   1.6591814E-11   8.2919446E-11   1.3590862E-10   2.4530945E-10   1.5662358E-05
 kr10c19         5.9537252E-12   1.4393567E-09   2.9094468E-09   3.0910171E-08   2.7569250E-09   3.8021854E-08   1.9499193E-04
 kr10c20         2.5313572E-12   4.2795781E-10   3.6204281E-10   2.2825202E-09   2.1945175E-09   5.2695697E-09   7.2591802E-05
 kr10c21         3.0970449E-12   5.6124761E-10   5.8911614E-10   4.6906507E-09   3.7680841E-09   9.6121956E-09   9.8041805E-05
 kr10c22         1.5520404E-11   3.7408909E-09   3.8482000E-09   1.1190362E-08   6.6901693E-09   2.5485142E-08   1.5964067E-04
 kr10c23         8.3921683E-12   2.0202681E-09   3.3788064E-09   2.5617191E-08   1.7025993E-08   4.8050650E-08   2.1920459E-04
 kr10c24         3.3549774E-11   9.5552331E-09   1.4893496E-08   1.1825140E-07   3.3572390E-08   1.7630607E-07   4.1988817E-04
 kr10c25         8.6022428E-11   2.4965255E-08   2.5050205E-08   2.8315023E-07   3.9826738E-08   3.7307845E-07   6.1080148E-04
 kr10c26         1.9293139E-10   2.6646567E-08   6.8507510E-08   5.1550852E-07   4.1538296E-08   6.5239382E-07   8.0770900E-04
 kr10c27         2.7623528E-10   4.2706739E-08   9.8732507E-08   8.8249091E-07   8.9457653E-08   1.1136640E-06   1.0553028E-03
 kr10c28         5.0316676E-10   9.1732525E-08   1.4944732E-07   1.7626596E-06   1.8619143E-07   2.1905340E-06   1.4800453E-03
 kr10c29         9.2715431E-10   1.9706652E-07   3.5094519E-07   3.8115685E-06   5.0450433E-07   4.8650117E-06   2.2056771E-03
 kr10c30         1.9019871E-09   4.4984238E-07   6.8239596E-07   7.9962338E-06   1.2191494E-06   1.0349523E-05   3.2170675E-03
 kr10c31         4.4258864E-09   1.1164565E-06   1.3960466E-06   1.7323837E-05   2.5376416E-06   2.2378408E-05   4.7305822E-03
 kr10c32         1.1378887E-08   2.8222694E-06   3.7204551E-06   4.5344959E-05   5.7585217E-06   5.7657584E-05   7.5932591E-03
 kr10c33         3.5882151E-08   9.3160372E-06   1.3239234E-05   1.5859896E-04   1.9395694E-05   2.0058581E-04   1.4162832E-02
 kr10c34         1.2248169E-07   3.4033865E-05   4.9511997E-05   5.7682480E-04   6.1643426E-05   7.2213657E-04   2.6872599E-02
 kr10c35         2.3679257E-08   4.6438960E-06   5.4431630E-06   7.0363233E-05   1.6614599E-05   9.7088570E-05   9.8533532E-03
 kr10c36         1.2852769E-06   4.5649891E-04   7.3378312E-04   8.2328504E-03   4.9149264E-04   9.9159103E-03   9.9578664E-02
 kr10c37         1.7048607E-06   6.1396254E-04   1.0199098E-03   1.1491726E-02   6.9070326E-04   1.3818007E-02   0.1175500    
 kr10c38         1.1644419E-06   4.4956018E-04   8.4296834E-04   9.5577301E-03   5.6968862E-04   1.1421112E-02   0.1068696    
 kr10c39         7.4229049E-07   3.2856211E-04   7.9073228E-04   9.2725328E-03   5.9623082E-04   1.0988800E-02   0.1048275    
 kr10c40         9.3544203E-07   4.1612815E-04   7.4370626E-04   7.8826527E-03   3.6603205E-04   9.4094546E-03   9.7002343E-02
 kr10c41         3.8093375E-06   1.3640629E-03   5.6331235E-04   3.0378272E-03   2.9501240E-05   4.9985131E-03   7.0700163E-02
 kr10c42         4.1774400E-06   1.5750368E-03   6.2200731E-04   2.6006361E-03   8.1365984E-05   4.8832237E-03   6.9880066E-02
 kr10c43         3.2741236E-06   1.4417716E-03   8.7471210E-04   3.5394349E-03   2.2167042E-05   5.8813598E-03   7.6690024E-02
 kr10c44         2.4910676E-06   1.3885500E-03   1.4653701E-03   5.1161700E-03   2.5877204E-07   7.9728399E-03   8.9290761E-02
 kr10c45         2.4538191E-06   1.6053176E-03   1.8165180E-03   1.8094855E-03   2.5074299E-04   5.4845178E-03   7.4057530E-02
 kr10c46         4.6283082E-06   2.5507874E-03   6.7210656E-04   9.5397552E-03   2.7037113E-03   1.5470989E-02   0.1243824    
 kr10c47         4.1274724E-06   3.0095881E-03   1.1392894E-03   1.6362924E-02   5.3760321E-03   2.5891961E-02   0.1609098    
 kr10c48         2.6091445E-06   3.3620978E-03   2.0508712E-03   1.3695519E-02   7.3021140E-03   2.6413211E-02   0.1625214    
 kr10c49         1.2211402E-06   3.9912058E-03   2.5075312E-03   1.1428489E-02   8.7222821E-03   2.6650729E-02   0.1632505    
 kr10c50         3.2698871E-07   5.0543577E-03   1.5335633E-03   1.3562919E-02   1.2546687E-02   3.2697854E-02   0.1808255    
 kr10c51         1.6790556E-08   6.7550282E-03   6.7503432E-08   3.0052298E-02   2.5584087E-02   6.2391498E-02   0.2497829    
 kr10c52         7.6784194E-07   8.5299358E-03   1.8574354E-04   2.9082497E-02   3.1679922E-02   6.9478866E-02   0.2635884    
 kr10c53         1.8963845E-06   6.7156583E-03   7.4970448E-06   1.9214797E-02   2.8486360E-02   5.4426209E-02   0.2332943    
 kr10c54         1.7948608E-08   7.2888965E-04   1.6017415E-03   7.6380604E-03   1.6134128E-02   2.6102838E-02   0.1615637    
 kr10c55         2.0878810E-05   9.9995001E-03   2.0793311E-02   3.5810350E-04   3.1528407E-05   3.1203322E-02   0.1766446    
 kr10c56         9.2724470E-05   5.0603002E-02   6.2892785E-02   1.6452690E-03   1.7182430E-02   0.1324162       0.3638904    
 kr10c57         8.8048783E-05   5.1778463E-02   6.3152163E-02   2.7547545E-03   1.8966586E-02   0.1367400       0.3697837    
 kr10c58         5.4174852E-05   3.4824740E-02   4.6558538E-02   1.8167233E-03   1.0321550E-02   9.3575726E-02   0.3059015    
 kr10c59         3.0294224E-05   2.1664333E-02   3.3575266E-02   8.8448891E-04   4.4573645E-03   6.0611747E-02   0.2461945    
 kr10c60         1.1607364E-05   8.9711240E-03   1.5403751E-02   2.8702988E-04   1.3414169E-03   2.6014929E-02   0.1612914    
