

             pestpp-swp - a parameteric sweep utility, version 4.2.9
                     for PEST(++) datasets 

                 by the PEST++ development team



using control file: "10par_xsec.pst"

Note: 3 unused lines in pest control file, see rec file...

             Generalized Run Manager Interface
                             by:

               The PEST++ Development Team


          starting PANTHER master...

IP addresses:
  0.0.0.0:4005 (IPv4)

PANTHER master listening on socket: 0.0.0.0:4005 (IPv4)
reading par values...done
starting runs 0 --> 500
    running model 500 times

      waiting for slaves to appear...


PANTHER progress
   runs(C = completed | F = failed | T = timed out)
   slaves(R = running | W = waiting | U = unavailable)
------------------------------------------------------------------------------
08/31 12:00:33 runs(C=56   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:34 runs(C=57   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=57   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=57   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:34 runs(C=57   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:34 runs(C=58   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=58   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=58   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:34 runs(C=58   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:34 runs(C=59   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=59   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=59   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:34 runs(C=59   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:34 runs(C=61   | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:34 runs(C=61   | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:34 runs(C=61   | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:34 runs(C=61   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:34 runs(C=62   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=62   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=62   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:34 runs(C=62   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:34 runs(C=63   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=63   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=63   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:34 runs(C=63   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:34 runs(C=64   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=64   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:34 runs(C=64   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:34 runs(C=64   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:35 runs(C=64   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:35 runs(C=64   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:36 runs(C=65   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=65   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=65   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:36 runs(C=65   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:36 runs(C=66   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=66   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=66   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:36 runs(C=66   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:36 runs(C=69   | F=0    | T=0    ): slaves(R=5   | W=0   | U=3   )
08/31 12:00:36 runs(C=69   | F=0    | T=0    ): slaves(R=5   | W=0   | U=3   )
08/31 12:00:36 runs(C=69   | F=0    | T=0    ): slaves(R=5   | W=3   | U=0   )
08/31 12:00:36 runs(C=69   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:36 runs(C=70   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=70   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=70   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:36 runs(C=70   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:36 runs(C=71   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=71   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=71   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:36 runs(C=71   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:36 runs(C=72   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=72   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:36 runs(C=72   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:36 runs(C=72   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:37 runs(C=72   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:37 runs(C=72   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:38 runs(C=73   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=73   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=73   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:38 runs(C=73   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:38 runs(C=74   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=74   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=74   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:38 runs(C=74   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:38 runs(C=76   | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:38 runs(C=76   | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:38 runs(C=76   | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:38 runs(C=76   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:38 runs(C=77   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=77   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=77   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:38 runs(C=77   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:38 runs(C=78   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=78   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=78   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:38 runs(C=78   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:38 runs(C=79   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=79   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:38 runs(C=79   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:38 runs(C=79   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:39 runs(C=80   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:39 runs(C=80   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:39 runs(C=80   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:39 runs(C=80   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:40 runs(C=80   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:40 runs(C=80   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:40 runs(C=81   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:40 runs(C=81   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:40 runs(C=81   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:40 runs(C=81   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:40 runs(C=82   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:40 runs(C=82   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:40 runs(C=82   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:40 runs(C=82   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:40 runs(C=84   | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:40 runs(C=84   | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:40 runs(C=84   | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:40 runs(C=84   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:40 runs(C=86   | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:40 runs(C=86   | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:40 runs(C=86   | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:40 runs(C=86   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:40 runs(C=87   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:40 runs(C=87   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:40 runs(C=87   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:40 runs(C=87   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:41 runs(C=88   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:41 runs(C=88   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:41 runs(C=88   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:41 runs(C=88   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:42 runs(C=88   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:42 runs(C=88   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:43 runs(C=89   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=89   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=89   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:43 runs(C=89   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:43 runs(C=90   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=90   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=90   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:43 runs(C=90   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:43 runs(C=91   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=91   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=91   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:43 runs(C=91   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:43 runs(C=92   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=92   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=92   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:43 runs(C=92   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:43 runs(C=93   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=93   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=94   | F=0    | T=0    ): slaves(R=6   | W=1   | U=1   )
08/31 12:00:43 runs(C=94   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=94   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:43 runs(C=94   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:43 runs(C=95   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=95   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=95   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:43 runs(C=95   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:43 runs(C=96   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=96   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:43 runs(C=96   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:43 runs(C=96   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:44 runs(C=96   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:44 runs(C=96   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:45 runs(C=97   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:45 runs(C=97   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:45 runs(C=97   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:45 runs(C=97   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:45 runs(C=98   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:45 runs(C=98   | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:45 runs(C=98   | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:45 runs(C=98   | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:45 runs(C=100  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:45 runs(C=100  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:45 runs(C=100  | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:45 runs(C=100  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:45 runs(C=102  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:45 runs(C=102  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:45 runs(C=102  | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:45 runs(C=102  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:45 runs(C=103  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:45 runs(C=103  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:45 runs(C=103  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:45 runs(C=103  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:45 runs(C=104  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:45 runs(C=104  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:45 runs(C=104  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:45 runs(C=104  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:46 runs(C=104  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:46 runs(C=104  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:47 runs(C=105  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=105  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=105  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:47 runs(C=105  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:47 runs(C=106  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=106  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=106  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:47 runs(C=106  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:47 runs(C=108  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:47 runs(C=108  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:47 runs(C=108  | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:47 runs(C=108  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:47 runs(C=109  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=109  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=109  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:47 runs(C=109  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:47 runs(C=110  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=110  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=110  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:47 runs(C=110  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:47 runs(C=111  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=111  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=111  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:47 runs(C=111  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:47 runs(C=112  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=112  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:47 runs(C=112  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:47 runs(C=112  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:48 runs(C=112  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:48 runs(C=112  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:49 runs(C=113  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=113  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=113  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:49 runs(C=113  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:49 runs(C=114  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=114  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=114  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:49 runs(C=114  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:49 runs(C=116  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:49 runs(C=116  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:49 runs(C=116  | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:49 runs(C=116  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:49 runs(C=117  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=117  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=117  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:49 runs(C=117  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:49 runs(C=118  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=118  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=118  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:49 runs(C=118  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:49 runs(C=119  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=119  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:49 runs(C=119  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:49 runs(C=119  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:50 runs(C=120  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:50 runs(C=120  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:50 runs(C=120  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:50 runs(C=120  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:51 runs(C=120  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:51 runs(C=120  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:52 runs(C=122  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:52 runs(C=122  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:52 runs(C=122  | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:52 runs(C=122  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:52 runs(C=123  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:52 runs(C=123  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:52 runs(C=123  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:52 runs(C=123  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:52 runs(C=124  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:52 runs(C=124  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:52 runs(C=124  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:52 runs(C=124  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:52 runs(C=126  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:52 runs(C=126  | F=0    | T=0    ): slaves(R=6   | W=0   | U=2   )
08/31 12:00:52 runs(C=126  | F=0    | T=0    ): slaves(R=6   | W=2   | U=0   )
08/31 12:00:52 runs(C=126  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:52 runs(C=127  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:52 runs(C=127  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:52 runs(C=127  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:52 runs(C=127  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:52 runs(C=128  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:52 runs(C=128  | F=0    | T=0    ): slaves(R=7   | W=0   | U=1   )
08/31 12:00:52 runs(C=128  | F=0    | T=0    ): slaves(R=7   | W=1   | U=0   )
08/31 12:00:52 runs(C=128  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:53 runs(C=128  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
08/31 12:00:53 runs(C=128  | F=0    | T=0    ): slaves(R=8   | W=0   | U=0   )
