name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
HKR28C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.498669,-0.223003,1.77167
HKR28C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499185,-0.224034,1.77271
HKR28C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499637,-0.224939,1.77361
HKR29C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499932,-0.225529,1.7742
HKR29C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499842,-0.225348,1.77402
HKR29C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499695,-0.225054,1.77372
HKR29C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.49956,-0.224784,1.77345
HKR29C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.49934,-0.224345,1.77302
HKR29C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.499335,-0.224334,1.773
HKR29C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.499133,-0.223931,1.7726
HKR29C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.497582,-0.220828,1.7695
HKR29C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.495504,-0.216672,1.76534
HKR29C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.496291,-0.218246,1.76692
HKR29C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.497355,-0.220375,1.76905
HKR29C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.497929,-0.221523,1.77019
HKR29C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.497884,-0.221434,1.7701
HKR29C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.497474,-0.220612,1.76928
HKR29C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.492966,-0.211597,1.76027
HKR29C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.485343,-0.196351,1.74502
HKR29C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.498229,-0.222123,1.77079
HKR29C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.49706,-0.219784,1.76845
HKR29C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.49915,-0.223965,1.77264
HKR29C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499707,-0.225079,1.77375
HKR30C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499979,-0.225623,1.77429
HKR30C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499902,-0.225469,1.77414
HKR30C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499796,-0.225256,1.77393
HKR30C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499544,-0.224753,1.77342
HKR30C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.499332,-0.224328,1.773
HKR30C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.499331,-0.224326,1.773
HKR30C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.498799,-0.223264,1.77193
HKR30C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.497905,-0.221475,1.77015
HKR30C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.497735,-0.221135,1.76981
HKR30C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.497719,-0.221102,1.76977
HKR30C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.49803,-0.221724,1.77039
HKR30C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.498285,-0.222235,1.77091
HKR30C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.498147,-0.221958,1.77063
HKR30C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.497486,-0.220636,1.76931
HKR30C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.485206,-0.196077,1.74475
HKR30C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.414515,-0.0546955,1.60337
HKR30C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.493542,-0.212749,1.76142
HKR30C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.489622,-0.204908,1.75358
HKR30C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499349,-0.224363,1.77303
HKR30C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.49994,-0.225544,1.77421
HKR31C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499993,-0.22565,1.77432
HKR31C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499881,-0.225426,1.7741
HKR31C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499696,-0.225057,1.77373
HKR31C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499381,-0.224428,1.7731
HKR31C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.499314,-0.224293,1.77296
HKR31C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.498769,-0.223204,1.77187
HKR31C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.498212,-0.222088,1.77076
HKR31C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.49805,-0.221765,1.77044
HKR31C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.498254,-0.222172,1.77084
HKR31C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.498166,-0.221996,1.77067
HKR31C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.498095,-0.221855,1.77053
HKR31C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.498463,-0.22259,1.77126
HKR31C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.49847,-0.222605,1.77128
HKR31C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.497271,-0.220207,1.76888
HKR31C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.49236,-0.210385,1.75906
HKR31C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.469235,-0.164134,1.7128
HKR31C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.480139,-0.185943,1.73461
HKR31C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.499744,-0.225152,1.77382
HKR31C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499958,-0.22558,1.77425
HKR31C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499958,-0.225582,1.77425
HKR32C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499942,-0.225548,1.77422
HKR32C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499609,-0.224883,1.77355
HKR32C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499337,-0.224338,1.77301
HKR32C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.499115,-0.223895,1.77257
HKR32C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.498476,-0.222617,1.77129
HKR32C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.497551,-0.220768,1.76944
HKR32C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.496965,-0.219594,1.76827
HKR32C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.497666,-0.220997,1.76967
HKR32C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.497392,-0.220449,1.76912
HKR32C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.496265,-0.218194,1.76686
HKR32C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.495243,-0.216151,1.76482
HKR32C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.499019,-0.223702,1.77237
HKR32C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.497191,-0.220047,1.76872
HKR32C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.496346,-0.218357,1.76703
HKR32C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.48803,-0.201725,1.7504
HKR32C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.49353,-0.212725,1.7614
HKR32C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.499059,-0.223783,1.77245
HKR32C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499793,-0.22525,1.77392
HKR32C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499948,-0.225561,1.77423
HKR33C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499863,-0.22539,1.77406
HKR33C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.49933,-0.224325,1.773
HKR33C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.498947,-0.223559,1.77223
HKR33C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.498275,-0.222214,1.77088
HKR33C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.496255,-0.218175,1.76685
HKR33C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.491968,-0.209601,1.75827
HKR33C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.493936,-0.213537,1.76221
HKR33C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.488414,-0.202493,1.75116
HKR33C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.481702,-0.189069,1.73774
HKR33C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.496985,-0.219635,1.76831
HKR33C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.499976,-0.225617,1.77429
HKR33C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.497121,-0.219906,1.76858
HKR33C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.497595,-0.220854,1.76952
HKR33C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.494957,-0.215578,1.76425
HKR33C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.497307,-0.220278,1.76895
HKR33C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.49906,-0.223785,1.77246
HKR33C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499728,-0.22512,1.77379
HKR33C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499948,-0.225561,1.77423
HKR34C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499818,-0.225301,1.77397
HKR34C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.499056,-0.223776,1.77245
HKR34C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.499079,-0.223823,1.77249
HKR34C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.496908,-0.21948,1.76815
HKR34C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.475569,-0.176802,1.72547
HKR34C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.496267,-0.218198,1.76687
HKR34C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.43274,-0.0911453,1.63982
HKR34C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.475745,-0.177155,1.72583
HKR34C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.489631,-0.204926,1.7536
HKR34C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.493181,-0.212027,1.7607
HKR34C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.491679,-0.209023,1.75769
HKR34C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.497044,-0.219753,1.76842
HKR34C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.497764,-0.221192,1.76986
HKR34C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.498573,-0.222811,1.77148
HKR34C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.499323,-0.224311,1.77298
HKR34C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499441,-0.224548,1.77322
HKR34C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499948,-0.225561,1.77423
HKR35C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.499809,-0.225283,1.77395
HKR35C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.499719,-0.225103,1.77377
HKR35C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.499613,-0.22489,1.77356
HKR35C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.499333,-0.224332,1.773
HKR35C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.488199,-0.202063,1.75073
HKR35C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.480039,-0.185742,1.73441
HKR35C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.451092,-0.127849,1.67652
HKR35C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.495596,-0.216856,1.76553
HKR35C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.447584,-0.120834,1.6695
HKR35C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.480452,-0.18657,1.73524
HKR35C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.496057,-0.217778,1.76645
HKR35C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.498899,-0.223462,1.77213
HKR35C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.499193,-0.224051,1.77272
HKR35C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.499644,-0.224952,1.77362
HKR35C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.4998,-0.225265,1.77394
HKR36C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.49992,-0.225504,1.77417
HKR36C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.498614,-0.222893,1.77156
HKR36C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.499266,-0.224197,1.77287
HKR36C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.498893,-0.223452,1.77212
HKR36C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.496649,-0.218963,1.76763
HKR36C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.495052,-0.215768,1.76444
HKR36C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.496061,-0.217786,1.76646
HKR36C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.494107,-0.213878,1.76255
HKR36C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.48606,-0.197786,1.74646
HKR36C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.488274,-0.202212,1.75088
HKR36C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.497525,-0.220715,1.76939
HKR36C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.499323,-0.224311,1.77298
HKR36C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.499548,-0.224761,1.77343
HKR36C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.499728,-0.22512,1.77379
HKR36C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499948,-0.225561,1.77423
HKR37C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.498415,-0.222496,1.77117
HKR37C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.49901,-0.223685,1.77236
HKR37C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.498984,-0.223633,1.7723
HKR37C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.498711,-0.223087,1.77176
HKR37C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.49829,-0.222244,1.77091
HKR37C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.498111,-0.221886,1.77056
HKR37C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.495303,-0.216271,1.76494
HKR37C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.494198,-0.214061,1.76273
HKR37C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.495257,-0.216178,1.76485
HKR37C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.499028,-0.223721,1.77239
HKR37C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.499644,-0.224952,1.77362
HKR37C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.499728,-0.22512,1.77379
HKR37C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.499948,-0.225561,1.77423
HKR38C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.499328,-0.224321,1.77299
HKR38C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.499066,-0.223797,1.77247
HKR38C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.498985,-0.223634,1.7723
HKR38C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.498962,-0.223589,1.77226
HKR38C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.499233,-0.224131,1.7728
HKR38C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.49759,-0.220845,1.76952
HKR38C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.495646,-0.216957,1.76563
HKR38C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.497438,-0.220541,1.76921
HKR38C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.498758,-0.22318,1.77185
HKR38C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.499799,-0.225263,1.77393
HKR38C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.499857,-0.225378,1.77405
HKR38C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.499977,-0.225619,1.77429
HKR39C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.499902,-0.225469,1.77414
HKR39C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.49974,-0.225144,1.77381
HKR39C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.499768,-0.2252,1.77387
HKR39C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.499764,-0.225192,1.77386
HKR39C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.499903,-0.225471,1.77414
HKR39C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.499404,-0.224472,1.77314
HKR39C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.498928,-0.22352,1.77219
HKR39C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.499692,-0.22505,1.77372
HKR39C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.499977,-0.225618,1.77429
HKR39C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.5,-0.225665,1.77434
