name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
HKR12C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.496482,-0.21863,1.7673
HKR12C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.495692,-0.21705,1.76572
HKR12C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.498171,-0.222006,1.77068
HKR12C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.498881,-0.223427,1.7721
HKR12C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.4996,-0.224866,1.77354
HKR12C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.499951,-0.225567,1.77424
HKR12C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499916,-0.225497,1.77417
HKR12C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499863,-0.22539,1.77406
HKR13C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499927,-0.225519,1.77419
HKR13C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499914,-0.225493,1.77416
HKR13C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.4999,-0.225464,1.77413
HKR13C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499884,-0.225432,1.7741
HKR13C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.499886,-0.225437,1.77411
HKR13C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.499237,-0.224139,1.77281
HKR13C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.49723,-0.220124,1.76879
HKR13C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.499184,-0.224033,1.7727
HKR13C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.492852,-0.211368,1.76004
HKR13C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.489362,-0.204389,1.75306
HKR13C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.496091,-0.217846,1.76652
HKR13C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.497854,-0.221372,1.77004
HKR13C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.499383,-0.224431,1.7731
HKR13C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.499979,-0.225623,1.77429
HKR13C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499794,-0.225253,1.77392
HKR13C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.49971,-0.225085,1.77376
HKR14C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499803,-0.22527,1.77394
HKR14C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499781,-0.225227,1.7739
HKR14C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499704,-0.225073,1.77374
HKR14C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499699,-0.225062,1.77373
HKR14C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.499977,-0.225619,1.77429
HKR14C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.499568,-0.224801,1.77347
HKR14C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.492224,-0.210112,1.75878
HKR14C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.496405,-0.218475,1.76715
HKR14C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.455832,-0.137329,1.686
HKR14C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.477566,-0.180796,1.72947
HKR14C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.493667,-0.212998,1.76167
HKR14C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.495354,-0.216374,1.76504
HKR14C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.498725,-0.223114,1.77178
HKR14C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.499695,-0.225055,1.77373
HKR14C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499362,-0.224389,1.77306
HKR14C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499501,-0.224667,1.77334
HKR15C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499604,-0.224873,1.77354
HKR15C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499555,-0.224774,1.77345
HKR15C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499382,-0.224429,1.7731
HKR15C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499439,-0.224543,1.77321
HKR15C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.499964,-0.225593,1.77426
HKR15C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.499983,-0.22563,1.7743
HKR15C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.499713,-0.225091,1.77376
HKR15C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.486768,-0.199201,1.74787
HKR15C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.482795,-0.191254,1.73992
HKR15C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.484667,-0.194999,1.74367
HKR15C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.493955,-0.213576,1.76225
HKR15C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.489091,-0.203848,1.75252
HKR15C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.495283,-0.216231,1.7649
HKR15C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.496489,-0.218643,1.76731
HKR15C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.498276,-0.222217,1.77089
HKR15C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499604,-0.224872,1.77354
HKR16C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.49942,-0.224504,1.77317
HKR16C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499306,-0.224276,1.77295
HKR16C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499064,-0.223792,1.77246
HKR16C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499105,-0.223875,1.77255
HKR16C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.499952,-0.225569,1.77424
HKR16C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.499875,-0.225415,1.77409
HKR16C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.499002,-0.223668,1.77234
HKR16C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.495056,-0.215777,1.76445
HKR16C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.491799,-0.209264,1.75793
HKR16C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.491566,-0.208796,1.75747
HKR16C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.493668,-0.213,1.76167
HKR16C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.476736,-0.179136,1.72781
HKR16C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.458386,-0.142437,1.69111
HKR16C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.495518,-0.2167,1.76537
HKR16C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.496964,-0.219592,1.76826
HKR16C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499871,-0.225407,1.77408
HKR17C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499346,-0.224356,1.77303
HKR17C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499038,-0.22374,1.77241
HKR17C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.498639,-0.222943,1.77161
HKR17C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.498804,-0.223272,1.77194
HKR17C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.499974,-0.225613,1.77428
HKR17C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.499832,-0.22533,1.774
HKR17C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.499248,-0.22416,1.77283
HKR17C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.497585,-0.220834,1.7695
HKR17C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.495223,-0.21611,1.76478
HKR17C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.495538,-0.216741,1.76541
HKR17C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.495316,-0.216298,1.76497
HKR17C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.481964,-0.189592,1.73826
HKR17C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.479981,-0.185627,1.7343
HKR17C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.480167,-0.185999,1.73467
HKR17C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.498697,-0.22306,1.77173
HKR17C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499324,-0.224312,1.77298
HKR18C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.49915,-0.223966,1.77264
HKR18C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.498699,-0.223064,1.77173
HKR18C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.497945,-0.221555,1.77023
HKR18C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.498487,-0.222638,1.77131
HKR18C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.499996,-0.225656,1.77433
HKR18C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.49993,-0.225525,1.7742
HKR18C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.499577,-0.224819,1.77349
HKR18C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.498535,-0.222735,1.77141
HKR18C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.496538,-0.218741,1.76741
HKR18C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.497205,-0.220076,1.76875
HKR18C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.497343,-0.220351,1.76902
HKR18C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.489333,-0.204331,1.753
HKR18C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.491389,-0.208442,1.75711
HKR18C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.493883,-0.213432,1.7621
HKR18C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.497935,-0.221535,1.77021
HKR18C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.498773,-0.223211,1.77188
HKR19C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.49894,-0.223545,1.77222
HKR19C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.498356,-0.222378,1.77105
HKR19C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.497161,-0.219988,1.76866
HKR19C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.497945,-0.221555,1.77023
HKR19C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.499974,-0.225614,1.77428
HKR19C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.499972,-0.22561,1.77428
HKR19C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.499827,-0.225318,1.77399
HKR19C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.498836,-0.223337,1.77201
HKR19C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.494109,-0.213883,1.76255
HKR19C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.499085,-0.223835,1.77251
HKR19C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.497562,-0.220789,1.76946
HKR19C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.493843,-0.21335,1.76202
HKR19C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.495427,-0.216518,1.76519
HKR19C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.497125,-0.219915,1.76859
HKR19C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.498175,-0.222014,1.77068
HKR19C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.498682,-0.223029,1.7717
HKR20C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.498967,-0.223598,1.77227
HKR20C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.498121,-0.221907,1.77058
HKR20C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.496305,-0.218275,1.76695
HKR20C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.496824,-0.219313,1.76798
HKR20C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.499777,-0.225218,1.77389
HKR20C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.499869,-0.225402,1.77407
HKR20C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.499846,-0.225357,1.77403
HKR20C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.498739,-0.223144,1.77181
HKR20C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.494874,-0.215413,1.76408
HKR20C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.495512,-0.216688,1.76536
HKR20C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.49823,-0.222125,1.7708
HKR20C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.495399,-0.216463,1.76513
HKR20C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.497813,-0.221291,1.76996
HKR20C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.498273,-0.22221,1.77088
HKR20C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.498505,-0.222674,1.77135
HKR20C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.4987,-0.223065,1.77174
HKR21C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.498967,-0.223598,1.77227
HKR21C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.497982,-0.221628,1.7703
HKR21C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.495758,-0.217181,1.76585
HKR21C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.494376,-0.214416,1.76309
HKR21C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.499901,-0.225467,1.77414
HKR21C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.49915,-0.223965,1.77264
HKR21C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.498019,-0.221703,1.77037
HKR21C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.498915,-0.223495,1.77217
HKR21C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.498783,-0.223231,1.7719
HKR21C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.498139,-0.221942,1.77061
HKR21C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.488797,-0.203259,1.75193
HKR21C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.49004,-0.205744,1.75441
HKR21C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.495783,-0.217231,1.7659
HKR21C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.49376,-0.213186,1.76186
HKR21C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.498131,-0.221927,1.7706
HKR21C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.498494,-0.222652,1.77132
HKR21C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.498186,-0.222038,1.77071
HKR21C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.498528,-0.222721,1.77139
HKR22C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.49918,-0.224026,1.7727
HKR22C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.498443,-0.22255,1.77122
HKR22C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.496252,-0.218169,1.76684
HKR22C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.49163,-0.208925,1.7576
HKR22C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.498186,-0.222036,1.77071
HKR22C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.498916,-0.223496,1.77217
HKR22C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.498669,-0.223003,1.77167
HKR22C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.496874,-0.219413,1.76808
HKR22C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.494611,-0.214886,1.76356
HKR22C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.47539,-0.176444,1.72511
HKR22C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.497029,-0.219722,1.76839
HKR22C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.441569,-0.108803,1.65747
HKR22C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.477347,-0.180358,1.72903
HKR22C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.492373,-0.21041,1.75908
HKR22C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.486987,-0.199638,1.74831
HKR22C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.495608,-0.21688,1.76555
HKR22C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.495183,-0.21603,1.7647
HKR22C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.497131,-0.219927,1.7686
HKR22C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499103,-0.223872,1.77254
HKR23C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499524,-0.224714,1.77338
HKR23C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.498959,-0.223583,1.77225
HKR23C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.497708,-0.22108,1.76975
HKR23C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.496138,-0.217941,1.76661
HKR23C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.491933,-0.209531,1.7582
HKR23C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.495085,-0.215835,1.76451
HKR23C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.488509,-0.202682,1.75135
HKR23C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.495059,-0.215784,1.76445
HKR23C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.495419,-0.216502,1.76517
HKR23C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.49625,-0.218166,1.76684
HKR23C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.496824,-0.219313,1.76798
HKR23C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.497564,-0.220793,1.76946
HKR23C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.484891,-0.195448,1.74412
HKR23C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.483901,-0.193467,1.74214
HKR23C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.491396,-0.208457,1.75713
HKR23C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.473012,-0.171689,1.72036
HKR23C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.459316,-0.144296,1.69297
HKR23C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.496241,-0.218147,1.76682
HKR23C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.495475,-0.216615,1.76529
HKR23C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.49976,-0.225185,1.77386
HKR24C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499691,-0.225046,1.77372
HKR24C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499351,-0.224367,1.77304
HKR24C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.498699,-0.223063,1.77173
HKR24C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.497143,-0.219951,1.76862
HKR24C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.493183,-0.21203,1.7607
HKR24C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.498497,-0.222658,1.77133
HKR24C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.486272,-0.198209,1.74688
HKR24C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.491647,-0.208959,1.75763
HKR24C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.495608,-0.216881,1.76555
HKR24C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.497508,-0.22068,1.76935
HKR24C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.498614,-0.222893,1.77156
HKR24C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.4977,-0.221064,1.76973
HKR24C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.493082,-0.211828,1.7605
HKR24C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.490519,-0.206702,1.75537
HKR24C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.494192,-0.214049,1.76272
HKR24C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.480225,-0.186114,1.73479
HKR24C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.480592,-0.186849,1.73552
HKR24C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.481749,-0.189162,1.73783
HKR24C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499402,-0.224469,1.77314
HKR24C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499652,-0.224968,1.77364
HKR25C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499799,-0.225262,1.77393
HKR25C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.49962,-0.224904,1.77357
HKR25C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499175,-0.224014,1.77268
HKR25C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.49712,-0.219904,1.76857
HKR25C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.484373,-0.194411,1.74308
HKR25C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.495174,-0.216012,1.76468
HKR25C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.444092,-0.113849,1.66252
HKR25C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.48592,-0.197504,1.74617
HKR25C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.493533,-0.212731,1.7614
HKR25C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.49609,-0.217844,1.76652
HKR25C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.498445,-0.222555,1.77123
HKR25C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.497918,-0.2215,1.77017
HKR25C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.496238,-0.218141,1.76681
HKR25C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.494446,-0.214557,1.76323
HKR25C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.496704,-0.219072,1.76774
HKR25C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.489173,-0.20401,1.75268
HKR25C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.491123,-0.20791,1.75658
HKR25C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.493933,-0.21353,1.7622
HKR25C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.498578,-0.22282,1.77149
HKR25C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.4993,-0.224265,1.77294
HKR26C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499851,-0.225366,1.77404
HKR26C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499708,-0.22508,1.77375
HKR26C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499604,-0.224873,1.77354
HKR26C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499495,-0.224655,1.77333
HKR26C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.498432,-0.222528,1.7712
HKR26C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.481628,-0.188921,1.73759
HKR26C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.473045,-0.171755,1.72043
HKR26C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.489607,-0.204879,1.75355
HKR26C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.493191,-0.212046,1.76072
HKR26C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.494061,-0.213787,1.76246
HKR26C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.497108,-0.219882,1.76855
HKR26C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.497736,-0.221137,1.76981
HKR26C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.49709,-0.219845,1.76852
HKR26C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.496345,-0.218354,1.76702
HKR26C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.497945,-0.221555,1.77023
HKR26C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.494335,-0.214335,1.76301
HKR26C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.496008,-0.217681,1.76635
HKR26C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.497811,-0.221287,1.76996
HKR26C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.498859,-0.223383,1.77205
HKR26C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499228,-0.22412,1.77279
HKR27C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499899,-0.225462,1.77413
HKR27C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499748,-0.225161,1.77383
HKR27C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499612,-0.224888,1.77356
HKR27C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499331,-0.224327,1.773
HKR27C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.497313,-0.22029,1.76896
HKR27C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.488354,-0.202373,1.75104
HKR27C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.46101,-0.147685,1.69636
HKR27C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.496812,-0.219288,1.76796
HKR27C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.457066,-0.139797,1.68847
HKR27C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.488947,-0.203559,1.75223
HKR27C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.495683,-0.217031,1.7657
HKR27C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.497333,-0.220331,1.769
HKR27C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.497425,-0.220516,1.76919
HKR27C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.497041,-0.219746,1.76842
HKR27C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.49806,-0.221784,1.77046
HKR27C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.495924,-0.217513,1.76618
HKR27C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.498141,-0.221947,1.77062
HKR27C17,0.774335,0.5,-0.225665,1.77434,0.774335,0.498684,-0.223034,1.7717
HKR27C18,0.774335,0.5,-0.225665,1.77434,0.774335,0.499144,-0.223953,1.77262
HKR27C19,0.774335,0.5,-0.225665,1.77434,0.774335,0.499456,-0.224577,1.77325
HKR28C00,0.774335,0.5,-0.225665,1.77434,0.774335,0.499902,-0.225468,1.77414
HKR28C01,0.774335,0.5,-0.225665,1.77434,0.774335,0.499767,-0.225198,1.77387
HKR28C02,0.774335,0.5,-0.225665,1.77434,0.774335,0.499656,-0.224977,1.77365
HKR28C03,0.774335,0.5,-0.225665,1.77434,0.774335,0.499414,-0.224493,1.77316
HKR28C04,0.774335,0.5,-0.225665,1.77434,0.774335,0.498461,-0.222587,1.77126
HKR28C05,0.774335,0.5,-0.225665,1.77434,0.774335,0.497356,-0.220376,1.76905
HKR28C06,0.774335,0.5,-0.225665,1.77434,0.774335,0.497717,-0.221098,1.76977
HKR28C07,0.774335,0.5,-0.225665,1.77434,0.774335,0.493675,-0.213014,1.76168
HKR28C08,0.774335,0.5,-0.225665,1.77434,0.774335,0.489235,-0.204134,1.7528
HKR28C09,0.774335,0.5,-0.225665,1.77434,0.774335,0.493408,-0.21248,1.76115
HKR28C10,0.774335,0.5,-0.225665,1.77434,0.774335,0.496277,-0.218218,1.76689
HKR28C11,0.774335,0.5,-0.225665,1.77434,0.774335,0.497465,-0.220595,1.76927
HKR28C12,0.774335,0.5,-0.225665,1.77434,0.774335,0.497613,-0.220891,1.76956
HKR28C13,0.774335,0.5,-0.225665,1.77434,0.774335,0.497418,-0.2205,1.76917
HKR28C14,0.774335,0.5,-0.225665,1.77434,0.774335,0.497139,-0.219942,1.76861
HKR28C15,0.774335,0.5,-0.225665,1.77434,0.774335,0.495232,-0.216128,1.7648
HKR28C16,0.774335,0.5,-0.225665,1.77434,0.774335,0.498894,-0.223453,1.77212
