name,x,y,z,mean_kh,sd_kh,major,transverse,normal,anisotropy,bearing,dip,layer
300_92,1684939.2695517193,5404843.704,117.49999955999999,1.970246,0.5,3000,300,5,9.999999999,85,0.5,11
300_93,1682141.8850635602,5408148.837474274,117.4999996,12.7589,0.5,3000,300,5,9.999999999,85,0.5,11
300_94,1684273.0683848127,5410294.0507750325,117.4999998,19.68321,0.5,3000,300,5,9.999999999,85,0.5,11
300_95,1682569.2711419624,5403674.589484582,117.49999981999999,68.41459,0.5,3000,300,5,9.999999999,85,0.5,11
300_96,1685170.7949142777,5413966.568,117.4999998,5.262994,0.5,3000,300,5,9.999999999,142,0.5,11
300_97,1685657.162753461,5401028.485253247,117.49999985000001,6.696714,0.5,3000,300,5,9.999999999,60,0.5,11
300_98,1684409.3771350996,5406785.642836028,117.4999999,9.211649,0.5,3000,300,5,9.999999999,85,0.5,11
300_99,1678983.756485376,5412265.873680885,117.4999999,6.112248,0.5,3000,300,5,9.999999999,85,0.5,11
300_100,1687761.3048595898,5405362.573,117.5,8.425266,0.5,3000,300,5,9.999999999,85,0.5,11
300_101,1680464.5315931442,5405125.322272053,117.5,1.585798,0.5,3000,300,5,9.999999999,85,0.5,11
300_102,1681409.4659152287,5414023.385059585,117.5,11.702300000000001,0.5,3000,300,5,9.999999999,90,0.5,11
300_103,1681395.075846033,5411367.899280492,117.5,0.68317754,0.5,3000,300,5,9.999999999,85,0.5,11
300_104,1686991.3475219798,5416335.115318223,117.5000001,3.5552699999999997,0.5,3000,300,5,9.999999999,142,0.5,11
300_105,1685782.3285163667,5407974.430113734,117.5000001,3.278739,0.5,3000,300,5,9.999999999,85,0.5,11
300_106,1682730.9262653994,5412470.112514353,117.50000012999999,36.578140000000005,0.5,3000,300,5,9.999999999,142,0.5,11
300_107,1682473.9628949214,5405936.571881025,117.5000002,27.20751,0.5,3000,300,5,9.999999999,85,0.5,11
300_108,1687719.1405320638,5399910.7776723225,117.5000003,16.37305,0.5,3000,300,5,9.999999999,60,0.5,11
300_109,1687245.922086844,5401585.2998034675,117.5000003,8.833648,0.5,3000,300,5,9.999999999,80,0.5,11
300_110,1684939.2695517193,5404843.704,150.4999996,1.972966,0.5,3000,300,5,9.999999999,85,0.5,12
300_111,1684273.0683848127,5410294.0507750325,150.49999959000002,15.06647,0.5,3000,300,5,9.999999999,85,0.5,12
300_112,1682141.8850635602,5408148.837474274,150.4999996,16.20252,0.5,3000,300,5,9.999999999,85,0.5,12
300_113,1682569.2711419624,5403674.589484582,150.49999961999998,163.40589999999997,0.5,3000,300,5,9.999999999,85,0.5,12
300_114,1685170.7949142777,5413966.568,150.4999996,6.567581000000001,0.5,3000,300,5,9.999999999,142,0.5,12
300_115,1678983.756485376,5412265.873680885,150.4999998,2.605829,0.5,3000,300,5,9.999999999,85,0.5,12
300_116,1685657.162753461,5401028.485253247,150.49999985000002,9.019156,0.5,3000,300,5,9.999999999,60,0.5,12
300_117,1684409.3771350996,5406785.642836028,150.4999999,14.19619,0.5,3000,300,5,9.999999999,85,0.5,12
300_118,1687761.3048595898,5405362.573,150.49999989999998,85.94099,0.5,3000,300,5,9.999999999,85,0.5,12
300_119,1680464.5315931442,5405125.322272053,150.49999992999997,18.76642,0.5,3000,300,5,9.999999999,85,0.5,12
300_120,1681409.4659152287,5414023.385059585,150.5,23.43298,0.5,3000,300,5,9.999999999,90,0.5,12
300_121,1681395.075846033,5411367.899280492,150.50000000999998,21.80092,0.5,3000,300,5,9.999999999,85,0.5,12
300_122,1685782.3285163667,5407974.430113734,150.50000011999998,24.37021,0.5,3000,300,5,9.999999999,85,0.5,12
300_123,1686991.3475219798,5416335.115318223,150.50000014999998,8.502901000000001,0.5,3000,300,5,9.999999999,142,0.5,12
300_124,1682730.9262653994,5412470.112514353,150.5000003,11.73226,0.5,3000,300,5,9.999999999,142,0.5,12
300_125,1687245.922086844,5401585.2998034675,150.5000003,16.21775,0.5,3000,300,5,9.999999999,80,0.5,12
300_126,1682473.9628949214,5405936.571881025,150.5000004,7.711448,0.5,3000,300,5,9.999999999,85,0.5,12
300_127,1687719.1405320638,5399910.7776723225,150.50000045000002,10.2379,0.5,3000,300,5,9.999999999,60,0.5,12
300_128,1684939.2695517193,5404843.704,183.4999996,99.32003,0.5,3000,300,5,9.999999999,85,0.5,13
300_129,1684273.0683848127,5410294.0507750325,183.49999959000002,11.26908,0.5,3000,300,5,9.999999999,85,0.5,13
300_130,1682141.8850635602,5408148.837474274,183.4999996,402.4677,0.5,3000,300,5,9.999999999,85,0.5,13
300_131,1682569.2711419624,5403674.589484582,183.49999961999998,5.103794000000001,0.5,3000,300,5,9.999999999,85,0.5,13
300_132,1685170.7949142777,5413966.568,183.4999996,1.174466,0.5,3000,300,5,9.999999999,142,0.5,13
300_133,1678983.756485376,5412265.873680885,183.4999998,20.96086,0.5,3000,300,5,9.999999999,85,0.5,13
300_134,1681409.4659152287,5414023.385059585,183.4999998,1.910058,0.5,3000,300,5,9.999999999,90,0.5,13
300_135,1685657.162753461,5401028.485253247,183.49999985000002,9.035147,0.5,3000,300,5,9.999999999,60,0.5,13
300_136,1684409.3771350996,5406785.642836028,183.4999999,22.284609999999997,0.5,3000,300,5,9.999999999,85,0.5,13
300_137,1687761.3048595898,5405362.573,183.49999989999998,13.0139,0.5,3000,300,5,9.999999999,85,0.5,13
300_138,1680464.5315931442,5405125.322272053,183.49999992999997,77.80572000000001,0.5,3000,300,5,9.999999999,85,0.5,13
300_139,1681395.075846033,5411367.899280492,183.50000000999998,11.58588,0.5,3000,300,5,9.999999999,85,0.5,13
300_140,1685782.3285163667,5407974.430113734,183.50000011999998,42.223110000000005,0.5,3000,300,5,9.999999999,85,0.5,13
300_141,1686991.3475219798,5416335.115318223,183.50000014999998,10.82999,0.5,3000,300,5,9.999999999,142,0.5,13
300_142,1682730.9262653994,5412470.112514353,183.5000003,6.874452,0.5,3000,300,5,9.999999999,142,0.5,13
300_143,1687245.922086844,5401585.2998034675,183.5000003,8.766,0.5,3000,300,5,9.999999999,80,0.5,13
300_144,1682473.9628949214,5405936.571881025,183.5000004,8.504557,0.5,3000,300,5,9.999999999,85,0.5,13
300_145,1687719.1405320638,5399910.7776723225,183.50000045000002,4.974643,0.5,3000,300,5,9.999999999,60,0.5,13
202_0,1669569.8239320135,5407024.0432531955,0.5,163.7952,0.5,3000,300,5,9.999999999,100,0.05,1
202_1,1672764.119156605,5407089.095182272,0.5,490.1984,0.5,3000,300,5,9.999999999,77,0.05,1
202_2,1675430.0949107734,5408612.509898939,0.5,184.08929999999998,0.5,3000,300,5,9.999999999,103,0.05,1
202_3,1669569.8239320135,5407024.0432531955,2,33.11781,0.5,3000,300,5,9.999999999,100,0.05,2
202_4,1672764.119156605,5407089.095182272,2,63.91041,0.5,3000,300,5,9.999999999,77,0.05,2
202_5,1675430.0949107734,5408612.509898939,2,566.6692,0.5,3000,300,5,9.999999999,103,0.05,2
202_6,1669569.8239320135,5407024.0432531955,5,171.3225,0.5,3000,300,5,9.999999999,100,0.05,3
202_7,1672764.119156605,5407089.095182272,5,68.50632,0.5,3000,300,5,9.999999999,77,0.05,3
202_8,1675430.0949107734,5408612.509898939,5,104.52870000000001,0.5,3000,300,5,9.999999999,103,0.05,3
202_9,1669569.8239320135,5407024.0432531955,10,112.94290000000001,0.5,3000,300,5,9.999999999,100,0.05,4
202_10,1675430.0949107734,5408612.509898939,10,756.0391,0.5,3000,300,5,9.999999999,103,0.05,4
292_0,1680464.5315931442,5405125.322272053,0.5,0.1493396,0.1,900,27.27272727,5,33,135,0.01,1
292_1,1682473.9628949214,5405936.571881025,0.5,1.1151410000000002,0.1,900,300,5,3,130,0.01,1
292_2,1682923.2615710765,5402190.712132201,0.5,0.1785629,0.1,900,300,5,3,50,0.01,1
292_3,1684939.2695517193,5404843.704,0.5,0.4261371,0.1,900,300,5,3,115,0.01,1
292_4,1680464.5315931442,5405125.322272053,2,0.1560821,0.1,900,300,5,3,135,0.01,2
292_5,1682473.9628949214,5405936.571881025,2,0.16006750000000003,0.1,900,300,5,3,130,0.01,2
292_6,1682923.2615710765,5402190.712132201,2,0.04027839,0.1,900,300,5,3,50,0.01,2
292_7,1684939.2695517193,5404843.704,2,0.011066590000000001,0.1,900,300,5,3,115,0.01,2
292_8,1680464.5315931442,5405125.322272053,5,0.1531699,0.1,900,300,5,3,135,0.01,3
292_9,1682473.9628949214,5405936.571881025,5,0.1022174,0.1,900,300,5,3,130,0.01,3
292_10,1682923.2615710765,5402190.712132201,5,0.08629207,0.1,900,300,5,3,50,0.01,3
292_11,1684939.2695517193,5404843.704,5,0.1062606,0.1,900,300,5,3,115,0.01,3
292_12,1684939.2695517193,5404843.704,9.99999998,0.062463000000000005,0.1,900,300,5,3,115,0.01,4
292_13,1680464.5315931442,5405125.322272053,10,0.01314216,0.1,900,300,5,3,135,0.01,4
292_14,1682473.9628949214,5405936.571881025,10,0.058248,0.1,900,300,5,3,130,0.01,4
292_15,1684939.2695517193,5404843.704,16.99999996,0.30299070000000006,0.1,900,300,5,3,115,0.01,5
292_16,1682473.9628949214,5405936.571881025,17,0.051465989999999996,0.1,900,300,5,3,130,0.01,5
292_17,1680464.5315931442,5405125.322272053,17.00000002,0.01584371,0.1,900,300,5,3,135,0.01,5
292_18,1684939.2695517193,5404843.704,25.99999996,0.041967370000000004,0.1,900,300,5,3,115,0.01,6
292_19,1682473.9628949214,5405936.571881025,26,0.0681641,0.1,900,300,5,3,130,0.01,6
292_20,1680464.5315931442,5405125.322272053,26.000000030000002,0.24213990000000002,0.1,900,300,5,3,135,0.01,6
195_0,1685657.162753461,5401028.485253247,0.5,0.02727365,0.1,5000,166.6666667,5,30,60,0.01,1
195_1,1687245.922086844,5401585.2998034675,0.5,0.04204045,0.1,5000,166.6666667,5,30,80,0.01,1
195_2,1687719.1405320638,5399910.7776723225,0.5,0.03093797,0.1,5000,166.6666667,5,30,60,0.01,1
195_3,1685657.162753461,5401028.485253247,2,0.3946371,0.1,5000,166.6666667,5,30,60,0.01,2
195_4,1687245.922086844,5401585.2998034675,2,0.012299160000000002,0.1,5000,166.6666667,5,30,80,0.01,2
195_5,1687719.1405320638,5399910.7776723225,2,0.009797233,0.1,5000,166.6666667,5,30,60,0.01,2
195_6,1685657.162753461,5401028.485253247,5,0.03548239,0.1,5000,166.6666667,5,30,60,0.01,3
195_7,1687245.922086844,5401585.2998034675,5,0.5583098,0.1,5000,166.6666667,5,30,80,0.01,3
195_8,1687719.1405320638,5399910.7776723225,5,0.32847160000000003,0.1,5000,166.6666667,5,30,60,0.01,3
