name,x,y,z,mean_kh,sd_kh,major,transverse,normal,anisotropy,bearing,dip,layer
300_76,1684409.3771350996,5406785.642836028,90.99999994,9.705709,0.5,3000,300,5,9.999999999,85,0.5,10
300_77,1685657.162753461,5401028.485253247,90.99999995,0.95606511,0.5,3000,300,5,9.999999999,60,0.5,10
300_78,1686991.3475219798,5416335.115318223,90.99999995,3.390952,0.5,3000,300,5,9.999999999,142,0.5,10
300_79,1682730.9262653994,5412470.112514353,90.99999998,0.63505135,0.5,3000,300,5,9.999999999,142,0.5,10
300_80,1684273.0683848127,5410294.0507750325,90.99999999,18.74018,0.5,3000,300,5,9.999999999,85,0.5,10
300_81,1681409.4659152287,5414023.385059585,91,3.544894,0.5,3000,300,5,9.999999999,90,0.5,10
300_82,1682473.9628949214,5405936.571881025,91,42.15213,0.5,3000,300,5,9.999999999,85,0.5,10
300_83,1687761.3048595898,5405362.573,91,22.43433,0.5,3000,300,5,9.999999999,85,0.5,10
300_84,1681395.075846033,5411367.899280492,91.00000001000001,7.252149,0.5,3000,300,5,9.999999999,85,0.5,10
300_85,1682569.2711419624,5403674.589484582,91.00000001999999,1.624033,0.5,3000,300,5,9.999999999,85,0.5,10
300_86,1680464.5315931442,5405125.322272053,91.00000003,31.043699999999998,0.5,3000,300,5,9.999999999,85,0.5,10
300_87,1685170.7949142777,5413966.568,91.00000003,4.425645,0.5,3000,300,5,9.999999999,142,0.5,10
300_88,1678983.756485376,5412265.873680885,91.00000005,16.8001,0.5,3000,300,5,9.999999999,85,0.5,10
300_89,1687719.1405320638,5399910.7776723225,91.00000005,8.621119,0.5,3000,300,5,9.999999999,60,0.5,10
300_90,1685782.3285163667,5407974.430113734,91.00000007000001,21.37934,0.5,3000,300,5,9.999999999,85,0.5,10
300_91,1687245.922086844,5401585.2998034675,91.00000018,57.40471,0.5,3000,300,5,9.999999999,80,0.5,10
